S No,Norms,State,Year,Vehicle Category,Value
2,CEV STAGE V,Andaman & Nicobar Island(3),2026,MGV,0
3,NOT AVAILABLE,Andaman & Nicobar Island(3),2026,MGV,0
1,BHARAT STAGE VI,Andaman & Nicobar Island(3),2026,MMV,0
2,CEV STAGE V,Andaman & Nicobar Island(3),2026,MMV,0
3,NOT AVAILABLE,Andaman & Nicobar Island(3),2026,MMV,0
1,BHARAT STAGE VI,Andaman & Nicobar Island(3),2026,MPV,0
2,CEV STAGE V,Andaman & Nicobar Island(3),2026,MPV,0
3,NOT AVAILABLE,Andaman & Nicobar Island(3),2026,MPV,0
1,BHARAT STAGE VI,Andaman & Nicobar Island(3),2026,OTH,0
2,CEV STAGE V,Andaman & Nicobar Island(3),2026,OTH,1
3,NOT AVAILABLE,Andaman & Nicobar Island(3),2026,OTH,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,2WIC,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,2WIC,6
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,2WIC,0
4,CEV STAGE V,Andhra Pradesh(84),2026,2WIC,0
5,NOT AVAILABLE,Andhra Pradesh(84),2026,2WIC,0
6,TREM STAGE IV,Andhra Pradesh(84),2026,2WIC,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,2WN,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,2WN,"96,775"
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,2WN,0
4,CEV STAGE V,Andhra Pradesh(84),2026,2WN,0
5,NOT AVAILABLE,Andhra Pradesh(84),2026,2WN,"8,675"
6,TREM STAGE IV,Andhra Pradesh(84),2026,2WN,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,2WT,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,2WT,58
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,2WT,0
4,CEV STAGE V,Andhra Pradesh(84),2026,2WT,0
5,NOT AVAILABLE,Andhra Pradesh(84),2026,2WT,80
6,TREM STAGE IV,Andhra Pradesh(84),2026,2WT,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,3WIC,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,3WIC,0
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,3WIC,0
4,CEV STAGE V,Andhra Pradesh(84),2026,3WIC,0
5,NOT AVAILABLE,Andhra Pradesh(84),2026,3WIC,0
6,TREM STAGE IV,Andhra Pradesh(84),2026,3WIC,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,3WN,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,3WN,0
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,3WN,0
4,CEV STAGE V,Andhra Pradesh(84),2026,3WN,0
5,NOT AVAILABLE,Andhra Pradesh(84),2026,3WN,0
6,TREM STAGE IV,Andhra Pradesh(84),2026,3WN,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,3WT,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,3WT,"6,563"
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,3WT,0
4,CEV STAGE V,Andhra Pradesh(84),2026,3WT,0
5,NOT AVAILABLE,Andhra Pradesh(84),2026,3WT,922
6,TREM STAGE IV,Andhra Pradesh(84),2026,3WT,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,4WIC,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,4WIC,13
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,4WIC,0
4,CEV STAGE V,Andhra Pradesh(84),2026,4WIC,0
5,NOT AVAILABLE,Andhra Pradesh(84),2026,4WIC,0
6,TREM STAGE IV,Andhra Pradesh(84),2026,4WIC,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,HGV,1
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,HGV,"2,221"
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,HGV,0
4,CEV STAGE V,Andhra Pradesh(84),2026,HGV,0
5,NOT AVAILABLE,Andhra Pradesh(84),2026,HGV,10
6,TREM STAGE IV,Andhra Pradesh(84),2026,HGV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,HMV,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,HMV,2
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,HMV,0
4,CEV STAGE V,Andhra Pradesh(84),2026,HMV,7
5,NOT AVAILABLE,Andhra Pradesh(84),2026,HMV,1
6,TREM STAGE IV,Andhra Pradesh(84),2026,HMV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,HPV,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,HPV,39
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,HPV,0
4,CEV STAGE V,Andhra Pradesh(84),2026,HPV,0
5,NOT AVAILABLE,Andhra Pradesh(84),2026,HPV,0
6,TREM STAGE IV,Andhra Pradesh(84),2026,HPV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,LGV,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,LGV,"2,833"
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,LGV,876
4,CEV STAGE V,Andhra Pradesh(84),2026,LGV,0
5,NOT AVAILABLE,Andhra Pradesh(84),2026,LGV,748
6,TREM STAGE IV,Andhra Pradesh(84),2026,LGV,12
1,BHARAT STAGE III,Andhra Pradesh(84),2026,LMV,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,LMV,"13,492"
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,LMV,"3,676"
4,CEV STAGE V,Andhra Pradesh(84),2026,LMV,1
5,NOT AVAILABLE,Andhra Pradesh(84),2026,LMV,"1,320"
6,TREM STAGE IV,Andhra Pradesh(84),2026,LMV,82
1,BHARAT STAGE III,Andhra Pradesh(84),2026,LPV,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,LPV,"1,131"
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,LPV,0
4,CEV STAGE V,Andhra Pradesh(84),2026,LPV,0
5,NOT AVAILABLE,Andhra Pradesh(84),2026,LPV,1
6,TREM STAGE IV,Andhra Pradesh(84),2026,LPV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,MGV,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,MGV,150
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,MGV,0
4,CEV STAGE V,Andhra Pradesh(84),2026,MGV,0
5,NOT AVAILABLE,Andhra Pradesh(84),2026,MGV,0
6,TREM STAGE IV,Andhra Pradesh(84),2026,MGV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,MMV,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,MMV,0
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,MMV,7
4,CEV STAGE V,Andhra Pradesh(84),2026,MMV,20
5,NOT AVAILABLE,Andhra Pradesh(84),2026,MMV,3
6,TREM STAGE IV,Andhra Pradesh(84),2026,MMV,3
1,BHARAT STAGE III,Andhra Pradesh(84),2026,MPV,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,MPV,102
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,MPV,0
4,CEV STAGE V,Andhra Pradesh(84),2026,MPV,0
5,NOT AVAILABLE,Andhra Pradesh(84),2026,MPV,1
6,TREM STAGE IV,Andhra Pradesh(84),2026,MPV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2026,OTH,0
2,BHARAT STAGE VI,Andhra Pradesh(84),2026,OTH,4
3,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2026,OTH,1
4,CEV STAGE V,Andhra Pradesh(84),2026,OTH,432
5,NOT AVAILABLE,Andhra Pradesh(84),2026,OTH,0
6,TREM STAGE IV,Andhra Pradesh(84),2026,OTH,126
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,2WIC,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,2WIC,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,2WIC,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,2WIC,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,2WIC,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,2WIC,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,2WN,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,2WN,"2,332"
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,2WN,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,2WN,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,2WN,6
6,TREM STAGE IV,Arunachal Pradesh(29),2026,2WN,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,2WT,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,2WT,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,2WT,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,2WT,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,2WT,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,2WT,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,3WIC,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,3WIC,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,3WIC,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,3WIC,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,3WIC,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,3WIC,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,3WN,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,3WN,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,3WN,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,3WN,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,3WN,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,3WN,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,3WT,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,3WT,17
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,3WT,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,3WT,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,3WT,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,3WT,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,4WIC,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,4WIC,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,4WIC,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,4WIC,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,4WIC,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,4WIC,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,HGV,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,HGV,186
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,HGV,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,HGV,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,HGV,2
6,TREM STAGE IV,Arunachal Pradesh(29),2026,HGV,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,HMV,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,HMV,7
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,HMV,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,HMV,10
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,HMV,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,HMV,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,HPV,1
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,HPV,162
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,HPV,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,HPV,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,HPV,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,HPV,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,LGV,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,LGV,263
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,LGV,83
4,CEV STAGE V,Arunachal Pradesh(29),2026,LGV,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,LGV,18
6,TREM STAGE IV,Arunachal Pradesh(29),2026,LGV,3
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,LMV,1
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,LMV,"2,832"
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,LMV,2
4,CEV STAGE V,Arunachal Pradesh(29),2026,LMV,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,LMV,10
6,TREM STAGE IV,Arunachal Pradesh(29),2026,LMV,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,LPV,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,LPV,13
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,LPV,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,LPV,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,LPV,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,LPV,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,MGV,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,MGV,30
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,MGV,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,MGV,11
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,MGV,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,MGV,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,MMV,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,MMV,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,MMV,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,MMV,1
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,MMV,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,MMV,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,MPV,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,MPV,0
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,MPV,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,MPV,0
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,MPV,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,MPV,0
1,BHARAT STAGE IV,Arunachal Pradesh(29),2026,OTH,0
2,BHARAT STAGE VI,Arunachal Pradesh(29),2026,OTH,1
3,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2026,OTH,0
4,CEV STAGE V,Arunachal Pradesh(29),2026,OTH,63
5,NOT AVAILABLE,Arunachal Pradesh(29),2026,OTH,0
6,TREM STAGE IV,Arunachal Pradesh(29),2026,OTH,0
1,BHARAT STAGE III,Assam(33),2026,2WIC,0
2,BHARAT STAGE III (CEV),Assam(33),2026,2WIC,0
3,BHARAT STAGE III/IV,Assam(33),2026,2WIC,0
4,BHARAT STAGE IV,Assam(33),2026,2WIC,0
5,BHARAT STAGE VI,Assam(33),2026,2WIC,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,2WIC,0
7,CEV STAGE V,Assam(33),2026,2WIC,0
8,EURO 6,Assam(33),2026,2WIC,0
9,NOT AVAILABLE,Assam(33),2026,2WIC,0
10,TREM STAGE IV,Assam(33),2026,2WIC,0
1,BHARAT STAGE III,Assam(33),2026,2WN,0
2,BHARAT STAGE III (CEV),Assam(33),2026,2WN,0
3,BHARAT STAGE III/IV,Assam(33),2026,2WN,0
4,BHARAT STAGE IV,Assam(33),2026,2WN,42
5,BHARAT STAGE VI,Assam(33),2026,2WN,"63,354"
6,BHARAT (TREM) STAGE III A,Assam(33),2026,2WN,0
7,CEV STAGE V,Assam(33),2026,2WN,0
8,EURO 6,Assam(33),2026,2WN,0
9,NOT AVAILABLE,Assam(33),2026,2WN,467
10,TREM STAGE IV,Assam(33),2026,2WN,0
1,BHARAT STAGE III,Assam(33),2026,2WT,0
2,BHARAT STAGE III (CEV),Assam(33),2026,2WT,0
3,BHARAT STAGE III/IV,Assam(33),2026,2WT,0
4,BHARAT STAGE IV,Assam(33),2026,2WT,0
5,BHARAT STAGE VI,Assam(33),2026,2WT,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,2WT,0
7,CEV STAGE V,Assam(33),2026,2WT,0
8,EURO 6,Assam(33),2026,2WT,0
9,NOT AVAILABLE,Assam(33),2026,2WT,0
10,TREM STAGE IV,Assam(33),2026,2WT,0
1,BHARAT STAGE III,Assam(33),2026,3WIC,0
2,BHARAT STAGE III (CEV),Assam(33),2026,3WIC,0
3,BHARAT STAGE III/IV,Assam(33),2026,3WIC,0
4,BHARAT STAGE IV,Assam(33),2026,3WIC,0
5,BHARAT STAGE VI,Assam(33),2026,3WIC,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,3WIC,0
7,CEV STAGE V,Assam(33),2026,3WIC,0
8,EURO 6,Assam(33),2026,3WIC,0
9,NOT AVAILABLE,Assam(33),2026,3WIC,0
10,TREM STAGE IV,Assam(33),2026,3WIC,0
1,BHARAT STAGE III,Assam(33),2026,3WN,0
2,BHARAT STAGE III (CEV),Assam(33),2026,3WN,0
3,BHARAT STAGE III/IV,Assam(33),2026,3WN,0
4,BHARAT STAGE IV,Assam(33),2026,3WN,0
5,BHARAT STAGE VI,Assam(33),2026,3WN,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,3WN,0
7,CEV STAGE V,Assam(33),2026,3WN,0
8,EURO 6,Assam(33),2026,3WN,0
9,NOT AVAILABLE,Assam(33),2026,3WN,0
10,TREM STAGE IV,Assam(33),2026,3WN,0
1,BHARAT STAGE III,Assam(33),2026,3WT,0
2,BHARAT STAGE III (CEV),Assam(33),2026,3WT,0
3,BHARAT STAGE III/IV,Assam(33),2026,3WT,0
4,BHARAT STAGE IV,Assam(33),2026,3WT,0
5,BHARAT STAGE VI,Assam(33),2026,3WT,523
6,BHARAT (TREM) STAGE III A,Assam(33),2026,3WT,0
7,CEV STAGE V,Assam(33),2026,3WT,0
8,EURO 6,Assam(33),2026,3WT,0
9,NOT AVAILABLE,Assam(33),2026,3WT,"12,693"
10,TREM STAGE IV,Assam(33),2026,3WT,0
1,BHARAT STAGE III,Assam(33),2026,4WIC,0
2,BHARAT STAGE III (CEV),Assam(33),2026,4WIC,0
3,BHARAT STAGE III/IV,Assam(33),2026,4WIC,0
4,BHARAT STAGE IV,Assam(33),2026,4WIC,0
5,BHARAT STAGE VI,Assam(33),2026,4WIC,1
6,BHARAT (TREM) STAGE III A,Assam(33),2026,4WIC,0
7,CEV STAGE V,Assam(33),2026,4WIC,0
8,EURO 6,Assam(33),2026,4WIC,0
9,NOT AVAILABLE,Assam(33),2026,4WIC,0
10,TREM STAGE IV,Assam(33),2026,4WIC,0
1,BHARAT STAGE III,Assam(33),2026,HGV,0
2,BHARAT STAGE III (CEV),Assam(33),2026,HGV,0
3,BHARAT STAGE III/IV,Assam(33),2026,HGV,0
4,BHARAT STAGE IV,Assam(33),2026,HGV,1
5,BHARAT STAGE VI,Assam(33),2026,HGV,650
6,BHARAT (TREM) STAGE III A,Assam(33),2026,HGV,0
7,CEV STAGE V,Assam(33),2026,HGV,0
8,EURO 6,Assam(33),2026,HGV,0
9,NOT AVAILABLE,Assam(33),2026,HGV,0
10,TREM STAGE IV,Assam(33),2026,HGV,0
1,BHARAT STAGE III,Assam(33),2026,HMV,0
2,BHARAT STAGE III (CEV),Assam(33),2026,HMV,0
3,BHARAT STAGE III/IV,Assam(33),2026,HMV,0
4,BHARAT STAGE IV,Assam(33),2026,HMV,0
5,BHARAT STAGE VI,Assam(33),2026,HMV,9
6,BHARAT (TREM) STAGE III A,Assam(33),2026,HMV,0
7,CEV STAGE V,Assam(33),2026,HMV,0
8,EURO 6,Assam(33),2026,HMV,0
9,NOT AVAILABLE,Assam(33),2026,HMV,0
10,TREM STAGE IV,Assam(33),2026,HMV,0
1,BHARAT STAGE III,Assam(33),2026,HPV,0
2,BHARAT STAGE III (CEV),Assam(33),2026,HPV,0
3,BHARAT STAGE III/IV,Assam(33),2026,HPV,0
4,BHARAT STAGE IV,Assam(33),2026,HPV,0
5,BHARAT STAGE VI,Assam(33),2026,HPV,71
6,BHARAT (TREM) STAGE III A,Assam(33),2026,HPV,0
7,CEV STAGE V,Assam(33),2026,HPV,0
8,EURO 6,Assam(33),2026,HPV,0
9,NOT AVAILABLE,Assam(33),2026,HPV,40
10,TREM STAGE IV,Assam(33),2026,HPV,0
1,BHARAT STAGE III,Assam(33),2026,LGV,0
2,BHARAT STAGE III (CEV),Assam(33),2026,LGV,0
3,BHARAT STAGE III/IV,Assam(33),2026,LGV,0
4,BHARAT STAGE IV,Assam(33),2026,LGV,0
5,BHARAT STAGE VI,Assam(33),2026,LGV,"1,815"
6,BHARAT (TREM) STAGE III A,Assam(33),2026,LGV,"1,114"
7,CEV STAGE V,Assam(33),2026,LGV,0
8,EURO 6,Assam(33),2026,LGV,0
9,NOT AVAILABLE,Assam(33),2026,LGV,53
10,TREM STAGE IV,Assam(33),2026,LGV,20
1,BHARAT STAGE III,Assam(33),2026,LMV,0
2,BHARAT STAGE III (CEV),Assam(33),2026,LMV,0
3,BHARAT STAGE III/IV,Assam(33),2026,LMV,1
4,BHARAT STAGE IV,Assam(33),2026,LMV,2
5,BHARAT STAGE VI,Assam(33),2026,LMV,"10,777"
6,BHARAT (TREM) STAGE III A,Assam(33),2026,LMV,29
7,CEV STAGE V,Assam(33),2026,LMV,0
8,EURO 6,Assam(33),2026,LMV,0
9,NOT AVAILABLE,Assam(33),2026,LMV,75
10,TREM STAGE IV,Assam(33),2026,LMV,11
1,BHARAT STAGE III,Assam(33),2026,LPV,0
2,BHARAT STAGE III (CEV),Assam(33),2026,LPV,0
3,BHARAT STAGE III/IV,Assam(33),2026,LPV,0
4,BHARAT STAGE IV,Assam(33),2026,LPV,0
5,BHARAT STAGE VI,Assam(33),2026,LPV,363
6,BHARAT (TREM) STAGE III A,Assam(33),2026,LPV,0
7,CEV STAGE V,Assam(33),2026,LPV,0
8,EURO 6,Assam(33),2026,LPV,0
9,NOT AVAILABLE,Assam(33),2026,LPV,1
10,TREM STAGE IV,Assam(33),2026,LPV,0
1,BHARAT STAGE III,Assam(33),2026,MGV,0
2,BHARAT STAGE III (CEV),Assam(33),2026,MGV,0
3,BHARAT STAGE III/IV,Assam(33),2026,MGV,0
4,BHARAT STAGE IV,Assam(33),2026,MGV,0
5,BHARAT STAGE VI,Assam(33),2026,MGV,87
6,BHARAT (TREM) STAGE III A,Assam(33),2026,MGV,0
7,CEV STAGE V,Assam(33),2026,MGV,0
8,EURO 6,Assam(33),2026,MGV,0
9,NOT AVAILABLE,Assam(33),2026,MGV,0
10,TREM STAGE IV,Assam(33),2026,MGV,0
1,BHARAT STAGE III,Assam(33),2026,MMV,0
2,BHARAT STAGE III (CEV),Assam(33),2026,MMV,1
3,BHARAT STAGE III/IV,Assam(33),2026,MMV,0
4,BHARAT STAGE IV,Assam(33),2026,MMV,0
5,BHARAT STAGE VI,Assam(33),2026,MMV,0
6,BHARAT (TREM) STAGE III A,Assam(33),2026,MMV,0
7,CEV STAGE V,Assam(33),2026,MMV,3
8,EURO 6,Assam(33),2026,MMV,0
9,NOT AVAILABLE,Assam(33),2026,MMV,0
10,TREM STAGE IV,Assam(33),2026,MMV,1
1,BHARAT STAGE III,Assam(33),2026,MPV,0
2,BHARAT STAGE III (CEV),Assam(33),2026,MPV,0
3,BHARAT STAGE III/IV,Assam(33),2026,MPV,0
4,BHARAT STAGE IV,Assam(33),2026,MPV,0
5,BHARAT STAGE VI,Assam(33),2026,MPV,87
6,BHARAT (TREM) STAGE III A,Assam(33),2026,MPV,0
7,CEV STAGE V,Assam(33),2026,MPV,0
8,EURO 6,Assam(33),2026,MPV,0
9,NOT AVAILABLE,Assam(33),2026,MPV,0
10,TREM STAGE IV,Assam(33),2026,MPV,0
1,BHARAT STAGE III,Assam(33),2026,OTH,16
2,BHARAT STAGE III (CEV),Assam(33),2026,OTH,0
3,BHARAT STAGE III/IV,Assam(33),2026,OTH,0
4,BHARAT STAGE IV,Assam(33),2026,OTH,0
5,BHARAT STAGE VI,Assam(33),2026,OTH,7
6,BHARAT (TREM) STAGE III A,Assam(33),2026,OTH,0
7,CEV STAGE V,Assam(33),2026,OTH,159
8,EURO 6,Assam(33),2026,OTH,1
9,NOT AVAILABLE,Assam(33),2026,OTH,0
10,TREM STAGE IV,Assam(33),2026,OTH,0
1,BHARAT STAGE VI,Bihar(48),2026,2WIC,0
2,BHARAT (TREM) STAGE III A,Bihar(48),2026,2WIC,0
3,CEV STAGE V,Bihar(48),2026,2WIC,0
4,NOT AVAILABLE,Bihar(48),2026,2WIC,0
5,TREM STAGE IV,Bihar(48),2026,2WIC,0
1,BHARAT STAGE VI,Bihar(48),2026,2WN,"1,62,218"
2,BHARAT (TREM) STAGE III A,Bihar(48),2026,2WN,0
3,CEV STAGE V,Bihar(48),2026,2WN,0
4,NOT AVAILABLE,Bihar(48),2026,2WN,"4,134"
5,TREM STAGE IV,Bihar(48),2026,2WN,0
1,BHARAT STAGE VI,Bihar(48),2026,2WT,41
2,BHARAT (TREM) STAGE III A,Bihar(48),2026,2WT,0
3,CEV STAGE V,Bihar(48),2026,2WT,0
4,NOT AVAILABLE,Bihar(48),2026,2WT,0
5,TREM STAGE IV,Bihar(48),2026,2WT,0
1,BHARAT STAGE VI,Bihar(48),2026,3WIC,0
2,BHARAT (TREM) STAGE III A,Bihar(48),2026,3WIC,0
3,CEV STAGE V,Bihar(48),2026,3WIC,0
4,NOT AVAILABLE,Bihar(48),2026,3WIC,0
5,TREM STAGE IV,Bihar(48),2026,3WIC,0
1,BHARAT STAGE VI,Bihar(48),2026,3WN,0
2,BHARAT (TREM) STAGE III A,Bihar(48),2026,3WN,0
3,CEV STAGE V,Bihar(48),2026,3WN,0
4,NOT AVAILABLE,Bihar(48),2026,3WN,0
5,TREM STAGE IV,Bihar(48),2026,3WN,0
1,BHARAT STAGE VI,Bihar(48),2026,3WT,"4,082"
2,BHARAT (TREM) STAGE III A,Bihar(48),2026,3WT,0
3,CEV STAGE V,Bihar(48),2026,3WT,0
4,NOT AVAILABLE,Bihar(48),2026,3WT,"14,266"
5,TREM STAGE IV,Bihar(48),2026,3WT,0
1,BHARAT STAGE VI,Bihar(48),2026,4WIC,2
2,BHARAT (TREM) STAGE III A,Bihar(48),2026,4WIC,0
3,CEV STAGE V,Bihar(48),2026,4WIC,0
4,NOT AVAILABLE,Bihar(48),2026,4WIC,0
5,TREM STAGE IV,Bihar(48),2026,4WIC,0
1,BHARAT STAGE VI,Bihar(48),2026,HGV,"2,310"
2,BHARAT (TREM) STAGE III A,Bihar(48),2026,HGV,0
3,CEV STAGE V,Bihar(48),2026,HGV,0
4,NOT AVAILABLE,Bihar(48),2026,HGV,8
5,TREM STAGE IV,Bihar(48),2026,HGV,0
1,BHARAT STAGE VI,Bihar(48),2026,HMV,4
2,BHARAT (TREM) STAGE III A,Bihar(48),2026,HMV,0
3,CEV STAGE V,Bihar(48),2026,HMV,17
4,NOT AVAILABLE,Bihar(48),2026,HMV,0
