S No,Norms,State,Year,Vehicle Class,Value
5,BHARAT STAGE IV,Tamil Nadu(148),2025,Construction Equipment Vehicle (Commercial),0
6,BHARAT STAGE VI,Tamil Nadu(148),2025,Construction Equipment Vehicle (Commercial),0
7,BHARAT (TREM) STAGE III,Tamil Nadu(148),2025,Construction Equipment Vehicle (Commercial),0
8,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2025,Construction Equipment Vehicle (Commercial),0
9,CEV STAGE IV,Tamil Nadu(148),2025,Construction Equipment Vehicle (Commercial),0
10,CEV STAGE V,Tamil Nadu(148),2025,Construction Equipment Vehicle (Commercial),0
11,EURO 4,Tamil Nadu(148),2025,Construction Equipment Vehicle (Commercial),0
12,EURO 6,Tamil Nadu(148),2025,Construction Equipment Vehicle (Commercial),0
13,NOT APPLICABLE,Tamil Nadu(148),2025,Construction Equipment Vehicle (Commercial),0
14,NOT AVAILABLE,Tamil Nadu(148),2025,Construction Equipment Vehicle (Commercial),0
15,TREM STAGE IV,Tamil Nadu(148),2025,Construction Equipment Vehicle (Commercial),0
16,TREM STAGE V,Tamil Nadu(148),2025,Construction Equipment Vehicle (Commercial),0
1,BHARAT STAGE II,Tamil Nadu(148),2025,Quadricycle (Commercial),0
2,BHARAT STAGE III,Tamil Nadu(148),2025,Quadricycle (Commercial),0
3,BHARAT STAGE III (CEV),Tamil Nadu(148),2025,Quadricycle (Commercial),0
4,BHARAT STAGE III/IV,Tamil Nadu(148),2025,Quadricycle (Commercial),0
5,BHARAT STAGE IV,Tamil Nadu(148),2025,Quadricycle (Commercial),0
6,BHARAT STAGE VI,Tamil Nadu(148),2025,Quadricycle (Commercial),0
7,BHARAT (TREM) STAGE III,Tamil Nadu(148),2025,Quadricycle (Commercial),0
8,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2025,Quadricycle (Commercial),0
9,CEV STAGE IV,Tamil Nadu(148),2025,Quadricycle (Commercial),0
10,CEV STAGE V,Tamil Nadu(148),2025,Quadricycle (Commercial),0
11,EURO 4,Tamil Nadu(148),2025,Quadricycle (Commercial),0
12,EURO 6,Tamil Nadu(148),2025,Quadricycle (Commercial),0
13,NOT APPLICABLE,Tamil Nadu(148),2025,Quadricycle (Commercial),0
14,NOT AVAILABLE,Tamil Nadu(148),2025,Quadricycle (Commercial),0
15,TREM STAGE IV,Tamil Nadu(148),2025,Quadricycle (Commercial),0
16,TREM STAGE V,Tamil Nadu(148),2025,Quadricycle (Commercial),0
1,BHARAT STAGE II,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
2,BHARAT STAGE III,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
3,BHARAT STAGE III (CEV),Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
4,BHARAT STAGE III/IV,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
5,BHARAT STAGE IV,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
6,BHARAT STAGE VI,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
7,BHARAT (TREM) STAGE III,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
8,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
9,CEV STAGE IV,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
10,CEV STAGE V,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
11,EURO 4,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
12,EURO 6,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
13,NOT APPLICABLE,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
14,NOT AVAILABLE,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
15,TREM STAGE IV,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
16,TREM STAGE V,Tamil Nadu(148),2025,Modular Hydraulic Trailer,0
1,BHARAT STAGE II,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
2,BHARAT STAGE III,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
3,BHARAT STAGE III (CEV),Tamil Nadu(148),2025,Vintage Motor Vehicle,0
4,BHARAT STAGE III/IV,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
5,BHARAT STAGE IV,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
6,BHARAT STAGE VI,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
7,BHARAT (TREM) STAGE III,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
8,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
9,CEV STAGE IV,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
10,CEV STAGE V,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
11,EURO 4,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
12,EURO 6,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
13,NOT APPLICABLE,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
14,NOT AVAILABLE,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
15,TREM STAGE IV,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
16,TREM STAGE V,Tamil Nadu(148),2025,Vintage Motor Vehicle,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,M-Cycle/Scooter,0
2,BHARAT STAGE VI,Tripura(9),2025,M-Cycle/Scooter,"33,911"
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,M-Cycle/Scooter,0
4,CEV STAGE IV,Tripura(9),2025,M-Cycle/Scooter,0
5,CEV STAGE V,Tripura(9),2025,M-Cycle/Scooter,0
6,NOT AVAILABLE,Tripura(9),2025,M-Cycle/Scooter,519
7,TREM STAGE IV,Tripura(9),2025,M-Cycle/Scooter,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,M-Cycle/Scooter-With Side Car,0
2,BHARAT STAGE VI,Tripura(9),2025,M-Cycle/Scooter-With Side Car,12
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,M-Cycle/Scooter-With Side Car,0
4,CEV STAGE IV,Tripura(9),2025,M-Cycle/Scooter-With Side Car,0
5,CEV STAGE V,Tripura(9),2025,M-Cycle/Scooter-With Side Car,0
6,NOT AVAILABLE,Tripura(9),2025,M-Cycle/Scooter-With Side Car,0
7,TREM STAGE IV,Tripura(9),2025,M-Cycle/Scooter-With Side Car,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Moped,0
2,BHARAT STAGE VI,Tripura(9),2025,Moped,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Moped,0
4,CEV STAGE IV,Tripura(9),2025,Moped,0
5,CEV STAGE V,Tripura(9),2025,Moped,0
6,NOT AVAILABLE,Tripura(9),2025,Moped,0
7,TREM STAGE IV,Tripura(9),2025,Moped,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Motorised Cycle (CC > 25cc),0
2,BHARAT STAGE VI,Tripura(9),2025,Motorised Cycle (CC > 25cc),316
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Motorised Cycle (CC > 25cc),0
4,CEV STAGE IV,Tripura(9),2025,Motorised Cycle (CC > 25cc),0
5,CEV STAGE V,Tripura(9),2025,Motorised Cycle (CC > 25cc),0
6,NOT AVAILABLE,Tripura(9),2025,Motorised Cycle (CC > 25cc),2
7,TREM STAGE IV,Tripura(9),2025,Motorised Cycle (CC > 25cc),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Adapted Vehicle,0
2,BHARAT STAGE VI,Tripura(9),2025,Adapted Vehicle,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Adapted Vehicle,0
4,CEV STAGE IV,Tripura(9),2025,Adapted Vehicle,0
5,CEV STAGE V,Tripura(9),2025,Adapted Vehicle,0
6,NOT AVAILABLE,Tripura(9),2025,Adapted Vehicle,0
7,TREM STAGE IV,Tripura(9),2025,Adapted Vehicle,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Three Wheeler (Personal),0
2,BHARAT STAGE VI,Tripura(9),2025,Three Wheeler (Personal),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Three Wheeler (Personal),0
4,CEV STAGE IV,Tripura(9),2025,Three Wheeler (Personal),0
5,CEV STAGE V,Tripura(9),2025,Three Wheeler (Personal),0
6,NOT AVAILABLE,Tripura(9),2025,Three Wheeler (Personal),0
7,TREM STAGE IV,Tripura(9),2025,Three Wheeler (Personal),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Motor Car,0
2,BHARAT STAGE VI,Tripura(9),2025,Motor Car,"5,552"
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Motor Car,0
4,CEV STAGE IV,Tripura(9),2025,Motor Car,0
5,CEV STAGE V,Tripura(9),2025,Motor Car,0
6,NOT AVAILABLE,Tripura(9),2025,Motor Car,35
7,TREM STAGE IV,Tripura(9),2025,Motor Car,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Fork Lift,0
2,BHARAT STAGE VI,Tripura(9),2025,Fork Lift,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Fork Lift,0
4,CEV STAGE IV,Tripura(9),2025,Fork Lift,0
5,CEV STAGE V,Tripura(9),2025,Fork Lift,0
6,NOT AVAILABLE,Tripura(9),2025,Fork Lift,0
7,TREM STAGE IV,Tripura(9),2025,Fork Lift,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Vehicle Fitted With Rig,0
2,BHARAT STAGE VI,Tripura(9),2025,Vehicle Fitted With Rig,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Vehicle Fitted With Rig,0
4,CEV STAGE IV,Tripura(9),2025,Vehicle Fitted With Rig,0
5,CEV STAGE V,Tripura(9),2025,Vehicle Fitted With Rig,0
6,NOT AVAILABLE,Tripura(9),2025,Vehicle Fitted With Rig,0
7,TREM STAGE IV,Tripura(9),2025,Vehicle Fitted With Rig,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Vehicle Fitted With Generator,0
2,BHARAT STAGE VI,Tripura(9),2025,Vehicle Fitted With Generator,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Vehicle Fitted With Generator,0
4,CEV STAGE IV,Tripura(9),2025,Vehicle Fitted With Generator,0
5,CEV STAGE V,Tripura(9),2025,Vehicle Fitted With Generator,0
6,NOT AVAILABLE,Tripura(9),2025,Vehicle Fitted With Generator,0
7,TREM STAGE IV,Tripura(9),2025,Vehicle Fitted With Generator,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Vehicle Fitted With Compressor,0
2,BHARAT STAGE VI,Tripura(9),2025,Vehicle Fitted With Compressor,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Vehicle Fitted With Compressor,0
4,CEV STAGE IV,Tripura(9),2025,Vehicle Fitted With Compressor,0
5,CEV STAGE V,Tripura(9),2025,Vehicle Fitted With Compressor,0
6,NOT AVAILABLE,Tripura(9),2025,Vehicle Fitted With Compressor,0
7,TREM STAGE IV,Tripura(9),2025,Vehicle Fitted With Compressor,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Crane Mounted Vehicle,2
2,BHARAT STAGE VI,Tripura(9),2025,Crane Mounted Vehicle,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Crane Mounted Vehicle,0
4,CEV STAGE IV,Tripura(9),2025,Crane Mounted Vehicle,1
5,CEV STAGE V,Tripura(9),2025,Crane Mounted Vehicle,5
6,NOT AVAILABLE,Tripura(9),2025,Crane Mounted Vehicle,0
7,TREM STAGE IV,Tripura(9),2025,Crane Mounted Vehicle,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Agricultural Tractor,0
2,BHARAT STAGE VI,Tripura(9),2025,Agricultural Tractor,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Agricultural Tractor,1
4,CEV STAGE IV,Tripura(9),2025,Agricultural Tractor,0
5,CEV STAGE V,Tripura(9),2025,Agricultural Tractor,0
6,NOT AVAILABLE,Tripura(9),2025,Agricultural Tractor,0
7,TREM STAGE IV,Tripura(9),2025,Agricultural Tractor,2
1,BHARAT STAGE III (CEV),Tripura(9),2025,Power Tiller,0
2,BHARAT STAGE VI,Tripura(9),2025,Power Tiller,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Power Tiller,0
4,CEV STAGE IV,Tripura(9),2025,Power Tiller,0
5,CEV STAGE V,Tripura(9),2025,Power Tiller,0
6,NOT AVAILABLE,Tripura(9),2025,Power Tiller,0
7,TREM STAGE IV,Tripura(9),2025,Power Tiller,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Private Service Vehicle (Individual Use),0
2,BHARAT STAGE VI,Tripura(9),2025,Private Service Vehicle (Individual Use),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Private Service Vehicle (Individual Use),0
4,CEV STAGE IV,Tripura(9),2025,Private Service Vehicle (Individual Use),0
5,CEV STAGE V,Tripura(9),2025,Private Service Vehicle (Individual Use),0
6,NOT AVAILABLE,Tripura(9),2025,Private Service Vehicle (Individual Use),0
7,TREM STAGE IV,Tripura(9),2025,Private Service Vehicle (Individual Use),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Camper Van / Trailer (Private Use),0
2,BHARAT STAGE VI,Tripura(9),2025,Camper Van / Trailer (Private Use),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Camper Van / Trailer (Private Use),0
4,CEV STAGE IV,Tripura(9),2025,Camper Van / Trailer (Private Use),0
5,CEV STAGE V,Tripura(9),2025,Camper Van / Trailer (Private Use),0
6,NOT AVAILABLE,Tripura(9),2025,Camper Van / Trailer (Private Use),0
7,TREM STAGE IV,Tripura(9),2025,Camper Van / Trailer (Private Use),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Tow Truck,0
2,BHARAT STAGE VI,Tripura(9),2025,Tow Truck,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Tow Truck,0
4,CEV STAGE IV,Tripura(9),2025,Tow Truck,0
5,CEV STAGE V,Tripura(9),2025,Tow Truck,0
6,NOT AVAILABLE,Tripura(9),2025,Tow Truck,0
7,TREM STAGE IV,Tripura(9),2025,Tow Truck,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Breakdown Van,0
2,BHARAT STAGE VI,Tripura(9),2025,Breakdown Van,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Breakdown Van,0
4,CEV STAGE IV,Tripura(9),2025,Breakdown Van,0
5,CEV STAGE V,Tripura(9),2025,Breakdown Van,0
6,NOT AVAILABLE,Tripura(9),2025,Breakdown Van,0
7,TREM STAGE IV,Tripura(9),2025,Breakdown Van,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Recovery Vehicle,0
2,BHARAT STAGE VI,Tripura(9),2025,Recovery Vehicle,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Recovery Vehicle,0
4,CEV STAGE IV,Tripura(9),2025,Recovery Vehicle,0
5,CEV STAGE V,Tripura(9),2025,Recovery Vehicle,0
6,NOT AVAILABLE,Tripura(9),2025,Recovery Vehicle,0
7,TREM STAGE IV,Tripura(9),2025,Recovery Vehicle,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Tower Wagon,0
2,BHARAT STAGE VI,Tripura(9),2025,Tower Wagon,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Tower Wagon,0
4,CEV STAGE IV,Tripura(9),2025,Tower Wagon,0
5,CEV STAGE V,Tripura(9),2025,Tower Wagon,0
6,NOT AVAILABLE,Tripura(9),2025,Tower Wagon,0
7,TREM STAGE IV,Tripura(9),2025,Tower Wagon,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Tree Trimming Vehicle,0
2,BHARAT STAGE VI,Tripura(9),2025,Tree Trimming Vehicle,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Tree Trimming Vehicle,0
4,CEV STAGE IV,Tripura(9),2025,Tree Trimming Vehicle,0
5,CEV STAGE V,Tripura(9),2025,Tree Trimming Vehicle,0
6,NOT AVAILABLE,Tripura(9),2025,Tree Trimming Vehicle,0
7,TREM STAGE IV,Tripura(9),2025,Tree Trimming Vehicle,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Construction Equipment Vehicle,12
2,BHARAT STAGE VI,Tripura(9),2025,Construction Equipment Vehicle,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Construction Equipment Vehicle,0
4,CEV STAGE IV,Tripura(9),2025,Construction Equipment Vehicle,47
5,CEV STAGE V,Tripura(9),2025,Construction Equipment Vehicle,53
6,NOT AVAILABLE,Tripura(9),2025,Construction Equipment Vehicle,0
7,TREM STAGE IV,Tripura(9),2025,Construction Equipment Vehicle,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Omni Bus (Private Use),0
2,BHARAT STAGE VI,Tripura(9),2025,Omni Bus (Private Use),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Omni Bus (Private Use),0
4,CEV STAGE IV,Tripura(9),2025,Omni Bus (Private Use),0
5,CEV STAGE V,Tripura(9),2025,Omni Bus (Private Use),0
6,NOT AVAILABLE,Tripura(9),2025,Omni Bus (Private Use),0
7,TREM STAGE IV,Tripura(9),2025,Omni Bus (Private Use),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Road Roller,0
2,BHARAT STAGE VI,Tripura(9),2025,Road Roller,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Road Roller,0
4,CEV STAGE IV,Tripura(9),2025,Road Roller,0
5,CEV STAGE V,Tripura(9),2025,Road Roller,0
6,NOT AVAILABLE,Tripura(9),2025,Road Roller,0
7,TREM STAGE IV,Tripura(9),2025,Road Roller,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Excavator (NT),0
2,BHARAT STAGE VI,Tripura(9),2025,Excavator (NT),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Excavator (NT),0
4,CEV STAGE IV,Tripura(9),2025,Excavator (NT),2
5,CEV STAGE V,Tripura(9),2025,Excavator (NT),2
6,NOT AVAILABLE,Tripura(9),2025,Excavator (NT),0
7,TREM STAGE IV,Tripura(9),2025,Excavator (NT),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Bulldozer,0
2,BHARAT STAGE VI,Tripura(9),2025,Bulldozer,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Bulldozer,0
4,CEV STAGE IV,Tripura(9),2025,Bulldozer,0
5,CEV STAGE V,Tripura(9),2025,Bulldozer,0
6,NOT AVAILABLE,Tripura(9),2025,Bulldozer,0
7,TREM STAGE IV,Tripura(9),2025,Bulldozer,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Harvester,0
2,BHARAT STAGE VI,Tripura(9),2025,Harvester,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Harvester,0
4,CEV STAGE IV,Tripura(9),2025,Harvester,0
5,CEV STAGE V,Tripura(9),2025,Harvester,0
6,NOT AVAILABLE,Tripura(9),2025,Harvester,0
7,TREM STAGE IV,Tripura(9),2025,Harvester,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Trailer (Agricultural),0
2,BHARAT STAGE VI,Tripura(9),2025,Trailer (Agricultural),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Trailer (Agricultural),0
4,CEV STAGE IV,Tripura(9),2025,Trailer (Agricultural),0
5,CEV STAGE V,Tripura(9),2025,Trailer (Agricultural),0
6,NOT AVAILABLE,Tripura(9),2025,Trailer (Agricultural),0
7,TREM STAGE IV,Tripura(9),2025,Trailer (Agricultural),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Earth Moving Equipment,2
2,BHARAT STAGE VI,Tripura(9),2025,Earth Moving Equipment,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Earth Moving Equipment,0
4,CEV STAGE IV,Tripura(9),2025,Earth Moving Equipment,38
5,CEV STAGE V,Tripura(9),2025,Earth Moving Equipment,94
6,NOT AVAILABLE,Tripura(9),2025,Earth Moving Equipment,0
7,TREM STAGE IV,Tripura(9),2025,Earth Moving Equipment,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Trailer For Personal Use,0
2,BHARAT STAGE VI,Tripura(9),2025,Trailer For Personal Use,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Trailer For Personal Use,0
4,CEV STAGE IV,Tripura(9),2025,Trailer For Personal Use,0
5,CEV STAGE V,Tripura(9),2025,Trailer For Personal Use,0
6,NOT AVAILABLE,Tripura(9),2025,Trailer For Personal Use,0
7,TREM STAGE IV,Tripura(9),2025,Trailer For Personal Use,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Quadricycle (Private),0
2,BHARAT STAGE VI,Tripura(9),2025,Quadricycle (Private),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Quadricycle (Private),0
4,CEV STAGE IV,Tripura(9),2025,Quadricycle (Private),0
5,CEV STAGE V,Tripura(9),2025,Quadricycle (Private),0
6,NOT AVAILABLE,Tripura(9),2025,Quadricycle (Private),0
7,TREM STAGE IV,Tripura(9),2025,Quadricycle (Private),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Armoured/Specialised Vehicle,0
2,BHARAT STAGE VI,Tripura(9),2025,Armoured/Specialised Vehicle,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Armoured/Specialised Vehicle,0
4,CEV STAGE IV,Tripura(9),2025,Armoured/Specialised Vehicle,0
5,CEV STAGE V,Tripura(9),2025,Armoured/Specialised Vehicle,0
6,NOT AVAILABLE,Tripura(9),2025,Armoured/Specialised Vehicle,0
7,TREM STAGE IV,Tripura(9),2025,Armoured/Specialised Vehicle,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Motor Caravan,0
2,BHARAT STAGE VI,Tripura(9),2025,Motor Caravan,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Motor Caravan,0
4,CEV STAGE IV,Tripura(9),2025,Motor Caravan,0
5,CEV STAGE V,Tripura(9),2025,Motor Caravan,0
6,NOT AVAILABLE,Tripura(9),2025,Motor Caravan,0
7,TREM STAGE IV,Tripura(9),2025,Motor Caravan,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Motor Cycle/Scooter-SideCar(T),0
2,BHARAT STAGE VI,Tripura(9),2025,Motor Cycle/Scooter-SideCar(T),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Motor Cycle/Scooter-SideCar(T),0
4,CEV STAGE IV,Tripura(9),2025,Motor Cycle/Scooter-SideCar(T),0
5,CEV STAGE V,Tripura(9),2025,Motor Cycle/Scooter-SideCar(T),0
6,NOT AVAILABLE,Tripura(9),2025,Motor Cycle/Scooter-SideCar(T),0
7,TREM STAGE IV,Tripura(9),2025,Motor Cycle/Scooter-SideCar(T),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Motor Cycle/Scooter-With Trailer,0
2,BHARAT STAGE VI,Tripura(9),2025,Motor Cycle/Scooter-With Trailer,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Motor Cycle/Scooter-With Trailer,0
4,CEV STAGE IV,Tripura(9),2025,Motor Cycle/Scooter-With Trailer,0
5,CEV STAGE V,Tripura(9),2025,Motor Cycle/Scooter-With Trailer,0
6,NOT AVAILABLE,Tripura(9),2025,Motor Cycle/Scooter-With Trailer,0
7,TREM STAGE IV,Tripura(9),2025,Motor Cycle/Scooter-With Trailer,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Motor Cycle/Scooter-Used For Hire,0
2,BHARAT STAGE VI,Tripura(9),2025,Motor Cycle/Scooter-Used For Hire,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Motor Cycle/Scooter-Used For Hire,0
4,CEV STAGE IV,Tripura(9),2025,Motor Cycle/Scooter-Used For Hire,0
5,CEV STAGE V,Tripura(9),2025,Motor Cycle/Scooter-Used For Hire,0
6,NOT AVAILABLE,Tripura(9),2025,Motor Cycle/Scooter-Used For Hire,0
7,TREM STAGE IV,Tripura(9),2025,Motor Cycle/Scooter-Used For Hire,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,e-Rickshaw with Cart (G),0
2,BHARAT STAGE VI,Tripura(9),2025,e-Rickshaw with Cart (G),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,e-Rickshaw with Cart (G),0
4,CEV STAGE IV,Tripura(9),2025,e-Rickshaw with Cart (G),0
5,CEV STAGE V,Tripura(9),2025,e-Rickshaw with Cart (G),0
6,NOT AVAILABLE,Tripura(9),2025,e-Rickshaw with Cart (G),0
7,TREM STAGE IV,Tripura(9),2025,e-Rickshaw with Cart (G),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,e-Rickshaw(P),0
2,BHARAT STAGE VI,Tripura(9),2025,e-Rickshaw(P),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,e-Rickshaw(P),0
4,CEV STAGE IV,Tripura(9),2025,e-Rickshaw(P),0
5,CEV STAGE V,Tripura(9),2025,e-Rickshaw(P),0
6,NOT AVAILABLE,Tripura(9),2025,e-Rickshaw(P),856
7,TREM STAGE IV,Tripura(9),2025,e-Rickshaw(P),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Luxury Cab,0
2,BHARAT STAGE VI,Tripura(9),2025,Luxury Cab,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Luxury Cab,0
4,CEV STAGE IV,Tripura(9),2025,Luxury Cab,0
5,CEV STAGE V,Tripura(9),2025,Luxury Cab,0
6,NOT AVAILABLE,Tripura(9),2025,Luxury Cab,0
7,TREM STAGE IV,Tripura(9),2025,Luxury Cab,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Three Wheeler (Passenger),0
2,BHARAT STAGE VI,Tripura(9),2025,Three Wheeler (Passenger),"2,145"
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Three Wheeler (Passenger),0
4,CEV STAGE IV,Tripura(9),2025,Three Wheeler (Passenger),0
5,CEV STAGE V,Tripura(9),2025,Three Wheeler (Passenger),0
6,NOT AVAILABLE,Tripura(9),2025,Three Wheeler (Passenger),"8,690"
7,TREM STAGE IV,Tripura(9),2025,Three Wheeler (Passenger),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Three Wheeler (Goods),0
2,BHARAT STAGE VI,Tripura(9),2025,Three Wheeler (Goods),244
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Three Wheeler (Goods),0
4,CEV STAGE IV,Tripura(9),2025,Three Wheeler (Goods),0
5,CEV STAGE V,Tripura(9),2025,Three Wheeler (Goods),0
6,NOT AVAILABLE,Tripura(9),2025,Three Wheeler (Goods),80
7,TREM STAGE IV,Tripura(9),2025,Three Wheeler (Goods),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Goods Carrier,0
2,BHARAT STAGE VI,Tripura(9),2025,Goods Carrier,"2,513"
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Goods Carrier,0
4,CEV STAGE IV,Tripura(9),2025,Goods Carrier,0
5,CEV STAGE V,Tripura(9),2025,Goods Carrier,0
6,NOT AVAILABLE,Tripura(9),2025,Goods Carrier,43
7,TREM STAGE IV,Tripura(9),2025,Goods Carrier,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Power Tiller (Commercial),0
2,BHARAT STAGE VI,Tripura(9),2025,Power Tiller (Commercial),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,Power Tiller (Commercial),0
4,CEV STAGE IV,Tripura(9),2025,Power Tiller (Commercial),0
5,CEV STAGE V,Tripura(9),2025,Power Tiller (Commercial),0
6,NOT AVAILABLE,Tripura(9),2025,Power Tiller (Commercial),0
7,TREM STAGE IV,Tripura(9),2025,Power Tiller (Commercial),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,Tractor (Commercial),0
2,BHARAT STAGE VI,Tripura(9),2025,Tractor (Commercial),0
