S No,Norms,State,Year,Fuel,Value
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,HYDROGEN(ICE),0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,HYDROGEN(ICE),0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,HYDROGEN(ICE),0
11,CEV STAGE IV,Karnataka(68),2025,HYDROGEN(ICE),0
12,CEV STAGE V,Karnataka(68),2025,HYDROGEN(ICE),0
13,EURO 4,Karnataka(68),2025,HYDROGEN(ICE),0
14,EURO 6,Karnataka(68),2025,HYDROGEN(ICE),0
15,NOT AVAILABLE,Karnataka(68),2025,HYDROGEN(ICE),0
16,TREM STAGE IV,Karnataka(68),2025,HYDROGEN(ICE),0
17,TREM STAGE V,Karnataka(68),2025,HYDROGEN(ICE),0
1,BHARAT STAGE I,Karnataka(68),2025,LNG,0
2,BHARAT STAGE II,Karnataka(68),2025,LNG,0
3,BHARAT STAGE III,Karnataka(68),2025,LNG,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,LNG,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,LNG,0
6,BHARAT STAGE IV,Karnataka(68),2025,LNG,0
7,BHARAT STAGE VI,Karnataka(68),2025,LNG,24
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,LNG,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,LNG,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,LNG,0
11,CEV STAGE IV,Karnataka(68),2025,LNG,0
12,CEV STAGE V,Karnataka(68),2025,LNG,0
13,EURO 4,Karnataka(68),2025,LNG,0
14,EURO 6,Karnataka(68),2025,LNG,0
15,NOT AVAILABLE,Karnataka(68),2025,LNG,0
16,TREM STAGE IV,Karnataka(68),2025,LNG,0
17,TREM STAGE V,Karnataka(68),2025,LNG,0
1,BHARAT STAGE I,Karnataka(68),2025,LPG ONLY,0
2,BHARAT STAGE II,Karnataka(68),2025,LPG ONLY,0
3,BHARAT STAGE III,Karnataka(68),2025,LPG ONLY,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,LPG ONLY,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,LPG ONLY,0
6,BHARAT STAGE IV,Karnataka(68),2025,LPG ONLY,0
7,BHARAT STAGE VI,Karnataka(68),2025,LPG ONLY,"5,178"
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,LPG ONLY,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,LPG ONLY,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,LPG ONLY,0
11,CEV STAGE IV,Karnataka(68),2025,LPG ONLY,0
12,CEV STAGE V,Karnataka(68),2025,LPG ONLY,0
13,EURO 4,Karnataka(68),2025,LPG ONLY,0
14,EURO 6,Karnataka(68),2025,LPG ONLY,0
15,NOT AVAILABLE,Karnataka(68),2025,LPG ONLY,0
16,TREM STAGE IV,Karnataka(68),2025,LPG ONLY,0
17,TREM STAGE V,Karnataka(68),2025,LPG ONLY,0
1,BHARAT STAGE I,Karnataka(68),2025,METHANOL,0
2,BHARAT STAGE II,Karnataka(68),2025,METHANOL,0
3,BHARAT STAGE III,Karnataka(68),2025,METHANOL,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,METHANOL,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,METHANOL,0
6,BHARAT STAGE IV,Karnataka(68),2025,METHANOL,0
7,BHARAT STAGE VI,Karnataka(68),2025,METHANOL,0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,METHANOL,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,METHANOL,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,METHANOL,0
11,CEV STAGE IV,Karnataka(68),2025,METHANOL,0
12,CEV STAGE V,Karnataka(68),2025,METHANOL,0
13,EURO 4,Karnataka(68),2025,METHANOL,0
14,EURO 6,Karnataka(68),2025,METHANOL,0
15,NOT AVAILABLE,Karnataka(68),2025,METHANOL,0
16,TREM STAGE IV,Karnataka(68),2025,METHANOL,0
17,TREM STAGE V,Karnataka(68),2025,METHANOL,0
1,BHARAT STAGE I,Karnataka(68),2025,NOT APPLICABLE,0
2,BHARAT STAGE II,Karnataka(68),2025,NOT APPLICABLE,0
3,BHARAT STAGE III,Karnataka(68),2025,NOT APPLICABLE,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,NOT APPLICABLE,1
5,BHARAT STAGE III/IV,Karnataka(68),2025,NOT APPLICABLE,0
6,BHARAT STAGE IV,Karnataka(68),2025,NOT APPLICABLE,0
7,BHARAT STAGE VI,Karnataka(68),2025,NOT APPLICABLE,5
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,NOT APPLICABLE,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,NOT APPLICABLE,1
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,NOT APPLICABLE,0
11,CEV STAGE IV,Karnataka(68),2025,NOT APPLICABLE,0
12,CEV STAGE V,Karnataka(68),2025,NOT APPLICABLE,0
13,EURO 4,Karnataka(68),2025,NOT APPLICABLE,0
14,EURO 6,Karnataka(68),2025,NOT APPLICABLE,0
15,NOT AVAILABLE,Karnataka(68),2025,NOT APPLICABLE,"14,264"
16,TREM STAGE IV,Karnataka(68),2025,NOT APPLICABLE,0
17,TREM STAGE V,Karnataka(68),2025,NOT APPLICABLE,0
1,BHARAT STAGE I,Karnataka(68),2025,PETROL,3
2,BHARAT STAGE II,Karnataka(68),2025,PETROL,2
3,BHARAT STAGE III,Karnataka(68),2025,PETROL,54
4,BHARAT STAGE III (CEV),Karnataka(68),2025,PETROL,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,PETROL,13
6,BHARAT STAGE IV,Karnataka(68),2025,PETROL,18
7,BHARAT STAGE VI,Karnataka(68),2025,PETROL,"9,35,972"
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,PETROL,6
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,PETROL,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,PETROL,0
11,CEV STAGE IV,Karnataka(68),2025,PETROL,0
12,CEV STAGE V,Karnataka(68),2025,PETROL,0
13,EURO 4,Karnataka(68),2025,PETROL,1
14,EURO 6,Karnataka(68),2025,PETROL,0
15,NOT AVAILABLE,Karnataka(68),2025,PETROL,0
16,TREM STAGE IV,Karnataka(68),2025,PETROL,0
17,TREM STAGE V,Karnataka(68),2025,PETROL,0
1,BHARAT STAGE I,Karnataka(68),2025,PETROL/CNG,0
2,BHARAT STAGE II,Karnataka(68),2025,PETROL/CNG,0
3,BHARAT STAGE III,Karnataka(68),2025,PETROL/CNG,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,PETROL/CNG,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,PETROL/CNG,0
6,BHARAT STAGE IV,Karnataka(68),2025,PETROL/CNG,0
7,BHARAT STAGE VI,Karnataka(68),2025,PETROL/CNG,"36,052"
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,PETROL/CNG,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,PETROL/CNG,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,PETROL/CNG,0
11,CEV STAGE IV,Karnataka(68),2025,PETROL/CNG,0
12,CEV STAGE V,Karnataka(68),2025,PETROL/CNG,0
13,EURO 4,Karnataka(68),2025,PETROL/CNG,0
14,EURO 6,Karnataka(68),2025,PETROL/CNG,0
15,NOT AVAILABLE,Karnataka(68),2025,PETROL/CNG,0
16,TREM STAGE IV,Karnataka(68),2025,PETROL/CNG,0
17,TREM STAGE V,Karnataka(68),2025,PETROL/CNG,0
1,BHARAT STAGE I,Karnataka(68),2025,PETROL(E20)/CNG,0
2,BHARAT STAGE II,Karnataka(68),2025,PETROL(E20)/CNG,0
3,BHARAT STAGE III,Karnataka(68),2025,PETROL(E20)/CNG,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,PETROL(E20)/CNG,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,PETROL(E20)/CNG,0
6,BHARAT STAGE IV,Karnataka(68),2025,PETROL(E20)/CNG,0
7,BHARAT STAGE VI,Karnataka(68),2025,PETROL(E20)/CNG,"4,983"
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,PETROL(E20)/CNG,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,PETROL(E20)/CNG,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,PETROL(E20)/CNG,0
11,CEV STAGE IV,Karnataka(68),2025,PETROL(E20)/CNG,0
12,CEV STAGE V,Karnataka(68),2025,PETROL(E20)/CNG,0
13,EURO 4,Karnataka(68),2025,PETROL(E20)/CNG,0
14,EURO 6,Karnataka(68),2025,PETROL(E20)/CNG,0
15,NOT AVAILABLE,Karnataka(68),2025,PETROL(E20)/CNG,0
16,TREM STAGE IV,Karnataka(68),2025,PETROL(E20)/CNG,0
17,TREM STAGE V,Karnataka(68),2025,PETROL(E20)/CNG,0
1,BHARAT STAGE I,Karnataka(68),2025,PETROL(E20)/HYBRID,0
2,BHARAT STAGE II,Karnataka(68),2025,PETROL(E20)/HYBRID,0
3,BHARAT STAGE III,Karnataka(68),2025,PETROL(E20)/HYBRID,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,PETROL(E20)/HYBRID,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,PETROL(E20)/HYBRID,0
6,BHARAT STAGE IV,Karnataka(68),2025,PETROL(E20)/HYBRID,0
7,BHARAT STAGE VI,Karnataka(68),2025,PETROL(E20)/HYBRID,"2,889"
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,PETROL(E20)/HYBRID,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,PETROL(E20)/HYBRID,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,PETROL(E20)/HYBRID,0
11,CEV STAGE IV,Karnataka(68),2025,PETROL(E20)/HYBRID,0
12,CEV STAGE V,Karnataka(68),2025,PETROL(E20)/HYBRID,0
13,EURO 4,Karnataka(68),2025,PETROL(E20)/HYBRID,0
14,EURO 6,Karnataka(68),2025,PETROL(E20)/HYBRID,0
15,NOT AVAILABLE,Karnataka(68),2025,PETROL(E20)/HYBRID,0
16,TREM STAGE IV,Karnataka(68),2025,PETROL(E20)/HYBRID,0
17,TREM STAGE V,Karnataka(68),2025,PETROL(E20)/HYBRID,0
1,BHARAT STAGE I,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
2,BHARAT STAGE II,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
3,BHARAT STAGE III,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
6,BHARAT STAGE IV,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
7,BHARAT STAGE VI,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,1
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
11,CEV STAGE IV,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
12,CEV STAGE V,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
13,EURO 4,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
14,EURO 6,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
15,NOT AVAILABLE,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
16,TREM STAGE IV,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
17,TREM STAGE V,Karnataka(68),2025,PETROL(E20)/HYBRID/CNG,0
1,BHARAT STAGE I,Karnataka(68),2025,PETROL(E20)/LPG,0
2,BHARAT STAGE II,Karnataka(68),2025,PETROL(E20)/LPG,0
3,BHARAT STAGE III,Karnataka(68),2025,PETROL(E20)/LPG,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,PETROL(E20)/LPG,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,PETROL(E20)/LPG,0
6,BHARAT STAGE IV,Karnataka(68),2025,PETROL(E20)/LPG,0
7,BHARAT STAGE VI,Karnataka(68),2025,PETROL(E20)/LPG,0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,PETROL(E20)/LPG,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,PETROL(E20)/LPG,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,PETROL(E20)/LPG,0
11,CEV STAGE IV,Karnataka(68),2025,PETROL(E20)/LPG,0
12,CEV STAGE V,Karnataka(68),2025,PETROL(E20)/LPG,0
13,EURO 4,Karnataka(68),2025,PETROL(E20)/LPG,0
14,EURO 6,Karnataka(68),2025,PETROL(E20)/LPG,0
15,NOT AVAILABLE,Karnataka(68),2025,PETROL(E20)/LPG,0
16,TREM STAGE IV,Karnataka(68),2025,PETROL(E20)/LPG,0
17,TREM STAGE V,Karnataka(68),2025,PETROL(E20)/LPG,0
1,BHARAT STAGE I,Karnataka(68),2025,PETROL/ETHANOL,0
2,BHARAT STAGE II,Karnataka(68),2025,PETROL/ETHANOL,0
3,BHARAT STAGE III,Karnataka(68),2025,PETROL/ETHANOL,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,PETROL/ETHANOL,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,PETROL/ETHANOL,0
6,BHARAT STAGE IV,Karnataka(68),2025,PETROL/ETHANOL,0
7,BHARAT STAGE VI,Karnataka(68),2025,PETROL/ETHANOL,"4,27,008"
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,PETROL/ETHANOL,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,PETROL/ETHANOL,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,PETROL/ETHANOL,0
11,CEV STAGE IV,Karnataka(68),2025,PETROL/ETHANOL,0
12,CEV STAGE V,Karnataka(68),2025,PETROL/ETHANOL,0
13,EURO 4,Karnataka(68),2025,PETROL/ETHANOL,0
14,EURO 6,Karnataka(68),2025,PETROL/ETHANOL,0
15,NOT AVAILABLE,Karnataka(68),2025,PETROL/ETHANOL,0
16,TREM STAGE IV,Karnataka(68),2025,PETROL/ETHANOL,0
17,TREM STAGE V,Karnataka(68),2025,PETROL/ETHANOL,0
1,BHARAT STAGE I,Karnataka(68),2025,PETROL/HYBRID,0
2,BHARAT STAGE II,Karnataka(68),2025,PETROL/HYBRID,0
3,BHARAT STAGE III,Karnataka(68),2025,PETROL/HYBRID,1
4,BHARAT STAGE III (CEV),Karnataka(68),2025,PETROL/HYBRID,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,PETROL/HYBRID,0
6,BHARAT STAGE IV,Karnataka(68),2025,PETROL/HYBRID,0
7,BHARAT STAGE VI,Karnataka(68),2025,PETROL/HYBRID,"17,434"
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,PETROL/HYBRID,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,PETROL/HYBRID,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,PETROL/HYBRID,0
11,CEV STAGE IV,Karnataka(68),2025,PETROL/HYBRID,0
12,CEV STAGE V,Karnataka(68),2025,PETROL/HYBRID,0
13,EURO 4,Karnataka(68),2025,PETROL/HYBRID,0
14,EURO 6,Karnataka(68),2025,PETROL/HYBRID,0
15,NOT AVAILABLE,Karnataka(68),2025,PETROL/HYBRID,0
16,TREM STAGE IV,Karnataka(68),2025,PETROL/HYBRID,0
17,TREM STAGE V,Karnataka(68),2025,PETROL/HYBRID,0
1,BHARAT STAGE I,Karnataka(68),2025,PETROL/HYBRID/CNG,0
2,BHARAT STAGE II,Karnataka(68),2025,PETROL/HYBRID/CNG,0
3,BHARAT STAGE III,Karnataka(68),2025,PETROL/HYBRID/CNG,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,PETROL/HYBRID/CNG,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,PETROL/HYBRID/CNG,0
6,BHARAT STAGE IV,Karnataka(68),2025,PETROL/HYBRID/CNG,0
7,BHARAT STAGE VI,Karnataka(68),2025,PETROL/HYBRID/CNG,3
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,PETROL/HYBRID/CNG,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,PETROL/HYBRID/CNG,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,PETROL/HYBRID/CNG,0
11,CEV STAGE IV,Karnataka(68),2025,PETROL/HYBRID/CNG,0
12,CEV STAGE V,Karnataka(68),2025,PETROL/HYBRID/CNG,0
13,EURO 4,Karnataka(68),2025,PETROL/HYBRID/CNG,0
14,EURO 6,Karnataka(68),2025,PETROL/HYBRID/CNG,0
15,NOT AVAILABLE,Karnataka(68),2025,PETROL/HYBRID/CNG,0
16,TREM STAGE IV,Karnataka(68),2025,PETROL/HYBRID/CNG,0
17,TREM STAGE V,Karnataka(68),2025,PETROL/HYBRID/CNG,0
1,BHARAT STAGE I,Karnataka(68),2025,PETROL/LPG,0
2,BHARAT STAGE II,Karnataka(68),2025,PETROL/LPG,0
3,BHARAT STAGE III,Karnataka(68),2025,PETROL/LPG,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,PETROL/LPG,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,PETROL/LPG,0
6,BHARAT STAGE IV,Karnataka(68),2025,PETROL/LPG,1
7,BHARAT STAGE VI,Karnataka(68),2025,PETROL/LPG,3
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,PETROL/LPG,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,PETROL/LPG,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,PETROL/LPG,0
11,CEV STAGE IV,Karnataka(68),2025,PETROL/LPG,0
12,CEV STAGE V,Karnataka(68),2025,PETROL/LPG,0
13,EURO 4,Karnataka(68),2025,PETROL/LPG,0
14,EURO 6,Karnataka(68),2025,PETROL/LPG,0
15,NOT AVAILABLE,Karnataka(68),2025,PETROL/LPG,0
16,TREM STAGE IV,Karnataka(68),2025,PETROL/LPG,0
17,TREM STAGE V,Karnataka(68),2025,PETROL/LPG,0
1,BHARAT STAGE I,Karnataka(68),2025,PETROL/METHANOL,0
2,BHARAT STAGE II,Karnataka(68),2025,PETROL/METHANOL,0
3,BHARAT STAGE III,Karnataka(68),2025,PETROL/METHANOL,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,PETROL/METHANOL,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,PETROL/METHANOL,0
6,BHARAT STAGE IV,Karnataka(68),2025,PETROL/METHANOL,0
7,BHARAT STAGE VI,Karnataka(68),2025,PETROL/METHANOL,0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,PETROL/METHANOL,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,PETROL/METHANOL,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,PETROL/METHANOL,0
11,CEV STAGE IV,Karnataka(68),2025,PETROL/METHANOL,0
12,CEV STAGE V,Karnataka(68),2025,PETROL/METHANOL,0
13,EURO 4,Karnataka(68),2025,PETROL/METHANOL,0
14,EURO 6,Karnataka(68),2025,PETROL/METHANOL,0
15,NOT AVAILABLE,Karnataka(68),2025,PETROL/METHANOL,0
16,TREM STAGE IV,Karnataka(68),2025,PETROL/METHANOL,0
17,TREM STAGE V,Karnataka(68),2025,PETROL/METHANOL,0
1,BHARAT STAGE I,Karnataka(68),2025,PLUG-IN HYBRID EV,0
2,BHARAT STAGE II,Karnataka(68),2025,PLUG-IN HYBRID EV,0
3,BHARAT STAGE III,Karnataka(68),2025,PLUG-IN HYBRID EV,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,PLUG-IN HYBRID EV,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,PLUG-IN HYBRID EV,0
6,BHARAT STAGE IV,Karnataka(68),2025,PLUG-IN HYBRID EV,0
7,BHARAT STAGE VI,Karnataka(68),2025,PLUG-IN HYBRID EV,2
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,PLUG-IN HYBRID EV,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,PLUG-IN HYBRID EV,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,PLUG-IN HYBRID EV,0
11,CEV STAGE IV,Karnataka(68),2025,PLUG-IN HYBRID EV,0
12,CEV STAGE V,Karnataka(68),2025,PLUG-IN HYBRID EV,0
13,EURO 4,Karnataka(68),2025,PLUG-IN HYBRID EV,0
14,EURO 6,Karnataka(68),2025,PLUG-IN HYBRID EV,0
15,NOT AVAILABLE,Karnataka(68),2025,PLUG-IN HYBRID EV,0
16,TREM STAGE IV,Karnataka(68),2025,PLUG-IN HYBRID EV,0
17,TREM STAGE V,Karnataka(68),2025,PLUG-IN HYBRID EV,0
1,BHARAT STAGE I,Karnataka(68),2025,PURE EV,0
2,BHARAT STAGE II,Karnataka(68),2025,PURE EV,0
3,BHARAT STAGE III,Karnataka(68),2025,PURE EV,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,PURE EV,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,PURE EV,0
6,BHARAT STAGE IV,Karnataka(68),2025,PURE EV,0
7,BHARAT STAGE VI,Karnataka(68),2025,PURE EV,0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,PURE EV,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,PURE EV,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,PURE EV,0
11,CEV STAGE IV,Karnataka(68),2025,PURE EV,0
12,CEV STAGE V,Karnataka(68),2025,PURE EV,0
13,EURO 4,Karnataka(68),2025,PURE EV,0
14,EURO 6,Karnataka(68),2025,PURE EV,0
15,NOT AVAILABLE,Karnataka(68),2025,PURE EV,"1,55,369"
16,TREM STAGE IV,Karnataka(68),2025,PURE EV,0
17,TREM STAGE V,Karnataka(68),2025,PURE EV,0
1,BHARAT STAGE I,Karnataka(68),2025,SOLAR,0
2,BHARAT STAGE II,Karnataka(68),2025,SOLAR,0
3,BHARAT STAGE III,Karnataka(68),2025,SOLAR,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,SOLAR,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,SOLAR,0
6,BHARAT STAGE IV,Karnataka(68),2025,SOLAR,0
7,BHARAT STAGE VI,Karnataka(68),2025,SOLAR,0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,SOLAR,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,SOLAR,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,SOLAR,0
11,CEV STAGE IV,Karnataka(68),2025,SOLAR,0
12,CEV STAGE V,Karnataka(68),2025,SOLAR,0
13,EURO 4,Karnataka(68),2025,SOLAR,0
14,EURO 6,Karnataka(68),2025,SOLAR,0
15,NOT AVAILABLE,Karnataka(68),2025,SOLAR,0
16,TREM STAGE IV,Karnataka(68),2025,SOLAR,0
17,TREM STAGE V,Karnataka(68),2025,SOLAR,0
1,BHARAT STAGE I,Karnataka(68),2025,STRONG HYBRID EV,0
2,BHARAT STAGE II,Karnataka(68),2025,STRONG HYBRID EV,0
3,BHARAT STAGE III,Karnataka(68),2025,STRONG HYBRID EV,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,STRONG HYBRID EV,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,STRONG HYBRID EV,0
6,BHARAT STAGE IV,Karnataka(68),2025,STRONG HYBRID EV,0
7,BHARAT STAGE VI,Karnataka(68),2025,STRONG HYBRID EV,"11,177"
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,STRONG HYBRID EV,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,STRONG HYBRID EV,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,STRONG HYBRID EV,0
11,CEV STAGE IV,Karnataka(68),2025,STRONG HYBRID EV,0
12,CEV STAGE V,Karnataka(68),2025,STRONG HYBRID EV,0
13,EURO 4,Karnataka(68),2025,STRONG HYBRID EV,0
14,EURO 6,Karnataka(68),2025,STRONG HYBRID EV,0
15,NOT AVAILABLE,Karnataka(68),2025,STRONG HYBRID EV,0
16,TREM STAGE IV,Karnataka(68),2025,STRONG HYBRID EV,0
17,TREM STAGE V,Karnataka(68),2025,STRONG HYBRID EV,0
1,BHARAT STAGE I,Kerala(87),2025,BIO-CNG/BIO-GAS,0
2,BHARAT STAGE II,Kerala(87),2025,BIO-CNG/BIO-GAS,0
3,BHARAT STAGE III,Kerala(87),2025,BIO-CNG/BIO-GAS,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,BIO-CNG/BIO-GAS,0
5,BHARAT STAGE III/IV,Kerala(87),2025,BIO-CNG/BIO-GAS,0
6,BHARAT STAGE IV,Kerala(87),2025,BIO-CNG/BIO-GAS,0
7,BHARAT STAGE VI,Kerala(87),2025,BIO-CNG/BIO-GAS,0
8,BHARAT (TREM) STAGE III,Kerala(87),2025,BIO-CNG/BIO-GAS,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,BIO-CNG/BIO-GAS,0
10,CEV STAGE IV,Kerala(87),2025,BIO-CNG/BIO-GAS,0
11,CEV STAGE V,Kerala(87),2025,BIO-CNG/BIO-GAS,0
12,EURO 1,Kerala(87),2025,BIO-CNG/BIO-GAS,0
13,EURO 2,Kerala(87),2025,BIO-CNG/BIO-GAS,0
14,EURO 3,Kerala(87),2025,BIO-CNG/BIO-GAS,0
15,NOT APPLICABLE,Kerala(87),2025,BIO-CNG/BIO-GAS,0
16,NOT AVAILABLE,Kerala(87),2025,BIO-CNG/BIO-GAS,0
17,TREM STAGE IV,Kerala(87),2025,BIO-CNG/BIO-GAS,0
1,BHARAT STAGE I,Kerala(87),2025,BIO-DIESEL(B100),0
2,BHARAT STAGE II,Kerala(87),2025,BIO-DIESEL(B100),0
3,BHARAT STAGE III,Kerala(87),2025,BIO-DIESEL(B100),0
4,BHARAT STAGE III (CEV),Kerala(87),2025,BIO-DIESEL(B100),0
5,BHARAT STAGE III/IV,Kerala(87),2025,BIO-DIESEL(B100),0
6,BHARAT STAGE IV,Kerala(87),2025,BIO-DIESEL(B100),0
7,BHARAT STAGE VI,Kerala(87),2025,BIO-DIESEL(B100),0
8,BHARAT (TREM) STAGE III,Kerala(87),2025,BIO-DIESEL(B100),0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,BIO-DIESEL(B100),0
10,CEV STAGE IV,Kerala(87),2025,BIO-DIESEL(B100),0
11,CEV STAGE V,Kerala(87),2025,BIO-DIESEL(B100),0
12,EURO 1,Kerala(87),2025,BIO-DIESEL(B100),0
13,EURO 2,Kerala(87),2025,BIO-DIESEL(B100),0
14,EURO 3,Kerala(87),2025,BIO-DIESEL(B100),0
15,NOT APPLICABLE,Kerala(87),2025,BIO-DIESEL(B100),0
16,NOT AVAILABLE,Kerala(87),2025,BIO-DIESEL(B100),0
17,TREM STAGE IV,Kerala(87),2025,BIO-DIESEL(B100),0
1,BHARAT STAGE I,Kerala(87),2025,BIO-METHANE,0
2,BHARAT STAGE II,Kerala(87),2025,BIO-METHANE,0
3,BHARAT STAGE III,Kerala(87),2025,BIO-METHANE,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,BIO-METHANE,0
5,BHARAT STAGE III/IV,Kerala(87),2025,BIO-METHANE,0
6,BHARAT STAGE IV,Kerala(87),2025,BIO-METHANE,0
