S No,Norms,State,Year,Fuel,Value
6,BHARAT STAGE VI,Tamil Nadu(148),2025,PETROL/HYBRID,"17,587"
7,BHARAT (TREM) STAGE III,Tamil Nadu(148),2025,PETROL/HYBRID,0
8,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2025,PETROL/HYBRID,0
9,CEV STAGE IV,Tamil Nadu(148),2025,PETROL/HYBRID,0
10,CEV STAGE V,Tamil Nadu(148),2025,PETROL/HYBRID,0
11,EURO 4,Tamil Nadu(148),2025,PETROL/HYBRID,0
12,EURO 6,Tamil Nadu(148),2025,PETROL/HYBRID,0
13,NOT APPLICABLE,Tamil Nadu(148),2025,PETROL/HYBRID,0
14,NOT AVAILABLE,Tamil Nadu(148),2025,PETROL/HYBRID,0
15,TREM STAGE IV,Tamil Nadu(148),2025,PETROL/HYBRID,0
16,TREM STAGE V,Tamil Nadu(148),2025,PETROL/HYBRID,0
1,BHARAT STAGE II,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
2,BHARAT STAGE III,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
3,BHARAT STAGE III (CEV),Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
4,BHARAT STAGE III/IV,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
5,BHARAT STAGE IV,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
6,BHARAT STAGE VI,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,12
7,BHARAT (TREM) STAGE III,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
8,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
9,CEV STAGE IV,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
10,CEV STAGE V,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
11,EURO 4,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
12,EURO 6,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
13,NOT APPLICABLE,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
14,NOT AVAILABLE,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
15,TREM STAGE IV,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
16,TREM STAGE V,Tamil Nadu(148),2025,PETROL/HYBRID/CNG,0
1,BHARAT STAGE II,Tamil Nadu(148),2025,PETROL/LPG,0
2,BHARAT STAGE III,Tamil Nadu(148),2025,PETROL/LPG,0
3,BHARAT STAGE III (CEV),Tamil Nadu(148),2025,PETROL/LPG,0
4,BHARAT STAGE III/IV,Tamil Nadu(148),2025,PETROL/LPG,0
5,BHARAT STAGE IV,Tamil Nadu(148),2025,PETROL/LPG,0
6,BHARAT STAGE VI,Tamil Nadu(148),2025,PETROL/LPG,29
7,BHARAT (TREM) STAGE III,Tamil Nadu(148),2025,PETROL/LPG,0
8,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2025,PETROL/LPG,0
9,CEV STAGE IV,Tamil Nadu(148),2025,PETROL/LPG,0
10,CEV STAGE V,Tamil Nadu(148),2025,PETROL/LPG,0
11,EURO 4,Tamil Nadu(148),2025,PETROL/LPG,0
12,EURO 6,Tamil Nadu(148),2025,PETROL/LPG,0
13,NOT APPLICABLE,Tamil Nadu(148),2025,PETROL/LPG,0
14,NOT AVAILABLE,Tamil Nadu(148),2025,PETROL/LPG,0
15,TREM STAGE IV,Tamil Nadu(148),2025,PETROL/LPG,0
16,TREM STAGE V,Tamil Nadu(148),2025,PETROL/LPG,0
1,BHARAT STAGE II,Tamil Nadu(148),2025,PETROL/METHANOL,0
2,BHARAT STAGE III,Tamil Nadu(148),2025,PETROL/METHANOL,0
3,BHARAT STAGE III (CEV),Tamil Nadu(148),2025,PETROL/METHANOL,0
4,BHARAT STAGE III/IV,Tamil Nadu(148),2025,PETROL/METHANOL,0
5,BHARAT STAGE IV,Tamil Nadu(148),2025,PETROL/METHANOL,0
6,BHARAT STAGE VI,Tamil Nadu(148),2025,PETROL/METHANOL,0
7,BHARAT (TREM) STAGE III,Tamil Nadu(148),2025,PETROL/METHANOL,0
8,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2025,PETROL/METHANOL,0
9,CEV STAGE IV,Tamil Nadu(148),2025,PETROL/METHANOL,0
10,CEV STAGE V,Tamil Nadu(148),2025,PETROL/METHANOL,0
11,EURO 4,Tamil Nadu(148),2025,PETROL/METHANOL,0
12,EURO 6,Tamil Nadu(148),2025,PETROL/METHANOL,0
13,NOT APPLICABLE,Tamil Nadu(148),2025,PETROL/METHANOL,0
14,NOT AVAILABLE,Tamil Nadu(148),2025,PETROL/METHANOL,0
15,TREM STAGE IV,Tamil Nadu(148),2025,PETROL/METHANOL,0
16,TREM STAGE V,Tamil Nadu(148),2025,PETROL/METHANOL,0
1,BHARAT STAGE II,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
2,BHARAT STAGE III,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
3,BHARAT STAGE III (CEV),Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
4,BHARAT STAGE III/IV,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
5,BHARAT STAGE IV,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
6,BHARAT STAGE VI,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,5
7,BHARAT (TREM) STAGE III,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
8,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
9,CEV STAGE IV,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
10,CEV STAGE V,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
11,EURO 4,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
12,EURO 6,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
13,NOT APPLICABLE,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
14,NOT AVAILABLE,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
15,TREM STAGE IV,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
16,TREM STAGE V,Tamil Nadu(148),2025,PLUG-IN HYBRID EV,0
1,BHARAT STAGE II,Tamil Nadu(148),2025,PURE EV,0
2,BHARAT STAGE III,Tamil Nadu(148),2025,PURE EV,0
3,BHARAT STAGE III (CEV),Tamil Nadu(148),2025,PURE EV,0
4,BHARAT STAGE III/IV,Tamil Nadu(148),2025,PURE EV,0
5,BHARAT STAGE IV,Tamil Nadu(148),2025,PURE EV,0
6,BHARAT STAGE VI,Tamil Nadu(148),2025,PURE EV,1
7,BHARAT (TREM) STAGE III,Tamil Nadu(148),2025,PURE EV,0
8,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2025,PURE EV,0
9,CEV STAGE IV,Tamil Nadu(148),2025,PURE EV,0
10,CEV STAGE V,Tamil Nadu(148),2025,PURE EV,0
11,EURO 4,Tamil Nadu(148),2025,PURE EV,0
12,EURO 6,Tamil Nadu(148),2025,PURE EV,0
13,NOT APPLICABLE,Tamil Nadu(148),2025,PURE EV,0
14,NOT AVAILABLE,Tamil Nadu(148),2025,PURE EV,"1,32,908"
15,TREM STAGE IV,Tamil Nadu(148),2025,PURE EV,0
16,TREM STAGE V,Tamil Nadu(148),2025,PURE EV,0
1,BHARAT STAGE II,Tamil Nadu(148),2025,SOLAR,0
2,BHARAT STAGE III,Tamil Nadu(148),2025,SOLAR,0
3,BHARAT STAGE III (CEV),Tamil Nadu(148),2025,SOLAR,0
4,BHARAT STAGE III/IV,Tamil Nadu(148),2025,SOLAR,0
5,BHARAT STAGE IV,Tamil Nadu(148),2025,SOLAR,0
6,BHARAT STAGE VI,Tamil Nadu(148),2025,SOLAR,0
7,BHARAT (TREM) STAGE III,Tamil Nadu(148),2025,SOLAR,0
8,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2025,SOLAR,0
9,CEV STAGE IV,Tamil Nadu(148),2025,SOLAR,0
10,CEV STAGE V,Tamil Nadu(148),2025,SOLAR,0
11,EURO 4,Tamil Nadu(148),2025,SOLAR,0
12,EURO 6,Tamil Nadu(148),2025,SOLAR,0
13,NOT APPLICABLE,Tamil Nadu(148),2025,SOLAR,0
14,NOT AVAILABLE,Tamil Nadu(148),2025,SOLAR,0
15,TREM STAGE IV,Tamil Nadu(148),2025,SOLAR,0
16,TREM STAGE V,Tamil Nadu(148),2025,SOLAR,0
1,BHARAT STAGE II,Tamil Nadu(148),2025,STRONG HYBRID EV,0
2,BHARAT STAGE III,Tamil Nadu(148),2025,STRONG HYBRID EV,0
3,BHARAT STAGE III (CEV),Tamil Nadu(148),2025,STRONG HYBRID EV,0
4,BHARAT STAGE III/IV,Tamil Nadu(148),2025,STRONG HYBRID EV,0
5,BHARAT STAGE IV,Tamil Nadu(148),2025,STRONG HYBRID EV,0
6,BHARAT STAGE VI,Tamil Nadu(148),2025,STRONG HYBRID EV,"7,941"
7,BHARAT (TREM) STAGE III,Tamil Nadu(148),2025,STRONG HYBRID EV,0
8,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2025,STRONG HYBRID EV,0
9,CEV STAGE IV,Tamil Nadu(148),2025,STRONG HYBRID EV,0
10,CEV STAGE V,Tamil Nadu(148),2025,STRONG HYBRID EV,0
11,EURO 4,Tamil Nadu(148),2025,STRONG HYBRID EV,0
12,EURO 6,Tamil Nadu(148),2025,STRONG HYBRID EV,0
13,NOT APPLICABLE,Tamil Nadu(148),2025,STRONG HYBRID EV,0
14,NOT AVAILABLE,Tamil Nadu(148),2025,STRONG HYBRID EV,0
15,TREM STAGE IV,Tamil Nadu(148),2025,STRONG HYBRID EV,0
16,TREM STAGE V,Tamil Nadu(148),2025,STRONG HYBRID EV,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,BIO-CNG/BIO-GAS,0
2,BHARAT STAGE VI,Tripura(9),2025,BIO-CNG/BIO-GAS,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,BIO-CNG/BIO-GAS,0
4,CEV STAGE IV,Tripura(9),2025,BIO-CNG/BIO-GAS,0
5,CEV STAGE V,Tripura(9),2025,BIO-CNG/BIO-GAS,0
6,NOT AVAILABLE,Tripura(9),2025,BIO-CNG/BIO-GAS,0
7,TREM STAGE IV,Tripura(9),2025,BIO-CNG/BIO-GAS,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,BIO-DIESEL(B100),0
2,BHARAT STAGE VI,Tripura(9),2025,BIO-DIESEL(B100),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,BIO-DIESEL(B100),0
4,CEV STAGE IV,Tripura(9),2025,BIO-DIESEL(B100),0
5,CEV STAGE V,Tripura(9),2025,BIO-DIESEL(B100),0
6,NOT AVAILABLE,Tripura(9),2025,BIO-DIESEL(B100),0
7,TREM STAGE IV,Tripura(9),2025,BIO-DIESEL(B100),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,BIO-METHANE,0
2,BHARAT STAGE VI,Tripura(9),2025,BIO-METHANE,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,BIO-METHANE,0
4,CEV STAGE IV,Tripura(9),2025,BIO-METHANE,0
5,CEV STAGE V,Tripura(9),2025,BIO-METHANE,0
6,NOT AVAILABLE,Tripura(9),2025,BIO-METHANE,0
7,TREM STAGE IV,Tripura(9),2025,BIO-METHANE,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,CNG ONLY,0
2,BHARAT STAGE VI,Tripura(9),2025,CNG ONLY,"2,451"
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,CNG ONLY,0
4,CEV STAGE IV,Tripura(9),2025,CNG ONLY,0
5,CEV STAGE V,Tripura(9),2025,CNG ONLY,0
6,NOT AVAILABLE,Tripura(9),2025,CNG ONLY,0
7,TREM STAGE IV,Tripura(9),2025,CNG ONLY,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,DIESEL,16
2,BHARAT STAGE VI,Tripura(9),2025,DIESEL,"3,101"
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,DIESEL,14
4,CEV STAGE IV,Tripura(9),2025,DIESEL,90
5,CEV STAGE V,Tripura(9),2025,DIESEL,158
6,NOT AVAILABLE,Tripura(9),2025,DIESEL,0
7,TREM STAGE IV,Tripura(9),2025,DIESEL,7
1,BHARAT STAGE III (CEV),Tripura(9),2025,DIESEL/HYBRID,0
2,BHARAT STAGE VI,Tripura(9),2025,DIESEL/HYBRID,1
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,DIESEL/HYBRID,0
4,CEV STAGE IV,Tripura(9),2025,DIESEL/HYBRID,0
5,CEV STAGE V,Tripura(9),2025,DIESEL/HYBRID,0
6,NOT AVAILABLE,Tripura(9),2025,DIESEL/HYBRID,0
7,TREM STAGE IV,Tripura(9),2025,DIESEL/HYBRID,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,DI-METHYL ETHER,0
2,BHARAT STAGE VI,Tripura(9),2025,DI-METHYL ETHER,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,DI-METHYL ETHER,0
4,CEV STAGE IV,Tripura(9),2025,DI-METHYL ETHER,0
5,CEV STAGE V,Tripura(9),2025,DI-METHYL ETHER,0
6,NOT AVAILABLE,Tripura(9),2025,DI-METHYL ETHER,0
7,TREM STAGE IV,Tripura(9),2025,DI-METHYL ETHER,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,DUAL DIESEL/BIO CNG,0
2,BHARAT STAGE VI,Tripura(9),2025,DUAL DIESEL/BIO CNG,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,DUAL DIESEL/BIO CNG,0
4,CEV STAGE IV,Tripura(9),2025,DUAL DIESEL/BIO CNG,0
5,CEV STAGE V,Tripura(9),2025,DUAL DIESEL/BIO CNG,0
6,NOT AVAILABLE,Tripura(9),2025,DUAL DIESEL/BIO CNG,0
7,TREM STAGE IV,Tripura(9),2025,DUAL DIESEL/BIO CNG,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,DUAL DIESEL/CNG,0
2,BHARAT STAGE VI,Tripura(9),2025,DUAL DIESEL/CNG,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,DUAL DIESEL/CNG,0
4,CEV STAGE IV,Tripura(9),2025,DUAL DIESEL/CNG,0
5,CEV STAGE V,Tripura(9),2025,DUAL DIESEL/CNG,0
6,NOT AVAILABLE,Tripura(9),2025,DUAL DIESEL/CNG,0
7,TREM STAGE IV,Tripura(9),2025,DUAL DIESEL/CNG,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,DUAL DIESEL/LNG,0
2,BHARAT STAGE VI,Tripura(9),2025,DUAL DIESEL/LNG,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,DUAL DIESEL/LNG,0
4,CEV STAGE IV,Tripura(9),2025,DUAL DIESEL/LNG,0
5,CEV STAGE V,Tripura(9),2025,DUAL DIESEL/LNG,0
6,NOT AVAILABLE,Tripura(9),2025,DUAL DIESEL/LNG,0
7,TREM STAGE IV,Tripura(9),2025,DUAL DIESEL/LNG,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,ELECTRIC(BOV),0
2,BHARAT STAGE VI,Tripura(9),2025,ELECTRIC(BOV),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,ELECTRIC(BOV),0
4,CEV STAGE IV,Tripura(9),2025,ELECTRIC(BOV),0
5,CEV STAGE V,Tripura(9),2025,ELECTRIC(BOV),0
6,NOT AVAILABLE,Tripura(9),2025,ELECTRIC(BOV),"5,264"
7,TREM STAGE IV,Tripura(9),2025,ELECTRIC(BOV),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,ETHANOL,0
2,BHARAT STAGE VI,Tripura(9),2025,ETHANOL,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,ETHANOL,0
4,CEV STAGE IV,Tripura(9),2025,ETHANOL,0
5,CEV STAGE V,Tripura(9),2025,ETHANOL,0
6,NOT AVAILABLE,Tripura(9),2025,ETHANOL,0
7,TREM STAGE IV,Tripura(9),2025,ETHANOL,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,FLEX-FUEL(BIO-DIESEL),0
2,BHARAT STAGE VI,Tripura(9),2025,FLEX-FUEL(BIO-DIESEL),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,FLEX-FUEL(BIO-DIESEL),0
4,CEV STAGE IV,Tripura(9),2025,FLEX-FUEL(BIO-DIESEL),0
5,CEV STAGE V,Tripura(9),2025,FLEX-FUEL(BIO-DIESEL),0
6,NOT AVAILABLE,Tripura(9),2025,FLEX-FUEL(BIO-DIESEL),0
7,TREM STAGE IV,Tripura(9),2025,FLEX-FUEL(BIO-DIESEL),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,FLEX-FUEL(ETHANOL),0
2,BHARAT STAGE VI,Tripura(9),2025,FLEX-FUEL(ETHANOL),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,FLEX-FUEL(ETHANOL),0
4,CEV STAGE IV,Tripura(9),2025,FLEX-FUEL(ETHANOL),0
5,CEV STAGE V,Tripura(9),2025,FLEX-FUEL(ETHANOL),0
6,NOT AVAILABLE,Tripura(9),2025,FLEX-FUEL(ETHANOL),0
7,TREM STAGE IV,Tripura(9),2025,FLEX-FUEL(ETHANOL),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,FUEL CELL HYDROGEN,0
2,BHARAT STAGE VI,Tripura(9),2025,FUEL CELL HYDROGEN,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,FUEL CELL HYDROGEN,0
4,CEV STAGE IV,Tripura(9),2025,FUEL CELL HYDROGEN,0
5,CEV STAGE V,Tripura(9),2025,FUEL CELL HYDROGEN,0
6,NOT AVAILABLE,Tripura(9),2025,FUEL CELL HYDROGEN,0
7,TREM STAGE IV,Tripura(9),2025,FUEL CELL HYDROGEN,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,HCNG,0
2,BHARAT STAGE VI,Tripura(9),2025,HCNG,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,HCNG,0
4,CEV STAGE IV,Tripura(9),2025,HCNG,0
5,CEV STAGE V,Tripura(9),2025,HCNG,0
6,NOT AVAILABLE,Tripura(9),2025,HCNG,0
7,TREM STAGE IV,Tripura(9),2025,HCNG,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,HYDROGEN(ICE),0
2,BHARAT STAGE VI,Tripura(9),2025,HYDROGEN(ICE),0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,HYDROGEN(ICE),0
4,CEV STAGE IV,Tripura(9),2025,HYDROGEN(ICE),0
5,CEV STAGE V,Tripura(9),2025,HYDROGEN(ICE),0
6,NOT AVAILABLE,Tripura(9),2025,HYDROGEN(ICE),0
7,TREM STAGE IV,Tripura(9),2025,HYDROGEN(ICE),0
1,BHARAT STAGE III (CEV),Tripura(9),2025,LNG,0
2,BHARAT STAGE VI,Tripura(9),2025,LNG,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,LNG,0
4,CEV STAGE IV,Tripura(9),2025,LNG,0
5,CEV STAGE V,Tripura(9),2025,LNG,0
6,NOT AVAILABLE,Tripura(9),2025,LNG,0
7,TREM STAGE IV,Tripura(9),2025,LNG,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,LPG ONLY,0
2,BHARAT STAGE VI,Tripura(9),2025,LPG ONLY,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,LPG ONLY,0
4,CEV STAGE IV,Tripura(9),2025,LPG ONLY,0
5,CEV STAGE V,Tripura(9),2025,LPG ONLY,0
6,NOT AVAILABLE,Tripura(9),2025,LPG ONLY,0
7,TREM STAGE IV,Tripura(9),2025,LPG ONLY,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,METHANOL,0
2,BHARAT STAGE VI,Tripura(9),2025,METHANOL,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,METHANOL,0
4,CEV STAGE IV,Tripura(9),2025,METHANOL,0
5,CEV STAGE V,Tripura(9),2025,METHANOL,0
6,NOT AVAILABLE,Tripura(9),2025,METHANOL,0
7,TREM STAGE IV,Tripura(9),2025,METHANOL,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,NOT APPLICABLE,0
2,BHARAT STAGE VI,Tripura(9),2025,NOT APPLICABLE,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,NOT APPLICABLE,0
4,CEV STAGE IV,Tripura(9),2025,NOT APPLICABLE,0
5,CEV STAGE V,Tripura(9),2025,NOT APPLICABLE,0
6,NOT AVAILABLE,Tripura(9),2025,NOT APPLICABLE,0
7,TREM STAGE IV,Tripura(9),2025,NOT APPLICABLE,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,PETROL,0
2,BHARAT STAGE VI,Tripura(9),2025,PETROL,"23,556"
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,PETROL,0
4,CEV STAGE IV,Tripura(9),2025,PETROL,0
5,CEV STAGE V,Tripura(9),2025,PETROL,0
6,NOT AVAILABLE,Tripura(9),2025,PETROL,0
7,TREM STAGE IV,Tripura(9),2025,PETROL,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,PETROL/CNG,0
2,BHARAT STAGE VI,Tripura(9),2025,PETROL/CNG,"2,839"
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,PETROL/CNG,0
4,CEV STAGE IV,Tripura(9),2025,PETROL/CNG,0
5,CEV STAGE V,Tripura(9),2025,PETROL/CNG,0
6,NOT AVAILABLE,Tripura(9),2025,PETROL/CNG,0
7,TREM STAGE IV,Tripura(9),2025,PETROL/CNG,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,PETROL(E20)/CNG,0
2,BHARAT STAGE VI,Tripura(9),2025,PETROL(E20)/CNG,444
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,PETROL(E20)/CNG,0
4,CEV STAGE IV,Tripura(9),2025,PETROL(E20)/CNG,0
5,CEV STAGE V,Tripura(9),2025,PETROL(E20)/CNG,0
6,NOT AVAILABLE,Tripura(9),2025,PETROL(E20)/CNG,0
7,TREM STAGE IV,Tripura(9),2025,PETROL(E20)/CNG,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,PETROL(E20)/HYBRID,0
2,BHARAT STAGE VI,Tripura(9),2025,PETROL(E20)/HYBRID,41
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,PETROL(E20)/HYBRID,0
4,CEV STAGE IV,Tripura(9),2025,PETROL(E20)/HYBRID,0
5,CEV STAGE V,Tripura(9),2025,PETROL(E20)/HYBRID,0
6,NOT AVAILABLE,Tripura(9),2025,PETROL(E20)/HYBRID,0
7,TREM STAGE IV,Tripura(9),2025,PETROL(E20)/HYBRID,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,PETROL(E20)/HYBRID/CNG,0
2,BHARAT STAGE VI,Tripura(9),2025,PETROL(E20)/HYBRID/CNG,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,PETROL(E20)/HYBRID/CNG,0
4,CEV STAGE IV,Tripura(9),2025,PETROL(E20)/HYBRID/CNG,0
5,CEV STAGE V,Tripura(9),2025,PETROL(E20)/HYBRID/CNG,0
6,NOT AVAILABLE,Tripura(9),2025,PETROL(E20)/HYBRID/CNG,0
7,TREM STAGE IV,Tripura(9),2025,PETROL(E20)/HYBRID/CNG,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,PETROL(E20)/LPG,0
2,BHARAT STAGE VI,Tripura(9),2025,PETROL(E20)/LPG,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,PETROL(E20)/LPG,0
4,CEV STAGE IV,Tripura(9),2025,PETROL(E20)/LPG,0
5,CEV STAGE V,Tripura(9),2025,PETROL(E20)/LPG,0
6,NOT AVAILABLE,Tripura(9),2025,PETROL(E20)/LPG,0
7,TREM STAGE IV,Tripura(9),2025,PETROL(E20)/LPG,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,PETROL/ETHANOL,0
2,BHARAT STAGE VI,Tripura(9),2025,PETROL/ETHANOL,"12,773"
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,PETROL/ETHANOL,0
4,CEV STAGE IV,Tripura(9),2025,PETROL/ETHANOL,0
5,CEV STAGE V,Tripura(9),2025,PETROL/ETHANOL,0
6,NOT AVAILABLE,Tripura(9),2025,PETROL/ETHANOL,0
7,TREM STAGE IV,Tripura(9),2025,PETROL/ETHANOL,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,PETROL/HYBRID,0
2,BHARAT STAGE VI,Tripura(9),2025,PETROL/HYBRID,228
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,PETROL/HYBRID,0
4,CEV STAGE IV,Tripura(9),2025,PETROL/HYBRID,0
5,CEV STAGE V,Tripura(9),2025,PETROL/HYBRID,0
6,NOT AVAILABLE,Tripura(9),2025,PETROL/HYBRID,0
7,TREM STAGE IV,Tripura(9),2025,PETROL/HYBRID,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,PETROL/HYBRID/CNG,0
2,BHARAT STAGE VI,Tripura(9),2025,PETROL/HYBRID/CNG,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,PETROL/HYBRID/CNG,0
4,CEV STAGE IV,Tripura(9),2025,PETROL/HYBRID/CNG,0
5,CEV STAGE V,Tripura(9),2025,PETROL/HYBRID/CNG,0
6,NOT AVAILABLE,Tripura(9),2025,PETROL/HYBRID/CNG,0
7,TREM STAGE IV,Tripura(9),2025,PETROL/HYBRID/CNG,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,PETROL/LPG,0
2,BHARAT STAGE VI,Tripura(9),2025,PETROL/LPG,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,PETROL/LPG,0
4,CEV STAGE IV,Tripura(9),2025,PETROL/LPG,0
5,CEV STAGE V,Tripura(9),2025,PETROL/LPG,0
6,NOT AVAILABLE,Tripura(9),2025,PETROL/LPG,0
7,TREM STAGE IV,Tripura(9),2025,PETROL/LPG,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,PETROL/METHANOL,0
2,BHARAT STAGE VI,Tripura(9),2025,PETROL/METHANOL,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,PETROL/METHANOL,0
4,CEV STAGE IV,Tripura(9),2025,PETROL/METHANOL,0
5,CEV STAGE V,Tripura(9),2025,PETROL/METHANOL,0
6,NOT AVAILABLE,Tripura(9),2025,PETROL/METHANOL,0
7,TREM STAGE IV,Tripura(9),2025,PETROL/METHANOL,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,PLUG-IN HYBRID EV,0
2,BHARAT STAGE VI,Tripura(9),2025,PLUG-IN HYBRID EV,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,PLUG-IN HYBRID EV,0
4,CEV STAGE IV,Tripura(9),2025,PLUG-IN HYBRID EV,0
5,CEV STAGE V,Tripura(9),2025,PLUG-IN HYBRID EV,0
6,NOT AVAILABLE,Tripura(9),2025,PLUG-IN HYBRID EV,0
7,TREM STAGE IV,Tripura(9),2025,PLUG-IN HYBRID EV,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,PURE EV,0
2,BHARAT STAGE VI,Tripura(9),2025,PURE EV,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,PURE EV,0
4,CEV STAGE IV,Tripura(9),2025,PURE EV,0
5,CEV STAGE V,Tripura(9),2025,PURE EV,0
6,NOT AVAILABLE,Tripura(9),2025,PURE EV,"4,965"
7,TREM STAGE IV,Tripura(9),2025,PURE EV,0
1,BHARAT STAGE III (CEV),Tripura(9),2025,SOLAR,0
2,BHARAT STAGE VI,Tripura(9),2025,SOLAR,0
3,BHARAT (TREM) STAGE III A,Tripura(9),2025,SOLAR,0
