S No,Vehicle Category,State,Year,Vehicle Class,Value
16,TWO WHEELER(T),Maharashtra(59),2025,Motor Cycle/Scooter-Used For Hire,135
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,e-Rickshaw with Cart (G),0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,e-Rickshaw with Cart (G),0
12,THREE WHEELER(NT),Maharashtra(59),2025,e-Rickshaw with Cart (G),0
13,THREE WHEELER(T),Maharashtra(59),2025,e-Rickshaw with Cart (G),"2,825"
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,e-Rickshaw with Cart (G),0
15,TWO WHEELER(NT),Maharashtra(59),2025,e-Rickshaw with Cart (G),0
16,TWO WHEELER(T),Maharashtra(59),2025,e-Rickshaw with Cart (G),0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,e-Rickshaw(P),0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,e-Rickshaw(P),0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,e-Rickshaw(P),0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,e-Rickshaw(P),0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,e-Rickshaw(P),0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,e-Rickshaw(P),0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,e-Rickshaw(P),0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,e-Rickshaw(P),0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,e-Rickshaw(P),0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,e-Rickshaw(P),0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,e-Rickshaw(P),0
12,THREE WHEELER(NT),Maharashtra(59),2025,e-Rickshaw(P),0
13,THREE WHEELER(T),Maharashtra(59),2025,e-Rickshaw(P),"3,252"
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,e-Rickshaw(P),0
15,TWO WHEELER(NT),Maharashtra(59),2025,e-Rickshaw(P),0
16,TWO WHEELER(T),Maharashtra(59),2025,e-Rickshaw(P),0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Luxury Cab,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Luxury Cab,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Luxury Cab,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Luxury Cab,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Luxury Cab,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Luxury Cab,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Luxury Cab,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Luxury Cab,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Luxury Cab,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Luxury Cab,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Luxury Cab,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Luxury Cab,0
13,THREE WHEELER(T),Maharashtra(59),2025,Luxury Cab,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Luxury Cab,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Luxury Cab,0
16,TWO WHEELER(T),Maharashtra(59),2025,Luxury Cab,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Three Wheeler (Passenger),0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Three Wheeler (Passenger),0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Three Wheeler (Passenger),0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Three Wheeler (Passenger),0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Three Wheeler (Passenger),0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Three Wheeler (Passenger),0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Three Wheeler (Passenger),0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Three Wheeler (Passenger),0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Three Wheeler (Passenger),0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Three Wheeler (Passenger),0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Three Wheeler (Passenger),0
12,THREE WHEELER(NT),Maharashtra(59),2025,Three Wheeler (Passenger),0
13,THREE WHEELER(T),Maharashtra(59),2025,Three Wheeler (Passenger),"73,738"
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Three Wheeler (Passenger),0
15,TWO WHEELER(NT),Maharashtra(59),2025,Three Wheeler (Passenger),0
16,TWO WHEELER(T),Maharashtra(59),2025,Three Wheeler (Passenger),0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Three Wheeler (Goods),0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Three Wheeler (Goods),0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Three Wheeler (Goods),0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Three Wheeler (Goods),0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Three Wheeler (Goods),0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Three Wheeler (Goods),0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Three Wheeler (Goods),0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Three Wheeler (Goods),0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Three Wheeler (Goods),0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Three Wheeler (Goods),0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Three Wheeler (Goods),0
12,THREE WHEELER(NT),Maharashtra(59),2025,Three Wheeler (Goods),0
13,THREE WHEELER(T),Maharashtra(59),2025,Three Wheeler (Goods),"14,685"
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Three Wheeler (Goods),0
15,TWO WHEELER(NT),Maharashtra(59),2025,Three Wheeler (Goods),0
16,TWO WHEELER(T),Maharashtra(59),2025,Three Wheeler (Goods),0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Goods Carrier,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Goods Carrier,"39,311"
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Goods Carrier,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Goods Carrier,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Goods Carrier,"86,354"
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Goods Carrier,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Goods Carrier,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Goods Carrier,"9,519"
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Goods Carrier,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Goods Carrier,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Goods Carrier,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Goods Carrier,0
13,THREE WHEELER(T),Maharashtra(59),2025,Goods Carrier,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Goods Carrier,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Goods Carrier,0
16,TWO WHEELER(T),Maharashtra(59),2025,Goods Carrier,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Power Tiller (Commercial),0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Power Tiller (Commercial),0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Power Tiller (Commercial),0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Power Tiller (Commercial),0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Power Tiller (Commercial),0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Power Tiller (Commercial),0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Power Tiller (Commercial),0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Power Tiller (Commercial),0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Power Tiller (Commercial),0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Power Tiller (Commercial),0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Power Tiller (Commercial),0
12,THREE WHEELER(NT),Maharashtra(59),2025,Power Tiller (Commercial),0
13,THREE WHEELER(T),Maharashtra(59),2025,Power Tiller (Commercial),0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Power Tiller (Commercial),0
15,TWO WHEELER(NT),Maharashtra(59),2025,Power Tiller (Commercial),0
16,TWO WHEELER(T),Maharashtra(59),2025,Power Tiller (Commercial),0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Tractor (Commercial),0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Tractor (Commercial),0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Tractor (Commercial),0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Tractor (Commercial),0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Tractor (Commercial),217
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Tractor (Commercial),0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Tractor (Commercial),0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Tractor (Commercial),0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Tractor (Commercial),0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Tractor (Commercial),0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Tractor (Commercial),0
12,THREE WHEELER(NT),Maharashtra(59),2025,Tractor (Commercial),0
13,THREE WHEELER(T),Maharashtra(59),2025,Tractor (Commercial),0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Tractor (Commercial),0
15,TWO WHEELER(NT),Maharashtra(59),2025,Tractor (Commercial),0
16,TWO WHEELER(T),Maharashtra(59),2025,Tractor (Commercial),0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Mobile Clinic,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Mobile Clinic,1
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Mobile Clinic,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Mobile Clinic,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Mobile Clinic,21
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Mobile Clinic,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Mobile Clinic,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Mobile Clinic,5
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Mobile Clinic,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Mobile Clinic,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Mobile Clinic,4
12,THREE WHEELER(NT),Maharashtra(59),2025,Mobile Clinic,0
13,THREE WHEELER(T),Maharashtra(59),2025,Mobile Clinic,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Mobile Clinic,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Mobile Clinic,0
16,TWO WHEELER(T),Maharashtra(59),2025,Mobile Clinic,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,X-Ray Van,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,X-Ray Van,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,X-Ray Van,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,X-Ray Van,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,X-Ray Van,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,X-Ray Van,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,X-Ray Van,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,X-Ray Van,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,X-Ray Van,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,X-Ray Van,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,X-Ray Van,0
12,THREE WHEELER(NT),Maharashtra(59),2025,X-Ray Van,0
13,THREE WHEELER(T),Maharashtra(59),2025,X-Ray Van,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,X-Ray Van,0
15,TWO WHEELER(NT),Maharashtra(59),2025,X-Ray Van,0
16,TWO WHEELER(T),Maharashtra(59),2025,X-Ray Van,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Library Van,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Library Van,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Library Van,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Library Van,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Library Van,5
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Library Van,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Library Van,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Library Van,3
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Library Van,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Library Van,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Library Van,1
12,THREE WHEELER(NT),Maharashtra(59),2025,Library Van,0
13,THREE WHEELER(T),Maharashtra(59),2025,Library Van,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Library Van,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Library Van,0
16,TWO WHEELER(T),Maharashtra(59),2025,Library Van,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Mobile Workshop,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Mobile Workshop,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Mobile Workshop,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Mobile Workshop,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Mobile Workshop,3
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Mobile Workshop,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Mobile Workshop,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Mobile Workshop,1
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Mobile Workshop,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Mobile Workshop,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Mobile Workshop,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Mobile Workshop,0
13,THREE WHEELER(T),Maharashtra(59),2025,Mobile Workshop,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Mobile Workshop,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Mobile Workshop,0
16,TWO WHEELER(T),Maharashtra(59),2025,Mobile Workshop,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Mobile Canteen,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Mobile Canteen,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Mobile Canteen,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Mobile Canteen,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Mobile Canteen,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Mobile Canteen,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Mobile Canteen,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Mobile Canteen,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Mobile Canteen,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Mobile Canteen,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Mobile Canteen,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Mobile Canteen,0
13,THREE WHEELER(T),Maharashtra(59),2025,Mobile Canteen,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Mobile Canteen,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Mobile Canteen,0
16,TWO WHEELER(T),Maharashtra(59),2025,Mobile Canteen,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Private Service Vehicle,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Private Service Vehicle,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Private Service Vehicle,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Private Service Vehicle,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Private Service Vehicle,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Private Service Vehicle,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Private Service Vehicle,14
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Private Service Vehicle,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Private Service Vehicle,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Private Service Vehicle,5
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Private Service Vehicle,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Private Service Vehicle,0
13,THREE WHEELER(T),Maharashtra(59),2025,Private Service Vehicle,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Private Service Vehicle,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Private Service Vehicle,0
16,TWO WHEELER(T),Maharashtra(59),2025,Private Service Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Maxi Cab,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Maxi Cab,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Maxi Cab,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Maxi Cab,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Maxi Cab,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Maxi Cab,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Maxi Cab,3
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Maxi Cab,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Maxi Cab,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Maxi Cab,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Maxi Cab,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Maxi Cab,0
13,THREE WHEELER(T),Maharashtra(59),2025,Maxi Cab,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Maxi Cab,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Maxi Cab,0
16,TWO WHEELER(T),Maharashtra(59),2025,Maxi Cab,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Motor Cab,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Motor Cab,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Motor Cab,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Motor Cab,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Motor Cab,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Motor Cab,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Motor Cab,"57,159"
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Motor Cab,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Motor Cab,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Motor Cab,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Motor Cab,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Motor Cab,0
13,THREE WHEELER(T),Maharashtra(59),2025,Motor Cab,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Motor Cab,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Motor Cab,0
16,TWO WHEELER(T),Maharashtra(59),2025,Motor Cab,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Puller Tractor,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Puller Tractor,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Puller Tractor,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Puller Tractor,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Puller Tractor,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Puller Tractor,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Puller Tractor,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Puller Tractor,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Puller Tractor,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Puller Tractor,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Puller Tractor,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Puller Tractor,0
13,THREE WHEELER(T),Maharashtra(59),2025,Puller Tractor,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Puller Tractor,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Puller Tractor,0
16,TWO WHEELER(T),Maharashtra(59),2025,Puller Tractor,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Bus,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Bus,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Bus,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Bus,"5,369"
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Bus,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Bus,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Bus,"3,962"
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Bus,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Bus,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Bus,"4,017"
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Bus,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Bus,0
13,THREE WHEELER(T),Maharashtra(59),2025,Bus,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Bus,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Bus,0
16,TWO WHEELER(T),Maharashtra(59),2025,Bus,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,School Bus,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,School Bus,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,School Bus,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,School Bus,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,School Bus,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,School Bus,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,School Bus,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,School Bus,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,School Bus,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,School Bus,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,School Bus,0
12,THREE WHEELER(NT),Maharashtra(59),2025,School Bus,0
13,THREE WHEELER(T),Maharashtra(59),2025,School Bus,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,School Bus,0
15,TWO WHEELER(NT),Maharashtra(59),2025,School Bus,0
16,TWO WHEELER(T),Maharashtra(59),2025,School Bus,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Educational Institution Bus,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Educational Institution Bus,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Educational Institution Bus,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Educational Institution Bus,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Educational Institution Bus,0
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Educational Institution Bus,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Educational Institution Bus,0
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Educational Institution Bus,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Educational Institution Bus,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Educational Institution Bus,0
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Educational Institution Bus,0
12,THREE WHEELER(NT),Maharashtra(59),2025,Educational Institution Bus,0
13,THREE WHEELER(T),Maharashtra(59),2025,Educational Institution Bus,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Educational Institution Bus,0
15,TWO WHEELER(NT),Maharashtra(59),2025,Educational Institution Bus,0
16,TWO WHEELER(T),Maharashtra(59),2025,Educational Institution Bus,0
1,FOUR WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Ambulance,0
2,HEAVY GOODS VEHICLE,Maharashtra(59),2025,Ambulance,0
3,HEAVY MOTOR VEHICLE,Maharashtra(59),2025,Ambulance,0
4,HEAVY PASSENGER VEHICLE,Maharashtra(59),2025,Ambulance,0
5,LIGHT GOODS VEHICLE,Maharashtra(59),2025,Ambulance,39
6,LIGHT MOTOR VEHICLE,Maharashtra(59),2025,Ambulance,0
7,LIGHT PASSENGER VEHICLE,Maharashtra(59),2025,Ambulance,"1,302"
8,MEDIUM GOODS VEHICLE,Maharashtra(59),2025,Ambulance,0
9,MEDIUM MOTOR VEHICLE,Maharashtra(59),2025,Ambulance,0
10,MEDIUM PASSENGER VEHICLE,Maharashtra(59),2025,Ambulance,5
11,OTHER THAN MENTIONED ABOVE,Maharashtra(59),2025,Ambulance,15
12,THREE WHEELER(NT),Maharashtra(59),2025,Ambulance,0
13,THREE WHEELER(T),Maharashtra(59),2025,Ambulance,0
14,TWO WHEELER (INVALID CARRIAGE),Maharashtra(59),2025,Ambulance,0
