S No,Norms,State,Year,Month Wise,Value
5,CEV STAGE V,Ladakh(3),2025,SEP,3
6,NOT AVAILABLE,Ladakh(3),2025,SEP,1
7,TREM STAGE IV,Ladakh(3),2025,SEP,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,OCT,0
2,BHARAT STAGE VI,Ladakh(3),2025,OCT,437
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,OCT,3
4,CEV STAGE IV,Ladakh(3),2025,OCT,0
5,CEV STAGE V,Ladakh(3),2025,OCT,3
6,NOT AVAILABLE,Ladakh(3),2025,OCT,1
7,TREM STAGE IV,Ladakh(3),2025,OCT,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,NOV,0
2,BHARAT STAGE VI,Ladakh(3),2025,NOV,342
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,NOV,1
4,CEV STAGE IV,Ladakh(3),2025,NOV,0
5,CEV STAGE V,Ladakh(3),2025,NOV,0
6,NOT AVAILABLE,Ladakh(3),2025,NOV,0
7,TREM STAGE IV,Ladakh(3),2025,NOV,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,DEC,0
2,BHARAT STAGE VI,Ladakh(3),2025,DEC,357
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,DEC,7
4,CEV STAGE IV,Ladakh(3),2025,DEC,0
5,CEV STAGE V,Ladakh(3),2025,DEC,2
6,NOT AVAILABLE,Ladakh(3),2025,DEC,0
7,TREM STAGE IV,Ladakh(3),2025,DEC,1
1,BHARAT STAGE VI,Lakshadweep(9),2025,JAN,34
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,JAN,0
3,CEV STAGE V,Lakshadweep(9),2025,JAN,0
4,NOT AVAILABLE,Lakshadweep(9),2025,JAN,14
1,BHARAT STAGE VI,Lakshadweep(9),2025,FEB,92
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,FEB,0
3,CEV STAGE V,Lakshadweep(9),2025,FEB,0
4,NOT AVAILABLE,Lakshadweep(9),2025,FEB,42
1,BHARAT STAGE VI,Lakshadweep(9),2025,MAR,97
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,MAR,0
3,CEV STAGE V,Lakshadweep(9),2025,MAR,0
4,NOT AVAILABLE,Lakshadweep(9),2025,MAR,38
1,BHARAT STAGE VI,Lakshadweep(9),2025,APR,88
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,APR,0
3,CEV STAGE V,Lakshadweep(9),2025,APR,0
4,NOT AVAILABLE,Lakshadweep(9),2025,APR,38
1,BHARAT STAGE VI,Lakshadweep(9),2025,MAY,66
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,MAY,0
3,CEV STAGE V,Lakshadweep(9),2025,MAY,0
4,NOT AVAILABLE,Lakshadweep(9),2025,MAY,39
1,BHARAT STAGE VI,Lakshadweep(9),2025,JUN,60
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,JUN,0
3,CEV STAGE V,Lakshadweep(9),2025,JUN,1
4,NOT AVAILABLE,Lakshadweep(9),2025,JUN,39
1,BHARAT STAGE VI,Lakshadweep(9),2025,JUL,40
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,JUL,0
3,CEV STAGE V,Lakshadweep(9),2025,JUL,0
4,NOT AVAILABLE,Lakshadweep(9),2025,JUL,17
1,BHARAT STAGE VI,Lakshadweep(9),2025,AUG,37
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,AUG,1
3,CEV STAGE V,Lakshadweep(9),2025,AUG,0
4,NOT AVAILABLE,Lakshadweep(9),2025,AUG,3
1,BHARAT STAGE VI,Lakshadweep(9),2025,SEP,49
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,SEP,0
3,CEV STAGE V,Lakshadweep(9),2025,SEP,0
4,NOT AVAILABLE,Lakshadweep(9),2025,SEP,1
1,BHARAT STAGE VI,Lakshadweep(9),2025,OCT,35
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,OCT,0
3,CEV STAGE V,Lakshadweep(9),2025,OCT,0
4,NOT AVAILABLE,Lakshadweep(9),2025,OCT,4
1,BHARAT STAGE VI,Lakshadweep(9),2025,NOV,59
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,NOV,0
3,CEV STAGE V,Lakshadweep(9),2025,NOV,0
4,NOT AVAILABLE,Lakshadweep(9),2025,NOV,9
1,BHARAT STAGE VI,Lakshadweep(9),2025,DEC,97
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,DEC,0
3,CEV STAGE V,Lakshadweep(9),2025,DEC,1
4,NOT AVAILABLE,Lakshadweep(9),2025,DEC,6
1,BHARAT STAGE III,Maharashtra(59),2025,JAN,1
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,JAN,622
3,BHARAT STAGE IV,Maharashtra(59),2025,JAN,4
4,BHARAT STAGE VI,Maharashtra(59),2025,JAN,"2,53,131"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,JAN,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,JAN,"10,475"
7,CEV STAGE IV,Maharashtra(59),2025,JAN,844
8,CEV STAGE V,Maharashtra(59),2025,JAN,183
9,EURO 6,Maharashtra(59),2025,JAN,112
10,EURO 6D,Maharashtra(59),2025,JAN,0
11,NOT AVAILABLE,Maharashtra(59),2025,JAN,"24,007"
12,TREM STAGE IV,Maharashtra(59),2025,JAN,333
13,TREM STAGE V,Maharashtra(59),2025,JAN,19
1,BHARAT STAGE III,Maharashtra(59),2025,FEB,17
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,FEB,373
3,BHARAT STAGE IV,Maharashtra(59),2025,FEB,5
4,BHARAT STAGE VI,Maharashtra(59),2025,FEB,"1,72,406"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,FEB,1
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,FEB,"7,419"
7,CEV STAGE IV,Maharashtra(59),2025,FEB,415
8,CEV STAGE V,Maharashtra(59),2025,FEB,386
9,EURO 6,Maharashtra(59),2025,FEB,42
10,EURO 6D,Maharashtra(59),2025,FEB,0
11,NOT AVAILABLE,Maharashtra(59),2025,FEB,"16,893"
12,TREM STAGE IV,Maharashtra(59),2025,FEB,235
13,TREM STAGE V,Maharashtra(59),2025,FEB,5
1,BHARAT STAGE III,Maharashtra(59),2025,MAR,34
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,MAR,480
3,BHARAT STAGE IV,Maharashtra(59),2025,MAR,7
4,BHARAT STAGE VI,Maharashtra(59),2025,MAR,"2,20,937"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,MAR,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,MAR,"8,852"
7,CEV STAGE IV,Maharashtra(59),2025,MAR,548
8,CEV STAGE V,Maharashtra(59),2025,MAR,783
9,EURO 6,Maharashtra(59),2025,MAR,68
10,EURO 6D,Maharashtra(59),2025,MAR,0
11,NOT AVAILABLE,Maharashtra(59),2025,MAR,"34,981"
12,TREM STAGE IV,Maharashtra(59),2025,MAR,305
13,TREM STAGE V,Maharashtra(59),2025,MAR,5
1,BHARAT STAGE III,Maharashtra(59),2025,APR,11
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,APR,317
3,BHARAT STAGE IV,Maharashtra(59),2025,APR,5
4,BHARAT STAGE VI,Maharashtra(59),2025,APR,"2,46,287"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,APR,1
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,APR,"8,550"
7,CEV STAGE IV,Maharashtra(59),2025,APR,410
8,CEV STAGE V,Maharashtra(59),2025,APR,368
9,EURO 6,Maharashtra(59),2025,APR,43
10,EURO 6D,Maharashtra(59),2025,APR,0
11,NOT AVAILABLE,Maharashtra(59),2025,APR,"20,898"
12,TREM STAGE IV,Maharashtra(59),2025,APR,275
13,TREM STAGE V,Maharashtra(59),2025,APR,4
1,BHARAT STAGE III,Maharashtra(59),2025,MAY,14
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,MAY,185
3,BHARAT STAGE IV,Maharashtra(59),2025,MAY,1
4,BHARAT STAGE VI,Maharashtra(59),2025,MAY,"1,99,693"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,MAY,1
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,MAY,"8,077"
7,CEV STAGE IV,Maharashtra(59),2025,MAY,249
8,CEV STAGE V,Maharashtra(59),2025,MAY,417
9,EURO 6,Maharashtra(59),2025,MAY,43
10,EURO 6D,Maharashtra(59),2025,MAY,0
11,NOT AVAILABLE,Maharashtra(59),2025,MAY,"20,893"
12,TREM STAGE IV,Maharashtra(59),2025,MAY,248
13,TREM STAGE V,Maharashtra(59),2025,MAY,8
1,BHARAT STAGE III,Maharashtra(59),2025,JUN,2
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,JUN,315
3,BHARAT STAGE IV,Maharashtra(59),2025,JUN,1
4,BHARAT STAGE VI,Maharashtra(59),2025,JUN,"1,88,234"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,JUN,1
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,JUN,"7,271"
7,CEV STAGE IV,Maharashtra(59),2025,JUN,545
8,CEV STAGE V,Maharashtra(59),2025,JUN,601
9,EURO 6,Maharashtra(59),2025,JUN,83
10,EURO 6D,Maharashtra(59),2025,JUN,0
11,NOT AVAILABLE,Maharashtra(59),2025,JUN,"21,323"
12,TREM STAGE IV,Maharashtra(59),2025,JUN,181
13,TREM STAGE V,Maharashtra(59),2025,JUN,16
1,BHARAT STAGE III,Maharashtra(59),2025,JUL,1
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,JUL,23
3,BHARAT STAGE IV,Maharashtra(59),2025,JUL,1
4,BHARAT STAGE VI,Maharashtra(59),2025,JUL,"2,01,323"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,JUL,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,JUL,"8,694"
7,CEV STAGE IV,Maharashtra(59),2025,JUL,7
8,CEV STAGE V,Maharashtra(59),2025,JUL,193
9,EURO 6,Maharashtra(59),2025,JUL,0
10,EURO 6D,Maharashtra(59),2025,JUL,0
11,NOT AVAILABLE,Maharashtra(59),2025,JUL,"21,614"
12,TREM STAGE IV,Maharashtra(59),2025,JUL,191
13,TREM STAGE V,Maharashtra(59),2025,JUL,15
1,BHARAT STAGE III,Maharashtra(59),2025,AUG,1
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,AUG,51
3,BHARAT STAGE IV,Maharashtra(59),2025,AUG,2
4,BHARAT STAGE VI,Maharashtra(59),2025,AUG,"2,07,671"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,AUG,2
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,AUG,"7,520"
7,CEV STAGE IV,Maharashtra(59),2025,AUG,6
8,CEV STAGE V,Maharashtra(59),2025,AUG,434
9,EURO 6,Maharashtra(59),2025,AUG,1
10,EURO 6D,Maharashtra(59),2025,AUG,0
11,NOT AVAILABLE,Maharashtra(59),2025,AUG,"23,805"
12,TREM STAGE IV,Maharashtra(59),2025,AUG,177
13,TREM STAGE V,Maharashtra(59),2025,AUG,14
1,BHARAT STAGE III,Maharashtra(59),2025,SEP,0
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,SEP,3
3,BHARAT STAGE IV,Maharashtra(59),2025,SEP,9
4,BHARAT STAGE VI,Maharashtra(59),2025,SEP,"1,80,359"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,SEP,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,SEP,"8,117"
7,CEV STAGE IV,Maharashtra(59),2025,SEP,4
8,CEV STAGE V,Maharashtra(59),2025,SEP,571
9,EURO 6,Maharashtra(59),2025,SEP,0
10,EURO 6D,Maharashtra(59),2025,SEP,0
11,NOT AVAILABLE,Maharashtra(59),2025,SEP,"21,708"
12,TREM STAGE IV,Maharashtra(59),2025,SEP,246
13,TREM STAGE V,Maharashtra(59),2025,SEP,19
1,BHARAT STAGE III,Maharashtra(59),2025,OCT,2
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,OCT,2
3,BHARAT STAGE IV,Maharashtra(59),2025,OCT,4
4,BHARAT STAGE VI,Maharashtra(59),2025,OCT,"4,03,015"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,OCT,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,OCT,"11,745"
7,CEV STAGE IV,Maharashtra(59),2025,OCT,10
8,CEV STAGE V,Maharashtra(59),2025,OCT,883
9,EURO 6,Maharashtra(59),2025,OCT,1
10,EURO 6D,Maharashtra(59),2025,OCT,0
11,NOT AVAILABLE,Maharashtra(59),2025,OCT,"32,800"
12,TREM STAGE IV,Maharashtra(59),2025,OCT,401
13,TREM STAGE V,Maharashtra(59),2025,OCT,79
1,BHARAT STAGE III,Maharashtra(59),2025,NOV,2
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,NOV,3
3,BHARAT STAGE IV,Maharashtra(59),2025,NOV,4
4,BHARAT STAGE VI,Maharashtra(59),2025,NOV,"3,48,584"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,NOV,1
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,NOV,"32,622"
7,CEV STAGE IV,Maharashtra(59),2025,NOV,0
8,CEV STAGE V,Maharashtra(59),2025,NOV,781
9,EURO 6,Maharashtra(59),2025,NOV,1
10,EURO 6D,Maharashtra(59),2025,NOV,0
11,NOT AVAILABLE,Maharashtra(59),2025,NOV,"25,333"
12,TREM STAGE IV,Maharashtra(59),2025,NOV,680
13,TREM STAGE V,Maharashtra(59),2025,NOV,185
1,BHARAT STAGE III,Maharashtra(59),2025,DEC,2
2,BHARAT STAGE III (CEV),Maharashtra(59),2025,DEC,5
3,BHARAT STAGE IV,Maharashtra(59),2025,DEC,1
4,BHARAT STAGE VI,Maharashtra(59),2025,DEC,"2,19,586"
5,BHARAT (TREM) STAGE III,Maharashtra(59),2025,DEC,0
6,BHARAT (TREM) STAGE III A,Maharashtra(59),2025,DEC,"24,429"
7,CEV STAGE IV,Maharashtra(59),2025,DEC,3
8,CEV STAGE V,Maharashtra(59),2025,DEC,822
9,EURO 6,Maharashtra(59),2025,DEC,0
10,EURO 6D,Maharashtra(59),2025,DEC,1
11,NOT AVAILABLE,Maharashtra(59),2025,DEC,"22,104"
12,TREM STAGE IV,Maharashtra(59),2025,DEC,768
13,TREM STAGE V,Maharashtra(59),2025,DEC,56
1,BHARAT STAGE I,Meghalaya(15),2025,JAN,0
2,BHARAT STAGE II,Meghalaya(15),2025,JAN,5
3,BHARAT STAGE III,Meghalaya(15),2025,JAN,23
4,BHARAT STAGE III (CEV),Meghalaya(15),2025,JAN,1
5,BHARAT STAGE III/IV,Meghalaya(15),2025,JAN,5
6,BHARAT STAGE IV,Meghalaya(15),2025,JAN,6
7,BHARAT STAGE VI,Meghalaya(15),2025,JAN,"3,676"
8,BHARAT (TREM) STAGE III A,Meghalaya(15),2025,JAN,3
9,CEV STAGE IV,Meghalaya(15),2025,JAN,48
10,CEV STAGE V,Meghalaya(15),2025,JAN,3
11,EURO 6,Meghalaya(15),2025,JAN,0
12,NOT AVAILABLE,Meghalaya(15),2025,JAN,50
13,TREM STAGE IV,Meghalaya(15),2025,JAN,0
1,BHARAT STAGE I,Meghalaya(15),2025,FEB,0
2,BHARAT STAGE II,Meghalaya(15),2025,FEB,0
3,BHARAT STAGE III,Meghalaya(15),2025,FEB,14
4,BHARAT STAGE III (CEV),Meghalaya(15),2025,FEB,1
5,BHARAT STAGE III/IV,Meghalaya(15),2025,FEB,3
6,BHARAT STAGE IV,Meghalaya(15),2025,FEB,12
7,BHARAT STAGE VI,Meghalaya(15),2025,FEB,"2,860"
8,BHARAT (TREM) STAGE III A,Meghalaya(15),2025,FEB,2
9,CEV STAGE IV,Meghalaya(15),2025,FEB,43
10,CEV STAGE V,Meghalaya(15),2025,FEB,5
11,EURO 6,Meghalaya(15),2025,FEB,0
12,NOT AVAILABLE,Meghalaya(15),2025,FEB,32
13,TREM STAGE IV,Meghalaya(15),2025,FEB,0
1,BHARAT STAGE I,Meghalaya(15),2025,MAR,0
2,BHARAT STAGE II,Meghalaya(15),2025,MAR,0
3,BHARAT STAGE III,Meghalaya(15),2025,MAR,17
4,BHARAT STAGE III (CEV),Meghalaya(15),2025,MAR,1
5,BHARAT STAGE III/IV,Meghalaya(15),2025,MAR,5
6,BHARAT STAGE IV,Meghalaya(15),2025,MAR,17
7,BHARAT STAGE VI,Meghalaya(15),2025,MAR,"3,366"
8,BHARAT (TREM) STAGE III A,Meghalaya(15),2025,MAR,0
9,CEV STAGE IV,Meghalaya(15),2025,MAR,38
10,CEV STAGE V,Meghalaya(15),2025,MAR,18
11,EURO 6,Meghalaya(15),2025,MAR,0
12,NOT AVAILABLE,Meghalaya(15),2025,MAR,36
13,TREM STAGE IV,Meghalaya(15),2025,MAR,0
1,BHARAT STAGE I,Meghalaya(15),2025,APR,0
2,BHARAT STAGE II,Meghalaya(15),2025,APR,1
3,BHARAT STAGE III,Meghalaya(15),2025,APR,30
4,BHARAT STAGE III (CEV),Meghalaya(15),2025,APR,4
5,BHARAT STAGE III/IV,Meghalaya(15),2025,APR,3
6,BHARAT STAGE IV,Meghalaya(15),2025,APR,1
7,BHARAT STAGE VI,Meghalaya(15),2025,APR,"3,342"
8,BHARAT (TREM) STAGE III A,Meghalaya(15),2025,APR,2
9,CEV STAGE IV,Meghalaya(15),2025,APR,16
10,CEV STAGE V,Meghalaya(15),2025,APR,16
11,EURO 6,Meghalaya(15),2025,APR,0
12,NOT AVAILABLE,Meghalaya(15),2025,APR,45
13,TREM STAGE IV,Meghalaya(15),2025,APR,1
1,BHARAT STAGE I,Meghalaya(15),2025,MAY,0
2,BHARAT STAGE II,Meghalaya(15),2025,MAY,2
3,BHARAT STAGE III,Meghalaya(15),2025,MAY,25
4,BHARAT STAGE III (CEV),Meghalaya(15),2025,MAY,0
5,BHARAT STAGE III/IV,Meghalaya(15),2025,MAY,2
6,BHARAT STAGE IV,Meghalaya(15),2025,MAY,9
7,BHARAT STAGE VI,Meghalaya(15),2025,MAY,"3,285"
8,BHARAT (TREM) STAGE III A,Meghalaya(15),2025,MAY,1
9,CEV STAGE IV,Meghalaya(15),2025,MAY,6
10,CEV STAGE V,Meghalaya(15),2025,MAY,24
11,EURO 6,Meghalaya(15),2025,MAY,0
12,NOT AVAILABLE,Meghalaya(15),2025,MAY,68
13,TREM STAGE IV,Meghalaya(15),2025,MAY,1
1,BHARAT STAGE I,Meghalaya(15),2025,JUN,0
2,BHARAT STAGE II,Meghalaya(15),2025,JUN,3
3,BHARAT STAGE III,Meghalaya(15),2025,JUN,16
4,BHARAT STAGE III (CEV),Meghalaya(15),2025,JUN,2
5,BHARAT STAGE III/IV,Meghalaya(15),2025,JUN,7
6,BHARAT STAGE IV,Meghalaya(15),2025,JUN,0
7,BHARAT STAGE VI,Meghalaya(15),2025,JUN,"3,121"
8,BHARAT (TREM) STAGE III A,Meghalaya(15),2025,JUN,1
9,CEV STAGE IV,Meghalaya(15),2025,JUN,24
10,CEV STAGE V,Meghalaya(15),2025,JUN,9
11,EURO 6,Meghalaya(15),2025,JUN,0
12,NOT AVAILABLE,Meghalaya(15),2025,JUN,94
13,TREM STAGE IV,Meghalaya(15),2025,JUN,0
1,BHARAT STAGE I,Meghalaya(15),2025,JUL,0
2,BHARAT STAGE II,Meghalaya(15),2025,JUL,1
3,BHARAT STAGE III,Meghalaya(15),2025,JUL,30
4,BHARAT STAGE III (CEV),Meghalaya(15),2025,JUL,0
5,BHARAT STAGE III/IV,Meghalaya(15),2025,JUL,4
6,BHARAT STAGE IV,Meghalaya(15),2025,JUL,3
7,BHARAT STAGE VI,Meghalaya(15),2025,JUL,"3,612"
8,BHARAT (TREM) STAGE III A,Meghalaya(15),2025,JUL,10
9,CEV STAGE IV,Meghalaya(15),2025,JUL,0
10,CEV STAGE V,Meghalaya(15),2025,JUL,8
11,EURO 6,Meghalaya(15),2025,JUL,0
12,NOT AVAILABLE,Meghalaya(15),2025,JUL,116
13,TREM STAGE IV,Meghalaya(15),2025,JUL,0
1,BHARAT STAGE I,Meghalaya(15),2025,AUG,0
2,BHARAT STAGE II,Meghalaya(15),2025,AUG,1
3,BHARAT STAGE III,Meghalaya(15),2025,AUG,24
4,BHARAT STAGE III (CEV),Meghalaya(15),2025,AUG,2
5,BHARAT STAGE III/IV,Meghalaya(15),2025,AUG,2
6,BHARAT STAGE IV,Meghalaya(15),2025,AUG,0
7,BHARAT STAGE VI,Meghalaya(15),2025,AUG,"3,335"
8,BHARAT (TREM) STAGE III A,Meghalaya(15),2025,AUG,3
9,CEV STAGE IV,Meghalaya(15),2025,AUG,0
10,CEV STAGE V,Meghalaya(15),2025,AUG,10
11,EURO 6,Meghalaya(15),2025,AUG,0
12,NOT AVAILABLE,Meghalaya(15),2025,AUG,91
13,TREM STAGE IV,Meghalaya(15),2025,AUG,0
1,BHARAT STAGE I,Meghalaya(15),2025,SEP,0
2,BHARAT STAGE II,Meghalaya(15),2025,SEP,0
3,BHARAT STAGE III,Meghalaya(15),2025,SEP,29
4,BHARAT STAGE III (CEV),Meghalaya(15),2025,SEP,0
5,BHARAT STAGE III/IV,Meghalaya(15),2025,SEP,7
6,BHARAT STAGE IV,Meghalaya(15),2025,SEP,0
7,BHARAT STAGE VI,Meghalaya(15),2025,SEP,"3,560"
8,BHARAT (TREM) STAGE III A,Meghalaya(15),2025,SEP,2
9,CEV STAGE IV,Meghalaya(15),2025,SEP,0
10,CEV STAGE V,Meghalaya(15),2025,SEP,17
11,EURO 6,Meghalaya(15),2025,SEP,1
12,NOT AVAILABLE,Meghalaya(15),2025,SEP,86
13,TREM STAGE IV,Meghalaya(15),2025,SEP,0
1,BHARAT STAGE I,Meghalaya(15),2025,OCT,1
2,BHARAT STAGE II,Meghalaya(15),2025,OCT,2
3,BHARAT STAGE III,Meghalaya(15),2025,OCT,30
4,BHARAT STAGE III (CEV),Meghalaya(15),2025,OCT,0
5,BHARAT STAGE III/IV,Meghalaya(15),2025,OCT,4
6,BHARAT STAGE IV,Meghalaya(15),2025,OCT,0
7,BHARAT STAGE VI,Meghalaya(15),2025,OCT,"4,754"
8,BHARAT (TREM) STAGE III A,Meghalaya(15),2025,OCT,1
9,CEV STAGE IV,Meghalaya(15),2025,OCT,0
10,CEV STAGE V,Meghalaya(15),2025,OCT,38
11,EURO 6,Meghalaya(15),2025,OCT,0
12,NOT AVAILABLE,Meghalaya(15),2025,OCT,110
13,TREM STAGE IV,Meghalaya(15),2025,OCT,0
1,BHARAT STAGE I,Meghalaya(15),2025,NOV,0
2,BHARAT STAGE II,Meghalaya(15),2025,NOV,3
3,BHARAT STAGE III,Meghalaya(15),2025,NOV,20
4,BHARAT STAGE III (CEV),Meghalaya(15),2025,NOV,0
5,BHARAT STAGE III/IV,Meghalaya(15),2025,NOV,1
6,BHARAT STAGE IV,Meghalaya(15),2025,NOV,2
7,BHARAT STAGE VI,Meghalaya(15),2025,NOV,"3,874"
8,BHARAT (TREM) STAGE III A,Meghalaya(15),2025,NOV,4
9,CEV STAGE IV,Meghalaya(15),2025,NOV,0
10,CEV STAGE V,Meghalaya(15),2025,NOV,40
11,EURO 6,Meghalaya(15),2025,NOV,0
12,NOT AVAILABLE,Meghalaya(15),2025,NOV,162
13,TREM STAGE IV,Meghalaya(15),2025,NOV,0
1,BHARAT STAGE I,Meghalaya(15),2025,DEC,0
2,BHARAT STAGE II,Meghalaya(15),2025,DEC,3
3,BHARAT STAGE III,Meghalaya(15),2025,DEC,20
4,BHARAT STAGE III (CEV),Meghalaya(15),2025,DEC,0
5,BHARAT STAGE III/IV,Meghalaya(15),2025,DEC,2
6,BHARAT STAGE IV,Meghalaya(15),2025,DEC,0
7,BHARAT STAGE VI,Meghalaya(15),2025,DEC,"3,140"
8,BHARAT (TREM) STAGE III A,Meghalaya(15),2025,DEC,0
9,CEV STAGE IV,Meghalaya(15),2025,DEC,0
10,CEV STAGE V,Meghalaya(15),2025,DEC,28
11,EURO 6,Meghalaya(15),2025,DEC,0
12,NOT AVAILABLE,Meghalaya(15),2025,DEC,58
13,TREM STAGE IV,Meghalaya(15),2025,DEC,0
1,BHARAT STAGE III,Manipur(17),2025,JAN,7
2,BHARAT STAGE IV,Manipur(17),2025,JAN,8
3,BHARAT STAGE VI,Manipur(17),2025,JAN,"2,072"
4,BHARAT (TREM) STAGE III A,Manipur(17),2025,JAN,2
5,CEV STAGE IV,Manipur(17),2025,JAN,0
6,CEV STAGE V,Manipur(17),2025,JAN,0
7,EURO 3,Manipur(17),2025,JAN,0
8,NOT AVAILABLE,Manipur(17),2025,JAN,53
1,BHARAT STAGE III,Manipur(17),2025,FEB,4
2,BHARAT STAGE IV,Manipur(17),2025,FEB,19
3,BHARAT STAGE VI,Manipur(17),2025,FEB,"2,676"
4,BHARAT (TREM) STAGE III A,Manipur(17),2025,FEB,0
5,CEV STAGE IV,Manipur(17),2025,FEB,2
6,CEV STAGE V,Manipur(17),2025,FEB,0
7,EURO 3,Manipur(17),2025,FEB,2
8,NOT AVAILABLE,Manipur(17),2025,FEB,54
1,BHARAT STAGE III,Manipur(17),2025,MAR,1
2,BHARAT STAGE IV,Manipur(17),2025,MAR,14
3,BHARAT STAGE VI,Manipur(17),2025,MAR,"2,131"
4,BHARAT (TREM) STAGE III A,Manipur(17),2025,MAR,0
5,CEV STAGE IV,Manipur(17),2025,MAR,0
6,CEV STAGE V,Manipur(17),2025,MAR,2
7,EURO 3,Manipur(17),2025,MAR,1
8,NOT AVAILABLE,Manipur(17),2025,MAR,34
1,BHARAT STAGE III,Manipur(17),2025,APR,0
2,BHARAT STAGE IV,Manipur(17),2025,APR,10
3,BHARAT STAGE VI,Manipur(17),2025,APR,"2,841"
4,BHARAT (TREM) STAGE III A,Manipur(17),2025,APR,2
5,CEV STAGE IV,Manipur(17),2025,APR,1
6,CEV STAGE V,Manipur(17),2025,APR,0
7,EURO 3,Manipur(17),2025,APR,0
8,NOT AVAILABLE,Manipur(17),2025,APR,79
1,BHARAT STAGE III,Manipur(17),2025,MAY,7
2,BHARAT STAGE IV,Manipur(17),2025,MAY,19
3,BHARAT STAGE VI,Manipur(17),2025,MAY,"1,211"
4,BHARAT (TREM) STAGE III A,Manipur(17),2025,MAY,0
5,CEV STAGE IV,Manipur(17),2025,MAY,7
6,CEV STAGE V,Manipur(17),2025,MAY,3
7,EURO 3,Manipur(17),2025,MAY,1
8,NOT AVAILABLE,Manipur(17),2025,MAY,31
1,BHARAT STAGE III,Manipur(17),2025,JUN,2
2,BHARAT STAGE IV,Manipur(17),2025,JUN,15
3,BHARAT STAGE VI,Manipur(17),2025,JUN,"2,905"
4,BHARAT (TREM) STAGE III A,Manipur(17),2025,JUN,12
5,CEV STAGE IV,Manipur(17),2025,JUN,4
6,CEV STAGE V,Manipur(17),2025,JUN,0
7,EURO 3,Manipur(17),2025,JUN,2
8,NOT AVAILABLE,Manipur(17),2025,JUN,124
1,BHARAT STAGE III,Manipur(17),2025,JUL,0
2,BHARAT STAGE IV,Manipur(17),2025,JUL,0
3,BHARAT STAGE VI,Manipur(17),2025,JUL,"2,568"
4,BHARAT (TREM) STAGE III A,Manipur(17),2025,JUL,3
5,CEV STAGE IV,Manipur(17),2025,JUL,0
6,CEV STAGE V,Manipur(17),2025,JUL,8
7,EURO 3,Manipur(17),2025,JUL,0
8,NOT AVAILABLE,Manipur(17),2025,JUL,70
1,BHARAT STAGE III,Manipur(17),2025,AUG,30
