S No,Fuel,State,Year,Vehicle Category,Value
19,PETROL/LPG,All Vahan4 Running States (35/36),2026,EURO 3,0
20,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 3,0
21,PURE EV,All Vahan4 Running States (35/36),2026,EURO 3,0
22,STRONG HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 3,0
1,CNG ONLY,All Vahan4 Running States (35/36),2026,EURO 4,0
2,DIESEL,All Vahan4 Running States (35/36),2026,EURO 4,0
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2026,EURO 4,0
4,ELECTRIC(BOV),All Vahan4 Running States (35/36),2026,EURO 4,0
5,ETHANOL,All Vahan4 Running States (35/36),2026,EURO 4,0
6,FLEX-FUEL(BIO-DIESEL),All Vahan4 Running States (35/36),2026,EURO 4,0
7,LNG,All Vahan4 Running States (35/36),2026,EURO 4,0
8,LPG ONLY,All Vahan4 Running States (35/36),2026,EURO 4,0
9,NOT APPLICABLE,All Vahan4 Running States (35/36),2026,EURO 4,0
10,PETROL,All Vahan4 Running States (35/36),2026,EURO 4,0
11,PETROL/CNG,All Vahan4 Running States (35/36),2026,EURO 4,0
12,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2026,EURO 4,0
13,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2026,EURO 4,0
14,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO 4,0
15,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2026,EURO 4,0
16,PETROL/ETHANOL,All Vahan4 Running States (35/36),2026,EURO 4,0
17,PETROL/HYBRID,All Vahan4 Running States (35/36),2026,EURO 4,0
18,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO 4,0
19,PETROL/LPG,All Vahan4 Running States (35/36),2026,EURO 4,0
20,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 4,0
21,PURE EV,All Vahan4 Running States (35/36),2026,EURO 4,0
22,STRONG HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 4,0
1,CNG ONLY,All Vahan4 Running States (35/36),2026,EURO 6,0
2,DIESEL,All Vahan4 Running States (35/36),2026,EURO 6,11
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6,0
4,ELECTRIC(BOV),All Vahan4 Running States (35/36),2026,EURO 6,1
5,ETHANOL,All Vahan4 Running States (35/36),2026,EURO 6,0
6,FLEX-FUEL(BIO-DIESEL),All Vahan4 Running States (35/36),2026,EURO 6,0
7,LNG,All Vahan4 Running States (35/36),2026,EURO 6,0
8,LPG ONLY,All Vahan4 Running States (35/36),2026,EURO 6,0
9,NOT APPLICABLE,All Vahan4 Running States (35/36),2026,EURO 6,0
10,PETROL,All Vahan4 Running States (35/36),2026,EURO 6,3
11,PETROL/CNG,All Vahan4 Running States (35/36),2026,EURO 6,0
12,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2026,EURO 6,0
13,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6,0
14,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO 6,0
15,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2026,EURO 6,0
16,PETROL/ETHANOL,All Vahan4 Running States (35/36),2026,EURO 6,0
17,PETROL/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6,0
18,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO 6,0
19,PETROL/LPG,All Vahan4 Running States (35/36),2026,EURO 6,0
20,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 6,0
21,PURE EV,All Vahan4 Running States (35/36),2026,EURO 6,0
22,STRONG HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 6,0
1,CNG ONLY,All Vahan4 Running States (35/36),2026,EURO 6A,0
2,DIESEL,All Vahan4 Running States (35/36),2026,EURO 6A,0
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6A,0
4,ELECTRIC(BOV),All Vahan4 Running States (35/36),2026,EURO 6A,0
5,ETHANOL,All Vahan4 Running States (35/36),2026,EURO 6A,0
6,FLEX-FUEL(BIO-DIESEL),All Vahan4 Running States (35/36),2026,EURO 6A,0
7,LNG,All Vahan4 Running States (35/36),2026,EURO 6A,0
8,LPG ONLY,All Vahan4 Running States (35/36),2026,EURO 6A,0
9,NOT APPLICABLE,All Vahan4 Running States (35/36),2026,EURO 6A,0
10,PETROL,All Vahan4 Running States (35/36),2026,EURO 6A,0
11,PETROL/CNG,All Vahan4 Running States (35/36),2026,EURO 6A,0
12,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2026,EURO 6A,0
13,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6A,0
14,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO 6A,0
15,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2026,EURO 6A,0
16,PETROL/ETHANOL,All Vahan4 Running States (35/36),2026,EURO 6A,0
17,PETROL/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6A,0
18,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO 6A,0
19,PETROL/LPG,All Vahan4 Running States (35/36),2026,EURO 6A,0
20,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 6A,0
21,PURE EV,All Vahan4 Running States (35/36),2026,EURO 6A,0
22,STRONG HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 6A,0
1,CNG ONLY,All Vahan4 Running States (35/36),2026,EURO  6AD,0
2,DIESEL,All Vahan4 Running States (35/36),2026,EURO  6AD,0
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2026,EURO  6AD,0
4,ELECTRIC(BOV),All Vahan4 Running States (35/36),2026,EURO  6AD,0
5,ETHANOL,All Vahan4 Running States (35/36),2026,EURO  6AD,0
6,FLEX-FUEL(BIO-DIESEL),All Vahan4 Running States (35/36),2026,EURO  6AD,0
7,LNG,All Vahan4 Running States (35/36),2026,EURO  6AD,0
8,LPG ONLY,All Vahan4 Running States (35/36),2026,EURO  6AD,0
9,NOT APPLICABLE,All Vahan4 Running States (35/36),2026,EURO  6AD,0
10,PETROL,All Vahan4 Running States (35/36),2026,EURO  6AD,0
11,PETROL/CNG,All Vahan4 Running States (35/36),2026,EURO  6AD,0
12,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2026,EURO  6AD,0
13,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2026,EURO  6AD,0
14,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO  6AD,0
15,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2026,EURO  6AD,0
16,PETROL/ETHANOL,All Vahan4 Running States (35/36),2026,EURO  6AD,0
17,PETROL/HYBRID,All Vahan4 Running States (35/36),2026,EURO  6AD,0
18,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO  6AD,0
19,PETROL/LPG,All Vahan4 Running States (35/36),2026,EURO  6AD,0
20,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2026,EURO  6AD,0
21,PURE EV,All Vahan4 Running States (35/36),2026,EURO  6AD,0
22,STRONG HYBRID EV,All Vahan4 Running States (35/36),2026,EURO  6AD,0
1,CNG ONLY,All Vahan4 Running States (35/36),2026,EURO 6B,0
2,DIESEL,All Vahan4 Running States (35/36),2026,EURO 6B,0
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6B,0
4,ELECTRIC(BOV),All Vahan4 Running States (35/36),2026,EURO 6B,0
5,ETHANOL,All Vahan4 Running States (35/36),2026,EURO 6B,0
6,FLEX-FUEL(BIO-DIESEL),All Vahan4 Running States (35/36),2026,EURO 6B,0
7,LNG,All Vahan4 Running States (35/36),2026,EURO 6B,0
8,LPG ONLY,All Vahan4 Running States (35/36),2026,EURO 6B,0
9,NOT APPLICABLE,All Vahan4 Running States (35/36),2026,EURO 6B,0
10,PETROL,All Vahan4 Running States (35/36),2026,EURO 6B,0
11,PETROL/CNG,All Vahan4 Running States (35/36),2026,EURO 6B,0
12,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2026,EURO 6B,0
13,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6B,0
14,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO 6B,0
15,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2026,EURO 6B,0
16,PETROL/ETHANOL,All Vahan4 Running States (35/36),2026,EURO 6B,0
17,PETROL/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6B,0
18,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO 6B,0
19,PETROL/LPG,All Vahan4 Running States (35/36),2026,EURO 6B,0
20,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 6B,0
21,PURE EV,All Vahan4 Running States (35/36),2026,EURO 6B,0
22,STRONG HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 6B,0
1,CNG ONLY,All Vahan4 Running States (35/36),2026,EURO 6C,0
2,DIESEL,All Vahan4 Running States (35/36),2026,EURO 6C,0
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6C,0
4,ELECTRIC(BOV),All Vahan4 Running States (35/36),2026,EURO 6C,0
5,ETHANOL,All Vahan4 Running States (35/36),2026,EURO 6C,0
6,FLEX-FUEL(BIO-DIESEL),All Vahan4 Running States (35/36),2026,EURO 6C,0
7,LNG,All Vahan4 Running States (35/36),2026,EURO 6C,0
8,LPG ONLY,All Vahan4 Running States (35/36),2026,EURO 6C,0
9,NOT APPLICABLE,All Vahan4 Running States (35/36),2026,EURO 6C,0
10,PETROL,All Vahan4 Running States (35/36),2026,EURO 6C,0
11,PETROL/CNG,All Vahan4 Running States (35/36),2026,EURO 6C,0
12,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2026,EURO 6C,0
13,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6C,0
14,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO 6C,0
15,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2026,EURO 6C,0
16,PETROL/ETHANOL,All Vahan4 Running States (35/36),2026,EURO 6C,0
17,PETROL/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6C,0
18,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO 6C,0
19,PETROL/LPG,All Vahan4 Running States (35/36),2026,EURO 6C,0
20,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 6C,0
21,PURE EV,All Vahan4 Running States (35/36),2026,EURO 6C,0
22,STRONG HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 6C,0
1,CNG ONLY,All Vahan4 Running States (35/36),2026,EURO 6D,0
2,DIESEL,All Vahan4 Running States (35/36),2026,EURO 6D,0
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6D,0
4,ELECTRIC(BOV),All Vahan4 Running States (35/36),2026,EURO 6D,0
5,ETHANOL,All Vahan4 Running States (35/36),2026,EURO 6D,0
6,FLEX-FUEL(BIO-DIESEL),All Vahan4 Running States (35/36),2026,EURO 6D,0
7,LNG,All Vahan4 Running States (35/36),2026,EURO 6D,0
8,LPG ONLY,All Vahan4 Running States (35/36),2026,EURO 6D,0
9,NOT APPLICABLE,All Vahan4 Running States (35/36),2026,EURO 6D,0
10,PETROL,All Vahan4 Running States (35/36),2026,EURO 6D,0
11,PETROL/CNG,All Vahan4 Running States (35/36),2026,EURO 6D,0
12,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2026,EURO 6D,0
13,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6D,0
14,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO 6D,0
15,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2026,EURO 6D,0
16,PETROL/ETHANOL,All Vahan4 Running States (35/36),2026,EURO 6D,0
17,PETROL/HYBRID,All Vahan4 Running States (35/36),2026,EURO 6D,0
18,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2026,EURO 6D,0
19,PETROL/LPG,All Vahan4 Running States (35/36),2026,EURO 6D,0
20,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 6D,0
21,PURE EV,All Vahan4 Running States (35/36),2026,EURO 6D,0
22,STRONG HYBRID EV,All Vahan4 Running States (35/36),2026,EURO 6D,0
1,CNG ONLY,All Vahan4 Running States (35/36),2026,Not Applicable,0
2,DIESEL,All Vahan4 Running States (35/36),2026,Not Applicable,0
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2026,Not Applicable,0
4,ELECTRIC(BOV),All Vahan4 Running States (35/36),2026,Not Applicable,0
5,ETHANOL,All Vahan4 Running States (35/36),2026,Not Applicable,0
6,FLEX-FUEL(BIO-DIESEL),All Vahan4 Running States (35/36),2026,Not Applicable,0
7,LNG,All Vahan4 Running States (35/36),2026,Not Applicable,0
8,LPG ONLY,All Vahan4 Running States (35/36),2026,Not Applicable,0
9,NOT APPLICABLE,All Vahan4 Running States (35/36),2026,Not Applicable,0
10,PETROL,All Vahan4 Running States (35/36),2026,Not Applicable,0
11,PETROL/CNG,All Vahan4 Running States (35/36),2026,Not Applicable,0
12,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2026,Not Applicable,0
13,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2026,Not Applicable,0
14,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2026,Not Applicable,0
15,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2026,Not Applicable,0
16,PETROL/ETHANOL,All Vahan4 Running States (35/36),2026,Not Applicable,0
17,PETROL/HYBRID,All Vahan4 Running States (35/36),2026,Not Applicable,0
18,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2026,Not Applicable,0
19,PETROL/LPG,All Vahan4 Running States (35/36),2026,Not Applicable,0
20,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2026,Not Applicable,0
21,PURE EV,All Vahan4 Running States (35/36),2026,Not Applicable,0
22,STRONG HYBRID EV,All Vahan4 Running States (35/36),2026,Not Applicable,0
1,CNG ONLY,All Vahan4 Running States (35/36),2026,Not Available,0
2,DIESEL,All Vahan4 Running States (35/36),2026,Not Available,1
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2026,Not Available,0
4,ELECTRIC(BOV),All Vahan4 Running States (35/36),2026,Not Available,"85,866"
5,ETHANOL,All Vahan4 Running States (35/36),2026,Not Available,0
6,FLEX-FUEL(BIO-DIESEL),All Vahan4 Running States (35/36),2026,Not Available,0
7,LNG,All Vahan4 Running States (35/36),2026,Not Available,0
8,LPG ONLY,All Vahan4 Running States (35/36),2026,Not Available,0
9,NOT APPLICABLE,All Vahan4 Running States (35/36),2026,Not Available,"12,777"
10,PETROL,All Vahan4 Running States (35/36),2026,Not Available,5
11,PETROL/CNG,All Vahan4 Running States (35/36),2026,Not Available,0
12,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2026,Not Available,0
13,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2026,Not Available,0
14,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2026,Not Available,0
15,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2026,Not Available,0
16,PETROL/ETHANOL,All Vahan4 Running States (35/36),2026,Not Available,0
17,PETROL/HYBRID,All Vahan4 Running States (35/36),2026,Not Available,0
18,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2026,Not Available,0
19,PETROL/LPG,All Vahan4 Running States (35/36),2026,Not Available,0
20,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2026,Not Available,0
21,PURE EV,All Vahan4 Running States (35/36),2026,Not Available,"2,83,421"
22,STRONG HYBRID EV,All Vahan4 Running States (35/36),2026,Not Available,0
1,CNG ONLY,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
2,DIESEL,All Vahan4 Running States (35/36),2026,TREM STAGE IV,"7,190"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
4,ELECTRIC(BOV),All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
5,ETHANOL,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
6,FLEX-FUEL(BIO-DIESEL),All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
7,LNG,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
8,LPG ONLY,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
9,NOT APPLICABLE,All Vahan4 Running States (35/36),2026,TREM STAGE IV,1
10,PETROL,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
11,PETROL/CNG,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
12,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
13,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
14,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
15,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
16,PETROL/ETHANOL,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
17,PETROL/HYBRID,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
18,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
19,PETROL/LPG,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
20,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
21,PURE EV,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
22,STRONG HYBRID EV,All Vahan4 Running States (35/36),2026,TREM STAGE IV,0
1,CNG ONLY,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
2,DIESEL,All Vahan4 Running States (35/36),2026,TREM STAGE V,61
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
4,ELECTRIC(BOV),All Vahan4 Running States (35/36),2026,TREM STAGE V,0
5,ETHANOL,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
6,FLEX-FUEL(BIO-DIESEL),All Vahan4 Running States (35/36),2026,TREM STAGE V,0
7,LNG,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
8,LPG ONLY,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
9,NOT APPLICABLE,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
10,PETROL,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
11,PETROL/CNG,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
12,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
13,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
14,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
15,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
16,PETROL/ETHANOL,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
17,PETROL/HYBRID,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
18,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
19,PETROL/LPG,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
20,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
21,PURE EV,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
22,STRONG HYBRID EV,All Vahan4 Running States (35/36),2026,TREM STAGE V,0
1,DIESEL,Andaman & Nicobar Island(3),2026,BS I,0
2,PETROL,Andaman & Nicobar Island(3),2026,BS I,0
3,PETROL/CNG,Andaman & Nicobar Island(3),2026,BS I,0
4,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2026,BS I,0
5,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2026,BS I,0
6,PETROL/ETHANOL,Andaman & Nicobar Island(3),2026,BS I,0
7,PETROL/HYBRID,Andaman & Nicobar Island(3),2026,BS I,0
8,PURE EV,Andaman & Nicobar Island(3),2026,BS I,0
9,STRONG HYBRID EV,Andaman & Nicobar Island(3),2026,BS I,0
1,DIESEL,Andaman & Nicobar Island(3),2026,BS II,0
2,PETROL,Andaman & Nicobar Island(3),2026,BS II,0
3,PETROL/CNG,Andaman & Nicobar Island(3),2026,BS II,0
4,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2026,BS II,0
5,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2026,BS II,0
6,PETROL/ETHANOL,Andaman & Nicobar Island(3),2026,BS II,0
7,PETROL/HYBRID,Andaman & Nicobar Island(3),2026,BS II,0
8,PURE EV,Andaman & Nicobar Island(3),2026,BS II,0
9,STRONG HYBRID EV,Andaman & Nicobar Island(3),2026,BS II,0
1,DIESEL,Andaman & Nicobar Island(3),2026,BS III,0
2,PETROL,Andaman & Nicobar Island(3),2026,BS III,0
3,PETROL/CNG,Andaman & Nicobar Island(3),2026,BS III,0
4,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2026,BS III,0
5,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2026,BS III,0
6,PETROL/ETHANOL,Andaman & Nicobar Island(3),2026,BS III,0
7,PETROL/HYBRID,Andaman & Nicobar Island(3),2026,BS III,0
8,PURE EV,Andaman & Nicobar Island(3),2026,BS III,0
9,STRONG HYBRID EV,Andaman & Nicobar Island(3),2026,BS III,0
1,DIESEL,Andaman & Nicobar Island(3),2026,BS III (CEV),0
2,PETROL,Andaman & Nicobar Island(3),2026,BS III (CEV),0
3,PETROL/CNG,Andaman & Nicobar Island(3),2026,BS III (CEV),0
4,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2026,BS III (CEV),0
5,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2026,BS III (CEV),0
6,PETROL/ETHANOL,Andaman & Nicobar Island(3),2026,BS III (CEV),0
7,PETROL/HYBRID,Andaman & Nicobar Island(3),2026,BS III (CEV),0
8,PURE EV,Andaman & Nicobar Island(3),2026,BS III (CEV),0
9,STRONG HYBRID EV,Andaman & Nicobar Island(3),2026,BS III (CEV),0
1,DIESEL,Andaman & Nicobar Island(3),2026,BS III/IV,0
2,PETROL,Andaman & Nicobar Island(3),2026,BS III/IV,0
3,PETROL/CNG,Andaman & Nicobar Island(3),2026,BS III/IV,0
4,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2026,BS III/IV,0
5,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2026,BS III/IV,0
6,PETROL/ETHANOL,Andaman & Nicobar Island(3),2026,BS III/IV,0
7,PETROL/HYBRID,Andaman & Nicobar Island(3),2026,BS III/IV,0
8,PURE EV,Andaman & Nicobar Island(3),2026,BS III/IV,0
9,STRONG HYBRID EV,Andaman & Nicobar Island(3),2026,BS III/IV,0
1,DIESEL,Andaman & Nicobar Island(3),2026,BS IV,0
2,PETROL,Andaman & Nicobar Island(3),2026,BS IV,0
3,PETROL/CNG,Andaman & Nicobar Island(3),2026,BS IV,0
4,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2026,BS IV,0
5,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2026,BS IV,0
6,PETROL/ETHANOL,Andaman & Nicobar Island(3),2026,BS IV,0
7,PETROL/HYBRID,Andaman & Nicobar Island(3),2026,BS IV,0
8,PURE EV,Andaman & Nicobar Island(3),2026,BS IV,0
9,STRONG HYBRID EV,Andaman & Nicobar Island(3),2026,BS IV,0
1,DIESEL,Andaman & Nicobar Island(3),2026,BS IV/VI,0
2,PETROL,Andaman & Nicobar Island(3),2026,BS IV/VI,0
3,PETROL/CNG,Andaman & Nicobar Island(3),2026,BS IV/VI,0
4,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2026,BS IV/VI,0
5,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2026,BS IV/VI,0
6,PETROL/ETHANOL,Andaman & Nicobar Island(3),2026,BS IV/VI,0
7,PETROL/HYBRID,Andaman & Nicobar Island(3),2026,BS IV/VI,0
8,PURE EV,Andaman & Nicobar Island(3),2026,BS IV/VI,0
9,STRONG HYBRID EV,Andaman & Nicobar Island(3),2026,BS IV/VI,0
1,DIESEL,Andaman & Nicobar Island(3),2026,BS VI,102
2,PETROL,Andaman & Nicobar Island(3),2026,BS VI,445
3,PETROL/CNG,Andaman & Nicobar Island(3),2026,BS VI,3
4,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2026,BS VI,1
5,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2026,BS VI,49
6,PETROL/ETHANOL,Andaman & Nicobar Island(3),2026,BS VI,"1,129"
7,PETROL/HYBRID,Andaman & Nicobar Island(3),2026,BS VI,10
8,PURE EV,Andaman & Nicobar Island(3),2026,BS VI,0
9,STRONG HYBRID EV,Andaman & Nicobar Island(3),2026,BS VI,5
1,DIESEL,Andaman & Nicobar Island(3),2026,B(T)S III,0
2,PETROL,Andaman & Nicobar Island(3),2026,B(T)S III,0
3,PETROL/CNG,Andaman & Nicobar Island(3),2026,B(T)S III,0
4,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2026,B(T)S III,0
5,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2026,B(T)S III,0
6,PETROL/ETHANOL,Andaman & Nicobar Island(3),2026,B(T)S III,0
7,PETROL/HYBRID,Andaman & Nicobar Island(3),2026,B(T)S III,0
8,PURE EV,Andaman & Nicobar Island(3),2026,B(T)S III,0
9,STRONG HYBRID EV,Andaman & Nicobar Island(3),2026,B(T)S III,0
1,DIESEL,Andaman & Nicobar Island(3),2026,B(T)S III A,0
2,PETROL,Andaman & Nicobar Island(3),2026,B(T)S III A,0
3,PETROL/CNG,Andaman & Nicobar Island(3),2026,B(T)S III A,0
4,PETROL(E20)/CNG,Andaman & Nicobar Island(3),2026,B(T)S III A,0
5,PETROL(E20)/HYBRID,Andaman & Nicobar Island(3),2026,B(T)S III A,0
6,PETROL/ETHANOL,Andaman & Nicobar Island(3),2026,B(T)S III A,0
7,PETROL/HYBRID,Andaman & Nicobar Island(3),2026,B(T)S III A,0
8,PURE EV,Andaman & Nicobar Island(3),2026,B(T)S III A,0
9,STRONG HYBRID EV,Andaman & Nicobar Island(3),2026,B(T)S III A,0
1,DIESEL,Andaman & Nicobar Island(3),2026,B(T)S III B,0
2,PETROL,Andaman & Nicobar Island(3),2026,B(T)S III B,0
3,PETROL/CNG,Andaman & Nicobar Island(3),2026,B(T)S III B,0
