S No,Vehicle Category,State,Year,Norms,Value
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,EURO 6,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO 6A,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,EURO 6A,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO 6A,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,EURO 6A,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,EURO 6A,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO 6A,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,EURO 6A,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,EURO 6A,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO  6AD,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO  6AD,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,EURO  6AD,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,EURO  6AD,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO  6AD,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,EURO  6AD,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,EURO  6AD,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO 6B,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,1
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,EURO 6B,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO 6B,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,EURO 6B,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,EURO 6B,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO 6B,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,EURO 6B,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,EURO 6B,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO 6C,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,EURO 6C,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO 6C,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,EURO 6C,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,EURO 6C,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO 6C,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,EURO 6C,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,EURO 6C,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO 6D,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,1
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,EURO 6D,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO 6D,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,EURO 6D,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,EURO 6D,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,EURO 6D,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,EURO 6D,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,EURO 6D,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Not Applicable,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,2
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,1
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,4
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Not Applicable,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Not Applicable,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Not Applicable,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Not Applicable,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Not Applicable,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Not Applicable,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Not Applicable,2
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Not Applicable,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Not Available,56
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,"2,244"
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,17
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,"4,395"
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,"24,107"
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,"2,17,690"
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,"6,792"
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,156
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,"2,782"
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Not Available,84
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Not Available,404
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Not Available,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Not Available,756
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Not Available,"7,97,005"
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Not Available,61
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Not Available,"12,73,744"
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Not Available,"7,329"
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE IV,8
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE IV,995
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE IV,"17,821"
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE IV,42
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,TREM STAGE IV,"17,310"
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,TREM STAGE V,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE V,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE V,1
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE V,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE V,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE V,12
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE V,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE V,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE V,12
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,TREM STAGE V,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,TREM STAGE V,537
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,TREM STAGE V,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,TREM STAGE V,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,TREM STAGE V,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,TREM STAGE V,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,TREM STAGE V,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,TREM STAGE V,0
1,HEAVY GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS I,0
2,HEAVY PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS I,0
3,LIGHT GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS I,0
4,LIGHT MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS I,0
5,LIGHT PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS I,0
6,MEDIUM GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS I,0
7,MEDIUM MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS I,0
8,MEDIUM PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS I,0
9,OTHER THAN MENTIONED ABOVE,Andaman & Nicobar Island(3),2025,BS I,0
10,THREE WHEELER(T),Andaman & Nicobar Island(3),2025,BS I,0
11,TWO WHEELER (INVALID CARRIAGE),Andaman & Nicobar Island(3),2025,BS I,0
12,TWO WHEELER(NT),Andaman & Nicobar Island(3),2025,BS I,0
13,TWO WHEELER(T),Andaman & Nicobar Island(3),2025,BS I,0
1,HEAVY GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS II,0
2,HEAVY PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS II,0
3,LIGHT GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS II,0
4,LIGHT MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS II,0
5,LIGHT PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS II,0
6,MEDIUM GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS II,0
7,MEDIUM MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS II,0
8,MEDIUM PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS II,0
9,OTHER THAN MENTIONED ABOVE,Andaman & Nicobar Island(3),2025,BS II,0
10,THREE WHEELER(T),Andaman & Nicobar Island(3),2025,BS II,0
11,TWO WHEELER (INVALID CARRIAGE),Andaman & Nicobar Island(3),2025,BS II,0
12,TWO WHEELER(NT),Andaman & Nicobar Island(3),2025,BS II,0
13,TWO WHEELER(T),Andaman & Nicobar Island(3),2025,BS II,0
1,HEAVY GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS III,0
2,HEAVY PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS III,0
3,LIGHT GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS III,0
4,LIGHT MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS III,0
5,LIGHT PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS III,0
6,MEDIUM GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS III,0
7,MEDIUM MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS III,0
8,MEDIUM PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS III,0
9,OTHER THAN MENTIONED ABOVE,Andaman & Nicobar Island(3),2025,BS III,0
10,THREE WHEELER(T),Andaman & Nicobar Island(3),2025,BS III,0
11,TWO WHEELER (INVALID CARRIAGE),Andaman & Nicobar Island(3),2025,BS III,0
12,TWO WHEELER(NT),Andaman & Nicobar Island(3),2025,BS III,0
13,TWO WHEELER(T),Andaman & Nicobar Island(3),2025,BS III,0
1,HEAVY GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS III (CEV),0
2,HEAVY PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS III (CEV),0
3,LIGHT GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS III (CEV),0
4,LIGHT MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS III (CEV),0
5,LIGHT PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS III (CEV),0
6,MEDIUM GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS III (CEV),0
7,MEDIUM MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS III (CEV),2
8,MEDIUM PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS III (CEV),0
9,OTHER THAN MENTIONED ABOVE,Andaman & Nicobar Island(3),2025,BS III (CEV),0
10,THREE WHEELER(T),Andaman & Nicobar Island(3),2025,BS III (CEV),0
11,TWO WHEELER (INVALID CARRIAGE),Andaman & Nicobar Island(3),2025,BS III (CEV),0
12,TWO WHEELER(NT),Andaman & Nicobar Island(3),2025,BS III (CEV),0
13,TWO WHEELER(T),Andaman & Nicobar Island(3),2025,BS III (CEV),0
1,HEAVY GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS III/IV,0
2,HEAVY PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS III/IV,0
3,LIGHT GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS III/IV,0
4,LIGHT MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS III/IV,0
5,LIGHT PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS III/IV,0
6,MEDIUM GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS III/IV,0
7,MEDIUM MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS III/IV,0
8,MEDIUM PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS III/IV,0
9,OTHER THAN MENTIONED ABOVE,Andaman & Nicobar Island(3),2025,BS III/IV,0
10,THREE WHEELER(T),Andaman & Nicobar Island(3),2025,BS III/IV,0
11,TWO WHEELER (INVALID CARRIAGE),Andaman & Nicobar Island(3),2025,BS III/IV,0
12,TWO WHEELER(NT),Andaman & Nicobar Island(3),2025,BS III/IV,0
13,TWO WHEELER(T),Andaman & Nicobar Island(3),2025,BS III/IV,0
1,HEAVY GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS IV,0
2,HEAVY PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS IV,0
3,LIGHT GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS IV,0
4,LIGHT MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS IV,0
5,LIGHT PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS IV,0
6,MEDIUM GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS IV,0
7,MEDIUM MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS IV,0
8,MEDIUM PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS IV,0
9,OTHER THAN MENTIONED ABOVE,Andaman & Nicobar Island(3),2025,BS IV,0
10,THREE WHEELER(T),Andaman & Nicobar Island(3),2025,BS IV,0
11,TWO WHEELER (INVALID CARRIAGE),Andaman & Nicobar Island(3),2025,BS IV,0
12,TWO WHEELER(NT),Andaman & Nicobar Island(3),2025,BS IV,0
13,TWO WHEELER(T),Andaman & Nicobar Island(3),2025,BS IV,0
1,HEAVY GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS IV/VI,0
2,HEAVY PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS IV/VI,0
3,LIGHT GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS IV/VI,0
4,LIGHT MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS IV/VI,0
5,LIGHT PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS IV/VI,0
6,MEDIUM GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS IV/VI,0
7,MEDIUM MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS IV/VI,0
8,MEDIUM PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS IV/VI,0
9,OTHER THAN MENTIONED ABOVE,Andaman & Nicobar Island(3),2025,BS IV/VI,0
10,THREE WHEELER(T),Andaman & Nicobar Island(3),2025,BS IV/VI,0
11,TWO WHEELER (INVALID CARRIAGE),Andaman & Nicobar Island(3),2025,BS IV/VI,0
12,TWO WHEELER(NT),Andaman & Nicobar Island(3),2025,BS IV/VI,0
13,TWO WHEELER(T),Andaman & Nicobar Island(3),2025,BS IV/VI,0
1,HEAVY GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS VI,87
2,HEAVY PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS VI,8
3,LIGHT GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS VI,231
4,LIGHT MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS VI,"2,152"
5,LIGHT PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS VI,397
6,MEDIUM GOODS VEHICLE,Andaman & Nicobar Island(3),2025,BS VI,4
7,MEDIUM MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,BS VI,0
8,MEDIUM PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,BS VI,6
9,OTHER THAN MENTIONED ABOVE,Andaman & Nicobar Island(3),2025,BS VI,0
10,THREE WHEELER(T),Andaman & Nicobar Island(3),2025,BS VI,223
11,TWO WHEELER (INVALID CARRIAGE),Andaman & Nicobar Island(3),2025,BS VI,3
12,TWO WHEELER(NT),Andaman & Nicobar Island(3),2025,BS VI,"6,265"
13,TWO WHEELER(T),Andaman & Nicobar Island(3),2025,BS VI,111
1,HEAVY GOODS VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III,0
2,HEAVY PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III,0
3,LIGHT GOODS VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III,0
4,LIGHT MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III,0
5,LIGHT PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III,0
6,MEDIUM GOODS VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III,0
7,MEDIUM MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III,0
8,MEDIUM PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III,0
9,OTHER THAN MENTIONED ABOVE,Andaman & Nicobar Island(3),2025,B(T)S III,0
10,THREE WHEELER(T),Andaman & Nicobar Island(3),2025,B(T)S III,0
11,TWO WHEELER (INVALID CARRIAGE),Andaman & Nicobar Island(3),2025,B(T)S III,0
12,TWO WHEELER(NT),Andaman & Nicobar Island(3),2025,B(T)S III,0
13,TWO WHEELER(T),Andaman & Nicobar Island(3),2025,B(T)S III,0
1,HEAVY GOODS VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III A,0
2,HEAVY PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III A,0
3,LIGHT GOODS VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III A,0
4,LIGHT MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III A,4
5,LIGHT PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III A,0
6,MEDIUM GOODS VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III A,0
7,MEDIUM MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III A,0
8,MEDIUM PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III A,0
9,OTHER THAN MENTIONED ABOVE,Andaman & Nicobar Island(3),2025,B(T)S III A,0
10,THREE WHEELER(T),Andaman & Nicobar Island(3),2025,B(T)S III A,0
11,TWO WHEELER (INVALID CARRIAGE),Andaman & Nicobar Island(3),2025,B(T)S III A,0
12,TWO WHEELER(NT),Andaman & Nicobar Island(3),2025,B(T)S III A,0
13,TWO WHEELER(T),Andaman & Nicobar Island(3),2025,B(T)S III A,0
1,HEAVY GOODS VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III B,0
2,HEAVY PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III B,0
3,LIGHT GOODS VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III B,0
4,LIGHT MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III B,0
5,LIGHT PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III B,0
6,MEDIUM GOODS VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III B,0
7,MEDIUM MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III B,0
8,MEDIUM PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,B(T)S III B,0
9,OTHER THAN MENTIONED ABOVE,Andaman & Nicobar Island(3),2025,B(T)S III B,0
10,THREE WHEELER(T),Andaman & Nicobar Island(3),2025,B(T)S III B,0
11,TWO WHEELER (INVALID CARRIAGE),Andaman & Nicobar Island(3),2025,B(T)S III B,0
12,TWO WHEELER(NT),Andaman & Nicobar Island(3),2025,B(T)S III B,0
13,TWO WHEELER(T),Andaman & Nicobar Island(3),2025,B(T)S III B,0
1,HEAVY GOODS VEHICLE,Andaman & Nicobar Island(3),2025,CEV STAGE IV,0
2,HEAVY PASSENGER VEHICLE,Andaman & Nicobar Island(3),2025,CEV STAGE IV,0
3,LIGHT GOODS VEHICLE,Andaman & Nicobar Island(3),2025,CEV STAGE IV,0
4,LIGHT MOTOR VEHICLE,Andaman & Nicobar Island(3),2025,CEV STAGE IV,0
