S No,Vehicle Class,State,Year,Norms,Value
64,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2026,BS III/IV,0
65,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2026,BS III/IV,0
66,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2026,BS III/IV,0
67,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2026,BS III/IV,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2026,BS IV,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2026,BS IV,0
3,AMBULANCE,All Vahan4 Running States (35/36),2026,BS IV,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2026,BS IV,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2026,BS IV,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2026,BS IV,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2026,BS IV,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2026,BS IV,0
9,BUS,All Vahan4 Running States (35/36),2026,BS IV,3
10,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2026,BS IV,0
11,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2026,BS IV,0
12,CASH VAN,All Vahan4 Running States (35/36),2026,BS IV,0
13,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2026,BS IV,0
14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV,0
15,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2026,BS IV,0
16,DUMPER,All Vahan4 Running States (35/36),2026,BS IV,0
17,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2026,BS IV,0
18,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2026,BS IV,0
19,E-RICKSHAW(P),All Vahan4 Running States (35/36),2026,BS IV,0
20,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2026,BS IV,0
21,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV,0
22,EXCAVATOR (NT),All Vahan4 Running States (35/36),2026,BS IV,0
23,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2026,BS IV,0
24,FIRE TENDERS,All Vahan4 Running States (35/36),2026,BS IV,0
25,FORK LIFT,All Vahan4 Running States (35/36),2026,BS IV,0
26,GOODS CARRIER,All Vahan4 Running States (35/36),2026,BS IV,26
27,HARVESTER,All Vahan4 Running States (35/36),2026,BS IV,0
28,HEARSES,All Vahan4 Running States (35/36),2026,BS IV,0
29,LIBRARY VAN,All Vahan4 Running States (35/36),2026,BS IV,0
30,LUXURY CAB,All Vahan4 Running States (35/36),2026,BS IV,0
31,MAXI CAB,All Vahan4 Running States (35/36),2026,BS IV,8
32,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2026,BS IV,303
33,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2026,BS IV,0
34,MOBILE CANTEEN,All Vahan4 Running States (35/36),2026,BS IV,0
35,MOBILE CLINIC,All Vahan4 Running States (35/36),2026,BS IV,0
36,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2026,BS IV,0
37,MOPED,All Vahan4 Running States (35/36),2026,BS IV,0
38,MOTOR CAB,All Vahan4 Running States (35/36),2026,BS IV,1
39,MOTOR CAR,All Vahan4 Running States (35/36),2026,BS IV,103
40,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2026,BS IV,0
41,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2026,BS IV,0
42,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2026,BS IV,0
43,OMNI BUS,All Vahan4 Running States (35/36),2026,BS IV,0
44,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2026,BS IV,0
45,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2026,BS IV,0
46,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2026,BS IV,0
47,PULLER TRACTOR,All Vahan4 Running States (35/36),2026,BS IV,0
48,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV,0
49,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2026,BS IV,0
50,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2026,BS IV,0
51,ROAD ROLLER,All Vahan4 Running States (35/36),2026,BS IV,0
52,SCHOOL BUS,All Vahan4 Running States (35/36),2026,BS IV,0
53,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV,0
54,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2026,BS IV,0
55,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2026,BS IV,10
56,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2026,BS IV,0
57,TOWER WAGON,All Vahan4 Running States (35/36),2026,BS IV,0
58,TOW TRUCK,All Vahan4 Running States (35/36),2026,BS IV,0
59,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV,0
60,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV,0
61,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2026,BS IV,0
62,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV,0
63,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2026,BS IV,0
64,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2026,BS IV,0
65,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2026,BS IV,0
66,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2026,BS IV,0
67,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2026,BS IV,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2026,BS IV/VI,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2026,BS IV/VI,0
3,AMBULANCE,All Vahan4 Running States (35/36),2026,BS IV/VI,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2026,BS IV/VI,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2026,BS IV/VI,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2026,BS IV/VI,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2026,BS IV/VI,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2026,BS IV/VI,0
9,BUS,All Vahan4 Running States (35/36),2026,BS IV/VI,0
10,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2026,BS IV/VI,0
11,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2026,BS IV/VI,0
12,CASH VAN,All Vahan4 Running States (35/36),2026,BS IV/VI,0
13,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2026,BS IV/VI,0
14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV/VI,0
15,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2026,BS IV/VI,0
16,DUMPER,All Vahan4 Running States (35/36),2026,BS IV/VI,0
17,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2026,BS IV/VI,0
18,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2026,BS IV/VI,0
19,E-RICKSHAW(P),All Vahan4 Running States (35/36),2026,BS IV/VI,0
20,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2026,BS IV/VI,0
21,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV/VI,0
22,EXCAVATOR (NT),All Vahan4 Running States (35/36),2026,BS IV/VI,0
23,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2026,BS IV/VI,0
24,FIRE TENDERS,All Vahan4 Running States (35/36),2026,BS IV/VI,0
25,FORK LIFT,All Vahan4 Running States (35/36),2026,BS IV/VI,0
26,GOODS CARRIER,All Vahan4 Running States (35/36),2026,BS IV/VI,0
27,HARVESTER,All Vahan4 Running States (35/36),2026,BS IV/VI,0
28,HEARSES,All Vahan4 Running States (35/36),2026,BS IV/VI,0
29,LIBRARY VAN,All Vahan4 Running States (35/36),2026,BS IV/VI,0
30,LUXURY CAB,All Vahan4 Running States (35/36),2026,BS IV/VI,0
31,MAXI CAB,All Vahan4 Running States (35/36),2026,BS IV/VI,0
32,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2026,BS IV/VI,0
33,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2026,BS IV/VI,0
34,MOBILE CANTEEN,All Vahan4 Running States (35/36),2026,BS IV/VI,0
35,MOBILE CLINIC,All Vahan4 Running States (35/36),2026,BS IV/VI,0
36,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2026,BS IV/VI,0
37,MOPED,All Vahan4 Running States (35/36),2026,BS IV/VI,0
38,MOTOR CAB,All Vahan4 Running States (35/36),2026,BS IV/VI,0
39,MOTOR CAR,All Vahan4 Running States (35/36),2026,BS IV/VI,0
40,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2026,BS IV/VI,0
41,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2026,BS IV/VI,0
42,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2026,BS IV/VI,0
43,OMNI BUS,All Vahan4 Running States (35/36),2026,BS IV/VI,0
44,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2026,BS IV/VI,0
45,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2026,BS IV/VI,0
46,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2026,BS IV/VI,0
47,PULLER TRACTOR,All Vahan4 Running States (35/36),2026,BS IV/VI,0
48,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV/VI,0
49,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2026,BS IV/VI,0
50,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2026,BS IV/VI,0
51,ROAD ROLLER,All Vahan4 Running States (35/36),2026,BS IV/VI,0
52,SCHOOL BUS,All Vahan4 Running States (35/36),2026,BS IV/VI,0
53,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV/VI,0
54,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2026,BS IV/VI,0
55,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2026,BS IV/VI,0
56,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2026,BS IV/VI,0
57,TOWER WAGON,All Vahan4 Running States (35/36),2026,BS IV/VI,0
58,TOW TRUCK,All Vahan4 Running States (35/36),2026,BS IV/VI,0
59,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV/VI,0
60,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV/VI,0
61,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2026,BS IV/VI,0
62,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS IV/VI,0
63,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2026,BS IV/VI,0
64,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2026,BS IV/VI,0
65,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2026,BS IV/VI,0
66,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2026,BS IV/VI,0
67,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2026,BS IV/VI,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2026,BS VI,"7,745"
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2026,BS VI,3
3,AMBULANCE,All Vahan4 Running States (35/36),2026,BS VI,"2,111"
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2026,BS VI,26
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2026,BS VI,11
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2026,BS VI,"6,853"
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2026,BS VI,1
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2026,BS VI,7
9,BUS,All Vahan4 Running States (35/36),2026,BS VI,"8,440"
10,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2026,BS VI,42
11,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2026,BS VI,125
12,CASH VAN,All Vahan4 Running States (35/36),2026,BS VI,171
13,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2026,BS VI,148
14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS VI,29
15,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2026,BS VI,72
16,DUMPER,All Vahan4 Running States (35/36),2026,BS VI,"2,097"
17,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2026,BS VI,4
18,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2026,BS VI,"1,878"
19,E-RICKSHAW(P),All Vahan4 Running States (35/36),2026,BS VI,0
20,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2026,BS VI,0
21,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS VI,0
22,EXCAVATOR (NT),All Vahan4 Running States (35/36),2026,BS VI,2
23,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2026,BS VI,92
24,FIRE TENDERS,All Vahan4 Running States (35/36),2026,BS VI,70
25,FORK LIFT,All Vahan4 Running States (35/36),2026,BS VI,18
26,GOODS CARRIER,All Vahan4 Running States (35/36),2026,BS VI,"1,57,899"
27,HARVESTER,All Vahan4 Running States (35/36),2026,BS VI,0
28,HEARSES,All Vahan4 Running States (35/36),2026,BS VI,39
29,LIBRARY VAN,All Vahan4 Running States (35/36),2026,BS VI,1
30,LUXURY CAB,All Vahan4 Running States (35/36),2026,BS VI,69
31,MAXI CAB,All Vahan4 Running States (35/36),2026,BS VI,"4,574"
32,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2026,BS VI,"29,14,245"
33,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2026,BS VI,761
34,MOBILE CANTEEN,All Vahan4 Running States (35/36),2026,BS VI,2
35,MOBILE CLINIC,All Vahan4 Running States (35/36),2026,BS VI,37
36,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2026,BS VI,5
37,MOPED,All Vahan4 Running States (35/36),2026,BS VI,"56,661"
38,MOTOR CAB,All Vahan4 Running States (35/36),2026,BS VI,"52,235"
39,MOTOR CAR,All Vahan4 Running States (35/36),2026,BS VI,"7,28,166"
40,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2026,BS VI,13
41,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2026,BS VI,"2,149"
42,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2026,BS VI,"23,423"
43,OMNI BUS,All Vahan4 Running States (35/36),2026,BS VI,924
44,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2026,BS VI,"2,074"
45,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2026,BS VI,713
46,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2026,BS VI,313
47,PULLER TRACTOR,All Vahan4 Running States (35/36),2026,BS VI,11
48,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS VI,1
49,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2026,BS VI,3
50,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2026,BS VI,53
51,ROAD ROLLER,All Vahan4 Running States (35/36),2026,BS VI,0
52,SCHOOL BUS,All Vahan4 Running States (35/36),2026,BS VI,35
53,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS VI,0
54,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2026,BS VI,"19,721"
55,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2026,BS VI,"70,902"
56,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2026,BS VI,142
57,TOWER WAGON,All Vahan4 Running States (35/36),2026,BS VI,1
58,TOW TRUCK,All Vahan4 Running States (35/36),2026,BS VI,24
59,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS VI,0
60,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2026,BS VI,0
61,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2026,BS VI,2
62,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2026,BS VI,8
63,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2026,BS VI,0
64,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2026,BS VI,1
65,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2026,BS VI,19
66,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2026,BS VI,16
67,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2026,BS VI,62
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2026,B(T)S III,8
3,AMBULANCE,All Vahan4 Running States (35/36),2026,B(T)S III,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2026,B(T)S III,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2026,B(T)S III,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2026,B(T)S III,0
9,BUS,All Vahan4 Running States (35/36),2026,B(T)S III,0
10,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2026,B(T)S III,0
11,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2026,B(T)S III,0
12,CASH VAN,All Vahan4 Running States (35/36),2026,B(T)S III,0
13,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III,0
14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2026,B(T)S III,0
15,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III,0
16,DUMPER,All Vahan4 Running States (35/36),2026,B(T)S III,0
17,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2026,B(T)S III,1
18,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2026,B(T)S III,0
19,E-RICKSHAW(P),All Vahan4 Running States (35/36),2026,B(T)S III,0
20,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2026,B(T)S III,0
21,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2026,B(T)S III,0
22,EXCAVATOR (NT),All Vahan4 Running States (35/36),2026,B(T)S III,0
23,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III,0
24,FIRE TENDERS,All Vahan4 Running States (35/36),2026,B(T)S III,0
25,FORK LIFT,All Vahan4 Running States (35/36),2026,B(T)S III,0
26,GOODS CARRIER,All Vahan4 Running States (35/36),2026,B(T)S III,0
27,HARVESTER,All Vahan4 Running States (35/36),2026,B(T)S III,8
28,HEARSES,All Vahan4 Running States (35/36),2026,B(T)S III,0
29,LIBRARY VAN,All Vahan4 Running States (35/36),2026,B(T)S III,0
30,LUXURY CAB,All Vahan4 Running States (35/36),2026,B(T)S III,0
31,MAXI CAB,All Vahan4 Running States (35/36),2026,B(T)S III,0
32,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2026,B(T)S III,0
33,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2026,B(T)S III,0
34,MOBILE CANTEEN,All Vahan4 Running States (35/36),2026,B(T)S III,0
35,MOBILE CLINIC,All Vahan4 Running States (35/36),2026,B(T)S III,0
36,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2026,B(T)S III,0
37,MOPED,All Vahan4 Running States (35/36),2026,B(T)S III,0
38,MOTOR CAB,All Vahan4 Running States (35/36),2026,B(T)S III,0
39,MOTOR CAR,All Vahan4 Running States (35/36),2026,B(T)S III,0
40,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2026,B(T)S III,0
41,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2026,B(T)S III,0
42,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2026,B(T)S III,0
43,OMNI BUS,All Vahan4 Running States (35/36),2026,B(T)S III,0
44,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2026,B(T)S III,0
45,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III,0
46,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2026,B(T)S III,0
47,PULLER TRACTOR,All Vahan4 Running States (35/36),2026,B(T)S III,0
48,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2026,B(T)S III,0
49,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2026,B(T)S III,0
50,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III,0
51,ROAD ROLLER,All Vahan4 Running States (35/36),2026,B(T)S III,0
52,SCHOOL BUS,All Vahan4 Running States (35/36),2026,B(T)S III,0
53,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2026,B(T)S III,0
54,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2026,B(T)S III,0
55,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2026,B(T)S III,0
56,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2026,B(T)S III,0
57,TOWER WAGON,All Vahan4 Running States (35/36),2026,B(T)S III,0
58,TOW TRUCK,All Vahan4 Running States (35/36),2026,B(T)S III,0
59,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2026,B(T)S III,4
60,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2026,B(T)S III,0
61,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2026,B(T)S III,0
62,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2026,B(T)S III,0
63,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2026,B(T)S III,0
64,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III,0
65,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2026,B(T)S III,0
66,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2026,B(T)S III,0
67,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2026,B(T)S III,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III A,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2026,B(T)S III A,"1,68,485"
3,AMBULANCE,All Vahan4 Running States (35/36),2026,B(T)S III A,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2026,B(T)S III A,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III A,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III A,6
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2026,B(T)S III A,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2026,B(T)S III A,0
9,BUS,All Vahan4 Running States (35/36),2026,B(T)S III A,0
10,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2026,B(T)S III A,0
11,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2026,B(T)S III A,0
12,CASH VAN,All Vahan4 Running States (35/36),2026,B(T)S III A,0
13,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III A,20
14,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2026,B(T)S III A,0
15,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III A,0
16,DUMPER,All Vahan4 Running States (35/36),2026,B(T)S III A,0
17,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2026,B(T)S III A,0
18,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2026,B(T)S III A,0
19,E-RICKSHAW(P),All Vahan4 Running States (35/36),2026,B(T)S III A,0
20,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2026,B(T)S III A,0
21,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2026,B(T)S III A,0
22,EXCAVATOR (NT),All Vahan4 Running States (35/36),2026,B(T)S III A,0
23,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2026,B(T)S III A,0
