S No,Fuel,State,Year,Norms,Value
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,EURO 1,0
13,PETROL,All Vahan4 Running States (35/36),2025,EURO 1,21
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,EURO 1,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,EURO 1,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,EURO 1,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 1,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,EURO 1,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,EURO 1,1
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 1,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 1,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,EURO 1,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,EURO 1,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 1,0
25,PURE EV,All Vahan4 Running States (35/36),2025,EURO 1,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 1,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,EURO 2,0
2,DIESEL,All Vahan4 Running States (35/36),2025,EURO 2,0
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 2,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,EURO 2,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,EURO 2,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,EURO 2,0
7,ETHANOL,All Vahan4 Running States (35/36),2025,EURO 2,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,EURO 2,0
9,LNG,All Vahan4 Running States (35/36),2025,EURO 2,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,EURO 2,0
11,METHANOL,All Vahan4 Running States (35/36),2025,EURO 2,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,EURO 2,0
13,PETROL,All Vahan4 Running States (35/36),2025,EURO 2,30
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,EURO 2,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,EURO 2,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,EURO 2,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 2,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,EURO 2,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,EURO 2,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 2,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 2,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,EURO 2,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,EURO 2,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 2,0
25,PURE EV,All Vahan4 Running States (35/36),2025,EURO 2,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 2,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,EURO 3,0
2,DIESEL,All Vahan4 Running States (35/36),2025,EURO 3,2
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 3,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,EURO 3,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,EURO 3,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,EURO 3,0
7,ETHANOL,All Vahan4 Running States (35/36),2025,EURO 3,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,EURO 3,0
9,LNG,All Vahan4 Running States (35/36),2025,EURO 3,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,EURO 3,0
11,METHANOL,All Vahan4 Running States (35/36),2025,EURO 3,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,EURO 3,0
13,PETROL,All Vahan4 Running States (35/36),2025,EURO 3,151
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,EURO 3,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,EURO 3,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,EURO 3,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 3,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,EURO 3,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,EURO 3,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 3,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 3,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,EURO 3,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,EURO 3,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 3,0
25,PURE EV,All Vahan4 Running States (35/36),2025,EURO 3,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 3,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,EURO 4,0
2,DIESEL,All Vahan4 Running States (35/36),2025,EURO 4,3
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 4,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,EURO 4,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,EURO 4,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,EURO 4,0
7,ETHANOL,All Vahan4 Running States (35/36),2025,EURO 4,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,EURO 4,0
9,LNG,All Vahan4 Running States (35/36),2025,EURO 4,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,EURO 4,0
11,METHANOL,All Vahan4 Running States (35/36),2025,EURO 4,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,EURO 4,0
13,PETROL,All Vahan4 Running States (35/36),2025,EURO 4,62
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,EURO 4,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,EURO 4,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,EURO 4,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 4,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,EURO 4,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,EURO 4,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 4,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 4,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,EURO 4,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,EURO 4,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 4,0
25,PURE EV,All Vahan4 Running States (35/36),2025,EURO 4,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 4,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,EURO 6,0
2,DIESEL,All Vahan4 Running States (35/36),2025,EURO 6,437
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,EURO 6,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,EURO 6,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,EURO 6,6
7,ETHANOL,All Vahan4 Running States (35/36),2025,EURO 6,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,EURO 6,0
9,LNG,All Vahan4 Running States (35/36),2025,EURO 6,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,EURO 6,0
11,METHANOL,All Vahan4 Running States (35/36),2025,EURO 6,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,EURO 6,2
13,PETROL,All Vahan4 Running States (35/36),2025,EURO 6,24
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,EURO 6,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,EURO 6,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 6,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,EURO 6,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,EURO 6,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 6,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,EURO 6,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,EURO 6,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 6,0
25,PURE EV,All Vahan4 Running States (35/36),2025,EURO 6,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 6,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,EURO 6A,0
2,DIESEL,All Vahan4 Running States (35/36),2025,EURO 6A,0
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6A,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,EURO 6A,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,EURO 6A,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,EURO 6A,0
7,ETHANOL,All Vahan4 Running States (35/36),2025,EURO 6A,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,EURO 6A,0
9,LNG,All Vahan4 Running States (35/36),2025,EURO 6A,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,EURO 6A,0
11,METHANOL,All Vahan4 Running States (35/36),2025,EURO 6A,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,EURO 6A,0
13,PETROL,All Vahan4 Running States (35/36),2025,EURO 6A,0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,EURO 6A,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,EURO 6A,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6A,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 6A,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,EURO 6A,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,EURO 6A,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6A,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 6A,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,EURO 6A,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,EURO 6A,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 6A,0
25,PURE EV,All Vahan4 Running States (35/36),2025,EURO 6A,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 6A,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,EURO  6AD,0
2,DIESEL,All Vahan4 Running States (35/36),2025,EURO  6AD,0
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,EURO  6AD,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,EURO  6AD,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,EURO  6AD,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,EURO  6AD,0
7,ETHANOL,All Vahan4 Running States (35/36),2025,EURO  6AD,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,EURO  6AD,0
9,LNG,All Vahan4 Running States (35/36),2025,EURO  6AD,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,EURO  6AD,0
11,METHANOL,All Vahan4 Running States (35/36),2025,EURO  6AD,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,EURO  6AD,0
13,PETROL,All Vahan4 Running States (35/36),2025,EURO  6AD,0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,EURO  6AD,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,EURO  6AD,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,EURO  6AD,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO  6AD,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,EURO  6AD,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,EURO  6AD,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,EURO  6AD,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO  6AD,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,EURO  6AD,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,EURO  6AD,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,EURO  6AD,0
25,PURE EV,All Vahan4 Running States (35/36),2025,EURO  6AD,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,EURO  6AD,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,EURO 6B,0
2,DIESEL,All Vahan4 Running States (35/36),2025,EURO 6B,1
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6B,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,EURO 6B,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,EURO 6B,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,EURO 6B,0
7,ETHANOL,All Vahan4 Running States (35/36),2025,EURO 6B,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,EURO 6B,0
9,LNG,All Vahan4 Running States (35/36),2025,EURO 6B,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,EURO 6B,0
11,METHANOL,All Vahan4 Running States (35/36),2025,EURO 6B,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,EURO 6B,0
13,PETROL,All Vahan4 Running States (35/36),2025,EURO 6B,0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,EURO 6B,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,EURO 6B,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6B,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 6B,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,EURO 6B,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,EURO 6B,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6B,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 6B,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,EURO 6B,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,EURO 6B,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 6B,0
25,PURE EV,All Vahan4 Running States (35/36),2025,EURO 6B,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 6B,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,EURO 6C,0
2,DIESEL,All Vahan4 Running States (35/36),2025,EURO 6C,0
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6C,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,EURO 6C,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,EURO 6C,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,EURO 6C,0
7,ETHANOL,All Vahan4 Running States (35/36),2025,EURO 6C,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,EURO 6C,0
9,LNG,All Vahan4 Running States (35/36),2025,EURO 6C,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,EURO 6C,0
11,METHANOL,All Vahan4 Running States (35/36),2025,EURO 6C,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,EURO 6C,0
13,PETROL,All Vahan4 Running States (35/36),2025,EURO 6C,0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,EURO 6C,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,EURO 6C,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6C,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 6C,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,EURO 6C,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,EURO 6C,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6C,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 6C,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,EURO 6C,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,EURO 6C,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 6C,0
25,PURE EV,All Vahan4 Running States (35/36),2025,EURO 6C,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 6C,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,EURO 6D,0
2,DIESEL,All Vahan4 Running States (35/36),2025,EURO 6D,0
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6D,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,EURO 6D,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,EURO 6D,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,EURO 6D,0
7,ETHANOL,All Vahan4 Running States (35/36),2025,EURO 6D,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,EURO 6D,0
9,LNG,All Vahan4 Running States (35/36),2025,EURO 6D,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,EURO 6D,0
11,METHANOL,All Vahan4 Running States (35/36),2025,EURO 6D,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,EURO 6D,0
13,PETROL,All Vahan4 Running States (35/36),2025,EURO 6D,1
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,EURO 6D,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,EURO 6D,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6D,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 6D,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,EURO 6D,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,EURO 6D,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,EURO 6D,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,EURO 6D,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,EURO 6D,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,EURO 6D,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 6D,0
25,PURE EV,All Vahan4 Running States (35/36),2025,EURO 6D,0
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,EURO 6D,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Not Applicable,0
2,DIESEL,All Vahan4 Running States (35/36),2025,Not Applicable,2
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Not Applicable,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Not Applicable,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Not Applicable,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Not Applicable,1
7,ETHANOL,All Vahan4 Running States (35/36),2025,Not Applicable,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Not Applicable,0
9,LNG,All Vahan4 Running States (35/36),2025,Not Applicable,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Not Applicable,0
11,METHANOL,All Vahan4 Running States (35/36),2025,Not Applicable,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Not Applicable,1
13,PETROL,All Vahan4 Running States (35/36),2025,Not Applicable,3
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Not Applicable,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Not Applicable,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Not Applicable,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Not Applicable,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Not Applicable,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Not Applicable,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Not Applicable,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Not Applicable,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Not Applicable,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Not Applicable,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Not Applicable,0
25,PURE EV,All Vahan4 Running States (35/36),2025,Not Applicable,2
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Not Applicable,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,Not Available,0
2,DIESEL,All Vahan4 Running States (35/36),2025,Not Available,53
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,Not Available,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,Not Available,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,Not Available,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,Not Available,"7,07,352"
7,ETHANOL,All Vahan4 Running States (35/36),2025,Not Available,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,Not Available,6
9,LNG,All Vahan4 Running States (35/36),2025,Not Available,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,Not Available,0
11,METHANOL,All Vahan4 Running States (35/36),2025,Not Available,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,Not Available,"64,631"
13,PETROL,All Vahan4 Running States (35/36),2025,Not Available,196
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,Not Available,2
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,Not Available,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,Not Available,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Not Available,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,Not Available,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,Not Available,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,Not Available,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,Not Available,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,Not Available,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,Not Available,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,Not Available,0
25,PURE EV,All Vahan4 Running States (35/36),2025,Not Available,"15,65,382"
26,STRONG HYBRID EV,All Vahan4 Running States (35/36),2025,Not Available,0
1,CNG ONLY,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
2,DIESEL,All Vahan4 Running States (35/36),2025,TREM STAGE IV,"36,176"
3,DIESEL/HYBRID,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
4,DUAL DIESEL/CNG,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
5,DUAL DIESEL/LNG,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
6,ELECTRIC(BOV),All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
7,ETHANOL,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
8,FUEL CELL HYDROGEN,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
9,LNG,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
10,LPG ONLY,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
11,METHANOL,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
12,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
13,PETROL,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
14,PETROL/CNG,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
15,PETROL(E20)/CNG,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
16,PETROL(E20)/HYBRID,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
17,PETROL(E20)/HYBRID/CNG,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
18,PETROL(E20)/LPG,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
19,PETROL/ETHANOL,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
20,PETROL/HYBRID,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
21,PETROL/HYBRID/CNG,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
22,PETROL/LPG,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
23,PETROL/METHANOL,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
24,PLUG-IN HYBRID EV,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
25,PURE EV,All Vahan4 Running States (35/36),2025,TREM STAGE IV,0
